"","hlcit","impl_ag","src_ag","vdc","action","desc","target","no_actions","no_hh","ave_cost","hazard","exposure","housing","poverty","vulnerability","severity","degree"
"1",524205295013,"ADRA","Japan Platform","Timure","Training","Household Training","All / Blanket",20,30,1000,0.1735222935,0.0150955505,5.387607767,5.260989011,5.3242983895,0.138655629,0
"2",524205295016,"ADRA","Japan Platform","Briddim","Training","Household Training","All / Blanket",30,30,1000,0.521927,0.004326195,5.456937224,7.857142857,6.657040041,0.24679272,0
"3",524205295010,"ADRA","Japan Platform","Thulo Gaun","Training","Household Training","All / Blanket",30,30,1000,0.614608493,0.013901234,5.456937224,7.857142857,6.657040041,0.384572025,0
"12",524205305016,"APEIRON","Internal","Jharlang","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",866,NA,13300,0.831127943,0.042626349,6.817638797,5.152625153,5.985131975,0.59631159,0
"13",524205305016,"APEIRON","Internal","Jharlang","Distribution","Construction Materials","All / Blanket",433,NA,2500,0.831127943,0.042626349,6.817638797,5.152625153,5.985131975,0.59631159,0
"14",524205305016,"APEIRON","Internal","Jharlang","Distribution","Tool kits and fixings","All / Blanket",433,NA,500,0.831127943,0.042626349,6.817638797,5.152625153,5.985131975,0.59631159,0
"15",524205305016,"APEIRON","Internal","Jharlang","Distribution","Tarpaulin","All / Blanket",433,NA,1500,0.831127943,0.042626349,6.817638797,5.152625153,5.985131975,0.59631159,0
"16",524205255031,"APEIRON","Internal","Siddhipur","Distribution","CGI Bundle (72ft/bundle)","Targeted group",155,70,14000,NA,NA,NA,NA,NA,NA,0
"38",524205295017,"Association for International Solidarity in ASIA (ASIA Onlus)","","Syaphru","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",1750,875,13400,0.628338474,0.023281491,5.456937224,7.857142857,6.657040041,0.460074895,0
"39",524205295017,"Association for International Solidarity in ASIA (ASIA Onlus)","","Syaphru","Distribution","CGI Bundle (72ft/bundle)","",NA,NA,13400,0.628338474,0.023281491,5.456937224,7.857142857,6.657040041,0.460074895,0
"40",524205295017,"Association for International Solidarity in ASIA (ASIA Onlus)","","Syaphru","Distribution","Tents","Targeted group",13,13,12000,0.628338474,0.023281491,5.456937224,7.857142857,6.657040041,0.460074895,0
"91",524307365047,"Benegas","IOM","Laprak","Distribution","Tarpaulin","Targeted group",160,160,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"92",524307365044,"Benegas","IOM","Gumda","Distribution","Tarpaulin","Targeted group",40,40,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"93",524205305012,"CARE","","Mulpani","Distribution","CGI Bundle (72ft/bundle)","Targeted group",100,0,NA,NA,NA,NA,NA,NA,NA,0
"94",524205305012,"CARE","","Mulpani","Distribution","CGI Bundle (72ft/bundle)","Targeted group",248,0,NA,NA,NA,NA,NA,NA,NA,0
"95",524205305012,"CARE","","Mulpani","Distribution","CGI Bundle (72ft/bundle)","Targeted group",292,0,NA,NA,NA,NA,NA,NA,NA,0
"96",524205305012,"CARE","","Mulpani","Distribution","CGI Bundle (72ft/bundle)","Targeted group",164,0,NA,NA,NA,NA,NA,NA,NA,0
"97",524205305012,"CARE","","Mulpani","Distribution","CGI Bundle (72ft/bundle)","Targeted group",128,0,NA,NA,NA,NA,NA,NA,NA,0
"98",524205305012,"CARE","","Mulpani","Distribution","CGI Bundle (72ft/bundle)","Targeted group",110,0,NA,NA,NA,NA,NA,NA,NA,0
"99",524205305012,"CARE","","Mulpani","Distribution","CGI Bundle (72ft/bundle)","Targeted group",308,0,NA,NA,NA,NA,NA,NA,NA,0
"100",524205305012,"CARE","","Mulpani","Distribution","CGI Bundle (72ft/bundle)","Targeted group",208,0,NA,NA,NA,NA,NA,NA,NA,0
"101",524205305012,"CARE","","Mulpani","Distribution","CGI Bundle (72ft/bundle)","Targeted group",238,0,NA,NA,NA,NA,NA,NA,NA,0
"102",524205305013,"CARE","","Phulkharka","Distribution","CGI Bundle (72ft/bundle)","Targeted group",308,145,NA,1.428384751,0.042288045,6.817638797,5.152625153,5.985131975,0.712380758,0
"103",524205305013,"CARE","","Phulkharka","Distribution","CGI Bundle (72ft/bundle)","Targeted group",344,153,NA,1.428384751,0.042288045,6.817638797,5.152625153,5.985131975,0.712380758,0
"104",524205305013,"CARE","","Phulkharka","Distribution","CGI Bundle (72ft/bundle)","Targeted group",248,118,NA,1.428384751,0.042288045,6.817638797,5.152625153,5.985131975,0.712380758,0
"105",524205305013,"CARE","","Phulkharka","Distribution","CGI Bundle (72ft/bundle)","Targeted group",330,141,NA,1.428384751,0.042288045,6.817638797,5.152625153,5.985131975,0.712380758,0
"106",524205305013,"CARE","","Phulkharka","Distribution","CGI Bundle (72ft/bundle)","Targeted group",246,140,NA,1.428384751,0.042288045,6.817638797,5.152625153,5.985131975,0.712380758,0
"107",524205305013,"CARE","","Phulkharka","Distribution","CGI Bundle (72ft/bundle)","Targeted group",178,83,NA,1.428384751,0.042288045,6.817638797,5.152625153,5.985131975,0.712380758,0
"108",524205305013,"CARE","","Phulkharka","Distribution","CGI Bundle (72ft/bundle)","Targeted group",136,68,NA,1.428384751,0.042288045,6.817638797,5.152625153,5.985131975,0.712380758,0
"109",524205305013,"CARE","","Phulkharka","Distribution","CGI Bundle (72ft/bundle)","Targeted group",240,108,NA,1.428384751,0.042288045,6.817638797,5.152625153,5.985131975,0.712380758,0
"110",524205305013,"CARE","","Phulkharka","Distribution","CGI Bundle (72ft/bundle)","Targeted group",194,95,NA,1.428384751,0.042288045,6.817638797,5.152625153,5.985131975,0.712380758,0
"111",524307365010,"CARE","","Bakrang","Distribution","Tarpaulin","",264,264,NA,3.06317062,0.030949723,6.441465148,5.213675214,5.827570181,0.820550198,0
"112",524307365026,"CARE","","Chhoprak","Distribution","Tarpaulin","",149,149,NA,2.284419346,0.060412957,6.441465148,5.213675214,5.827570181,0.929960448,0
"113",524307365026,"CARE","","Chhoprak","Distribution","Tarpaulin","",18,18,NA,2.284419346,0.060412957,6.441465148,5.213675214,5.827570181,0.929960448,0
"114",524307365026,"CARE","","Chhoprak","Distribution","Tarpaulin","",82,82,NA,2.284419346,0.060412957,6.441465148,5.213675214,5.827570181,0.929960448,0
"115",524307365033,"CARE","","Deurali","Distribution","Tarpaulin","",90,90,NA,NA,NA,NA,NA,NA,NA,0
"116",524307365033,"CARE","","Deurali","Distribution","Tarpaulin","",117,117,NA,NA,NA,NA,NA,NA,NA,0
"117",524307365028,"CARE","","Gangkhu","Distribution","Tarpaulin","",82,82,NA,1.678687347,0.030611418,6.441465148,5.213675214,5.827570181,0.669032057,0
"118",524307365028,"CARE","","Gangkhu","Distribution","Tarpaulin","",106,106,NA,1.678687347,0.030611418,6.441465148,5.213675214,5.827570181,0.669032057,0
"119",524307365066,"CARE","","Ghyachok","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",336,0,NA,0.804865734,0.020472539,6.441465148,5.213675214,5.827570181,0.457924861,0
"120",524307365066,"CARE","","Ghyachok","Distribution","Tarpaulin","All / Blanket",336,0,NA,0.804865734,0.020472539,6.441465148,5.213675214,5.827570181,0.457924861,0
"121",524307365066,"CARE","","Ghyachok","Distribution","Tool kits and fixings","All / Blanket",336,0,NA,0.804865734,0.020472539,6.441465148,5.213675214,5.827570181,0.457924861,0
"122",524307365044,"CARE","IOM","Gumda","Distribution","Household kits (excluding tarpaulins)","All / Blanket",47,47,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"123",524307365044,"CARE","IOM","Gumda","Distribution","Household kits (excluding tarpaulins)","All / Blanket",86,86,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"124",524307365044,"CARE","IOM","Gumda","Distribution","Household kits (excluding tarpaulins)","All / Blanket",70,70,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"125",524307365044,"CARE","IOM","Gumda","Distribution","Household kits (excluding tarpaulins)","All / Blanket",48,48,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"126",524307365044,"CARE","IOM","Gumda","Distribution","Household kits (excluding tarpaulins)","All / Blanket",70,70,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"127",524307365044,"CARE","IOM","Gumda","Distribution","Household kits (excluding tarpaulins)","All / Blanket",58,58,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"128",524307365044,"CARE","","Gumda","Distribution","Tarpaulin","All / Blanket",140,70,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"129",524307365044,"CARE","","Gumda","Distribution","Tarpaulin","All / Blanket",120,60,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"130",524307365044,"CARE","","Gumda","Distribution","Tarpaulin","All / Blanket",120,60,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"131",524307365044,"CARE","","Gumda","Distribution","Tarpaulin","All / Blanket",896,NA,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"132",524307365044,"CARE","","Gumda","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",640,320,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"133",524307365044,"CARE","","Gumda","Distribution","Tarpaulin","All / Blanket",640,640,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"134",524307365044,"CARE","IOM","Gumda","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"135",524307365044,"CARE","IOM","Gumda","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"136",524307365044,"CARE","IOM","Gumda","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,0.665795845,0.023609543,6.441465148,5.213675214,5.827570181,0.450787703,0
"137",524307365030,"CARE","","Khoplang","Distribution","Tarpaulin","",100,100,NA,2.51873924,0.053236804,6.441465148,5.213675214,5.827570181,0.921073381,0
"138",524307365047,"CARE","","Laprak","Distribution","Tool kits and fixings","All / Blanket",120,620,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"139",524307365047,"CARE","","Laprak","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",1240,0,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"140",524307365047,"CARE","","Laprak","Distribution","Tarpaulin","All / Blanket",1240,0,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"141",524307365047,"CARE","","Laprak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"142",524307365047,"CARE","","Laprak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"143",524307365047,"CARE","","Laprak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"144",524307365047,"CARE","","Laprak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"145",524307365047,"CARE","","Laprak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"146",524307365047,"CARE","","Laprak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"147",524307365047,"CARE","","Laprak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"148",524307365047,"CARE","","Laprak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"149",524307365047,"CARE","","Laprak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,0.736707023,0.02215381,6.441465148,5.213675214,5.827570181,0.456467905,0
"150",524307365061,"CARE","","Sairpani","Distribution","Household kits (excluding tarpaulins)","All / Blanket",131,131,NA,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,0
"151",524307365061,"CARE","","Sairpani","Distribution","Household kits (excluding tarpaulins)","All / Blanket",99,99,NA,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,0
"152",524307365061,"CARE","","Sairpani","Distribution","Household kits (excluding tarpaulins)","All / Blanket",189,189,NA,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,0
"153",524307365061,"CARE","","Sairpani","Distribution","Household kits (excluding tarpaulins)","All / Blanket",150,150,NA,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,0
"154",524307365061,"CARE","","Sairpani","Distribution","Household kits (excluding tarpaulins)","All / Blanket",0,0,NA,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,0
"155",524307365061,"CARE","","Sairpani","Distribution","Household kits (excluding tarpaulins)","All / Blanket",118,118,NA,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,0
"156",524307365061,"CARE","","Sairpani","Distribution","Household kits (excluding tarpaulins)","All / Blanket",147,147,NA,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,0
"157",524307365061,"CARE","","Sairpani","Distribution","Household kits (excluding tarpaulins)","All / Blanket",215,215,NA,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,0
"158",524307365061,"CARE","","Sairpani","Distribution","Household kits (excluding tarpaulins)","All / Blanket",183,183,NA,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,0
"159",524307365061,"CARE","","Sairpani","Distribution","CGI Bundle (72ft/bundle)","Targeted group",365,181,NA,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,0
"160",524307365061,"CARE","","Sairpani","Distribution","Tarpaulin","Targeted group",365,365,NA,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,0
"161",524307365061,"CARE","","Sairpani","Distribution","Tool kits and fixings","Targeted group",0,0,NA,1.270825695,0.061079314,6.441465148,5.213675214,5.827570181,0.767636971,0
"162",524307365035,"CARE","","Simjung","Distribution","Tarpaulin","",243,243,NA,1.022463998,0.038084869,6.441465148,5.213675214,5.827570181,0.609952481,0
"163",524307365025,"CARE","","Virkot","Distribution","Tarpaulin","",100,100,NA,NA,NA,NA,NA,NA,NA,0
"164",524307365065,"CARE","","Warpak","Distribution","CGI Bundle (72ft/bundle)","Targeted group",300,0,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"165",524307365065,"CARE","","Warpak","Distribution","Tarpaulin","Targeted group",300,0,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"166",524307365065,"CARE","IOM","Warpak","Distribution","Construction Materials","Targeted group",20,2,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"167",524307365065,"CARE","IOM","Warpak","Distribution","Construction Materials","Targeted group",490,49,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"168",524307365065,"CARE","IOM","Warpak","Distribution","Construction Materials","Targeted group",510,51,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"169",524307365065,"CARE","IOM","Warpak","Distribution","Construction Materials","Targeted group",100,10,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"170",524307365065,"CARE","IOM","Warpak","Distribution","Construction Materials","Targeted group",170,17,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"171",524307365065,"CARE","IOM","Warpak","Distribution","Construction Materials","Targeted group",320,32,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"172",524307365065,"CARE","IOM","Warpak","Distribution","Construction Materials","Targeted group",270,27,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"173",524307365065,"CARE","IOM","Warpak","Distribution","Construction Materials","Targeted group",1310,131,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"174",524307365065,"CARE","IOM","Warpak","Distribution","Construction Materials","Targeted group",350,35,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"175",524307365065,"CARE","","Warpak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",135,135,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"176",524307365065,"CARE","","Warpak","Distribution","Tool kits and fixings","All / Blanket",27,135,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"177",524307365065,"CARE","IOM","Warpak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",108,108,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"178",524307365065,"CARE","","Warpak","Distribution","Tool kits and fixings","All / Blanket",23.2,116,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"179",524307365065,"CARE","IOM","Warpak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",106,106,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"180",524307365065,"CARE","","Warpak","Distribution","Tool kits and fixings","All / Blanket",24.6,123,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"181",524307365065,"CARE","IOM","Warpak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",324,324,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"182",524307365065,"CARE","IOM","Warpak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",131,131,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"183",524307365065,"CARE","IOM","Warpak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",61,61,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"184",524307365065,"CARE","IOM","Warpak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",197,197,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"185",524307365065,"CARE","IOM","Warpak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",179,179,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"186",524307365065,"CARE","IOM","Warpak","Distribution","Household kits (excluding tarpaulins)","All / Blanket",145,145,NA,0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,0
"188",524307375052,"CARE","","Bhorletar","Distribution","Blankets","",844,422,NA,0.045985856,0.041611436,5.97793252,3.199023199,4.58847786,0.206301256,0
"189",524307375052,"CARE","IOM","Bhorletar","Distribution","CGI Bundle (72ft/bundle)","Targeted group",230,0,NA,0.045985856,0.041611436,5.97793252,3.199023199,4.58847786,0.206301256,0
"190",524307375052,"CARE","","Bhorletar","Distribution","Tool kits and fixings","Targeted group",115,0,NA,0.045985856,0.041611436,5.97793252,3.199023199,4.58847786,0.206301256,0
"191",524307375052,"CARE","","Bhorletar","Distribution","Tool kits and fixings","Targeted group",23,0,NA,0.045985856,0.041611436,5.97793252,3.199023199,4.58847786,0.206301256,0
"192",524307375052,"CARE","","Bhorletar","Training","Community Training","Targeted group",542,271,NA,0.045985856,0.041611436,5.97793252,3.199023199,4.58847786,0.206301256,0
"193",524307375017,"CARE","","Bichaur","Distribution","Tarpaulin","",38,38,NA,0.770868122,0.021395188,5.97793252,3.199023199,4.58847786,0.42298173,0
"194",524307375021,"CARE","","Elampokhari","Distribution","Household kits (excluding tarpaulins)","",178,178,NA,0.863939977,0.027166865,5.97793252,3.199023199,4.58847786,0.47577021,0
"195",524307375021,"CARE","IOM","Elampokhari","Distribution","Tarpaulin","",1072,536,NA,0.863939977,0.027166865,5.97793252,3.199023199,4.58847786,0.47577021,0
"196",524307375021,"CARE","IOM","Elampokhari","Distribution","CGI Bundle (72ft/bundle)","Targeted group",708,0,NA,0.863939977,0.027166865,5.97793252,3.199023199,4.58847786,0.47577021,0
"197",524307375021,"CARE","","Elampokhari","Distribution","Tool kits and fixings","Targeted group",354,0,NA,0.863939977,0.027166865,5.97793252,3.199023199,4.58847786,0.47577021,0
"198",524307375021,"CARE","","Elampokhari","Distribution","Tool kits and fixings","Targeted group",70.8,0,NA,0.863939977,0.027166865,5.97793252,3.199023199,4.58847786,0.47577021,0
"199",524307375021,"CARE","","Elampokhari","Training","Community Training","Targeted group",694,347,NA,0.863939977,0.027166865,5.97793252,3.199023199,4.58847786,0.47577021,0
"200",524307375025,"CARE","","Gauda","Distribution","Household kits (excluding tarpaulins)","",362,362,NA,0.49964258,0.027238627,5.97793252,3.199023199,4.58847786,0.396738575,0
"201",524307375025,"CARE","IOM","Gauda","Distribution","Tarpaulin","",610,305,NA,0.49964258,0.027238627,5.97793252,3.199023199,4.58847786,0.396738575,0
"202",524307375025,"CARE","IOM","Gauda","Distribution","CGI Bundle (72ft/bundle)","Targeted group",470,0,NA,0.49964258,0.027238627,5.97793252,3.199023199,4.58847786,0.396738575,0
"203",524307375025,"CARE","","Gauda","Distribution","Tool kits and fixings","Targeted group",235,0,NA,0.49964258,0.027238627,5.97793252,3.199023199,4.58847786,0.396738575,0
"204",524307375025,"CARE","","Gauda","Distribution","Tool kits and fixings","Targeted group",47,0,NA,0.49964258,0.027238627,5.97793252,3.199023199,4.58847786,0.396738575,0
"205",524307375025,"CARE","","Gauda","Training","Community Training","Targeted group",304,152,NA,0.49964258,0.027238627,5.97793252,3.199023199,4.58847786,0.396738575,0
"206",524307375053,"CARE","IOM","Isaneshwar","Distribution","CGI Bundle (72ft/bundle)","Targeted group",330,0,NA,0.039496873,0.030662677,5.97793252,3.199023199,4.58847786,0.177125248,0
"207",524307375053,"CARE","","Isaneshwar","Distribution","Tool kits and fixings","Targeted group",165,0,NA,0.039496873,0.030662677,5.97793252,3.199023199,4.58847786,0.177125248,0
"208",524307375053,"CARE","","Isaneshwar","Distribution","Tool kits and fixings","Targeted group",33,0,NA,0.039496873,0.030662677,5.97793252,3.199023199,4.58847786,0.177125248,0
"209",524307375053,"CARE","","Isaneshwar","Distribution","Tarpaulin","Targeted group",220,220,NA,0.039496873,0.030662677,5.97793252,3.199023199,4.58847786,0.177125248,0
"210",524307375053,"CARE","","Isaneshwar","Training","Community Training","Targeted group",1,0,NA,0.039496873,0.030662677,5.97793252,3.199023199,4.58847786,0.177125248,0
"211",524307375014,"CARE","","Pachok","Distribution","Household kits (excluding tarpaulins)","",469,469,NA,0.368412186,0.025311317,5.97793252,3.199023199,4.58847786,0.349761865,0
"212",524307375014,"CARE","IOM","Pachok","Distribution","Tarpaulin","",518,259,NA,0.368412186,0.025311317,5.97793252,3.199023199,4.58847786,0.349761865,0
"213",524307375014,"CARE","","Pachok","Distribution","Tarpaulin","",96,48,NA,0.368412186,0.025311317,5.97793252,3.199023199,4.58847786,0.349761865,0
"214",524307375047,"CARE","","Ramgha","Distribution","Blankets","",346,173,NA,0.065142488,0.032374702,5.97793252,3.199023199,4.58847786,0.213098105,0
"215",524307375047,"CARE","IOM","Ramgha","Distribution","CGI Bundle (72ft/bundle)","Targeted group",240,0,NA,0.065142488,0.032374702,5.97793252,3.199023199,4.58847786,0.213098105,0
"216",524307375047,"CARE","","Ramgha","Distribution","Tool kits and fixings","Targeted group",120,0,NA,0.065142488,0.032374702,5.97793252,3.199023199,4.58847786,0.213098105,0
"217",524307375047,"CARE","","Ramgha","Distribution","Tool kits and fixings","Targeted group",24,0,NA,0.065142488,0.032374702,5.97793252,3.199023199,4.58847786,0.213098105,0
"218",524307375047,"CARE","","Ramgha","Training","Community Training","Targeted group",486,243,NA,0.065142488,0.032374702,5.97793252,3.199023199,4.58847786,0.213098105,0
"219",524205235054,"CARE","","Banskharka","Distribution","Tarpaulin","All / Blanket",740,740,NA,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"220",524205235054,"CARE","","Banskharka","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",266,133,NA,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"221",524205235054,"CARE","","Banskharka","Distribution","Tool kits and fixings","All / Blanket",133,133,0,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"222",524205235054,"CARE","","Banskharka","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",272,137,NA,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"223",524205235054,"CARE","","Banskharka","Distribution","Tool kits and fixings","All / Blanket",137,137,0,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"224",524205235054,"CARE","","Banskharka","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",114,57,NA,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"225",524205235054,"CARE","","Banskharka","Distribution","Tool kits and fixings","All / Blanket",57,57,0,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"226",524205235054,"CARE","","Banskharka","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",42,21,NA,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"227",524205235054,"CARE","","Banskharka","Distribution","Tool kits and fixings","All / Blanket",21,21,0,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"228",524205235054,"CARE","","Banskharka","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",38,19,NA,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"229",524205235054,"CARE","","Banskharka","Distribution","Tool kits and fixings","All / Blanket",19,19,0,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"230",524205235054,"CARE","","Banskharka","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",56,28,NA,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"231",524205235054,"CARE","","Banskharka","Distribution","Tool kits and fixings","All / Blanket",28,28,0,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"232",524205235054,"CARE","","Banskharka","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",28,14,NA,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"233",524205235054,"CARE","","Banskharka","Distribution","Tool kits and fixings","All / Blanket",14,14,0,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"234",524205235054,"CARE","","Banskharka","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",210,105,NA,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"235",524205235054,"CARE","","Banskharka","Distribution","Tool kits and fixings","All / Blanket",105,105,0,0.297583896,0.01627449,6.8024200635,4.5253357755,5.663877919,0.247290552,0
"236",524205235070,"CARE","","Baruwa","Distribution","Tool kits and fixings","All / Blanket",100,100,NA,0.536862804,0.018770766,6.852053081,6.572039072,6.712046076,0.407442893,0
"237",524205235070,"CARE","","Baruwa","Distribution","Tarpaulin","All / Blanket",1004,570,NA,0.536862804,0.018770766,6.852053081,6.572039072,6.712046076,0.407442893,0
"238",524205235070,"CARE","","Baruwa","Distribution","Household kits (excluding tarpaulins)","All / Blanket",434,434,NA,0.536862804,0.018770766,6.852053081,6.572039072,6.712046076,0.407442893,0
