"","hlcit","impl_ag","src_ag","vdc","action","desc","target","no_actions","no_hh","ave_cost","hazard","exposure","housing","poverty","vulnerability","severity","degree"
"4432",524205235043,"Women Development Advocacy Center","","Bhotsipa","Distribution","Construction Materials","All / Blanket",NA,71,16800,1.118983897,0.047342107,6.852053081,6.572039072,6.712046076,0.70844931,23
"4433",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",49,97,4250,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4434",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",45,89,4250,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4435",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",31,62,4250,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4436",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",29,58,4250,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4437",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",49,89,4250,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4438",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",65,131,4250,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4439",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",44,44,8500,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4440",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",15,30,4250,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4441",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",94,47,17000,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4442",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",29,29,8500,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4443",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",12,24,42500,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4444",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",30,15,17000,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4445",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",8,8,8500,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4446",524205255027,"World Jewish Relief","Internal","Bisangkhunarayan","Distribution","CGI Bundle (72ft/bundle)","Targeted group",100,50,17000,1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,91
"4447",524205255034,"World Jewish Relief","Internal","Khokana","Distribution","CGI Bundle (72ft/bundle)","Targeted group",37,18,17000,0.932070121,0.050509866,8.404832734,0.818070818,4.611451776,0.601018016,241
"4448",524205255038,"World Jewish Relief","Internal","Bungmati","Distribution","CGI Bundle (72ft/bundle)","Targeted group",37,18,17000,1.373191481,0.061161327,8.404832734,0.818070818,4.611451776,0.728923398,338
"4449",524205255037,"World Jewish Relief","Internal","Harisiddhi","Distribution","CGI Bundle (72ft/bundle)","Targeted group",38,18,17000,1.489497716,0.110061684,8.404832734,0.818070818,4.611451776,0.910971008,171
"4450",524205255025,"World Jewish Relief","Internal","Godawari","Distribution","CGI Bundle (72ft/bundle)","Targeted group",38,18,17000,1.43094614,0.1185602995,6.409340282,2.3916361415,4.400488212,0.503733115,248
"4451",524204215013,"World Renew","Private","Duragaun","Distribution","Tarpaulin","All / Blanket",44,44,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4452",524204215013,"World Renew","Private","Duragaun","Distribution","Tarpaulin","All / Blanket",89,89,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4453",524204215013,"World Renew","Private","Duragaun","Distribution","Tarpaulin","All / Blanket",104,104,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4454",524204215013,"World Renew","Private","Duragaun","Distribution","Tarpaulin","All / Blanket",93,93,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4455",524204215013,"World Renew","Private","Duragaun","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",49,49,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4456",524204215013,"World Renew","Private","Duragaun","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",88,88,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4457",524204215013,"World Renew","Private","Duragaun","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",110,106,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4458",524204215013,"World Renew","Private","Duragaun","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",112,112,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4459",524204215013,"World Renew","Private","Duragaun","Distribution","Blankets","All / Blanket",49,49,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4460",524204215013,"World Renew","Private","Duragaun","Distribution","Blankets","All / Blanket",88,86,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4461",524204215013,"World Renew","Private","Duragaun","Distribution","Blankets","All / Blanket",110,106,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4462",524204215013,"World Renew","Private","Duragaun","Distribution","Blankets","All / Blanket",112,105,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4463",524204215013,"World Renew","Private","Duragaun","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",50,50,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4464",524204215013,"World Renew","Private","Duragaun","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",91,91,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4465",524204215013,"World Renew","Private","Duragaun","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",72,70,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4466",524204215013,"World Renew","Private","Duragaun","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",110,108,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4467",524204215013,"World Renew","Private","Duragaun","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",106,106,NA,0.076932088,0.030990729,7.160041941,6.059218559,6.60963025,0.250710291,40
"4468",524205263001,"World Vision International","USAID/IOM","Bhaktapur Municipality","Distribution","Tarpaulin","",14,NA,NA,1.817828592,0.838051654,8.226716181,0.894383394,4.560549788,1.908154956,0
"4469",524205265008,"World Vision International","","Jhaukhel","Distribution","Tarpaulin","",25,25,NA,1.532984886,0.079152968,8.226716181,0.894383394,4.560549788,0.820995467,0
"4470",524205265006,"World Vision International","","Changunarayan","Distribution","Tarpaulin","",50,50,NA,1.402232721,0.063672981,8.226716181,0.894383394,4.560549788,0.741192176,352
"4471",524205265002,"World Vision International","","Sudal","Distribution","Tarpaulin","",50,50,NA,2.81714101,0.074365449,8.226716181,0.894383394,4.560549788,0.984915555,283
"4472",524205265004,"World Vision International","","Nagarkot","Distribution","Tarpaulin","",100,100,NA,1.680361815,0.046860279,8.226716181,0.894383394,4.560549788,0.710790519,99
"4473",524205265006,"World Vision International","","Changunarayan","Distribution","Household kits (excluding tarpaulins)","",200,200,NA,1.402232721,0.063672981,8.226716181,0.894383394,4.560549788,0.741192176,352
"4474",524205265004,"World Vision International","","Nagarkot","Distribution","Household kits (excluding tarpaulins)","",200,200,NA,1.680361815,0.046860279,8.226716181,0.894383394,4.560549788,0.710790519,99
"4475",524205265002,"World Vision International","","Sudal","Distribution","Household kits (excluding tarpaulins)","",200,200,NA,2.81714101,0.074365449,8.226716181,0.894383394,4.560549788,0.984915555,283
"4476",524205263002,"World Vision International","","Madhyapur Thimi Municipality","Distribution","Tarpaulin","",200,200,NA,2.44879243,0.851255776,8.226716181,0.894383394,4.560549788,2.118408688,26
"4477",524205263001,"World Vision International","","Bhaktapur Municipality","Distribution","Tarpaulin","",475,475,NA,1.817828592,0.838051654,8.226716181,0.894383394,4.560549788,1.908154956,0
"4478",524205265007,"World Vision International","","Duwakot","Distribution","Blankets","Targeted group",486,243,NA,1.615798002,0.107242481,8.226716181,0.894383394,4.560549788,0.924535746,126
"4479",524205265007,"World Vision International","","Duwakot","Distribution","Household kits (excluding tarpaulins)","Targeted group",486,243,NA,1.615798002,0.107242481,8.226716181,0.894383394,4.560549788,0.924535746,126
"4480",524205265007,"World Vision International","","Duwakot","Distribution","Tarpaulin","Targeted group",486,243,NA,1.615798002,0.107242481,8.226716181,0.894383394,4.560549788,0.924535746,126
"4481",524205265006,"World Vision International","","Changunarayan","Distribution","Blankets","Targeted group",1204,602,NA,1.402232721,0.063672981,8.226716181,0.894383394,4.560549788,0.741192176,352
"4482",524205265006,"World Vision International","","Changunarayan","Distribution","Household kits (excluding tarpaulins)","Targeted group",1204,602,NA,1.402232721,0.063672981,8.226716181,0.894383394,4.560549788,0.741192176,352
"4483",524205265006,"World Vision International","","Changunarayan","Distribution","Tarpaulin","Targeted group",1204,602,NA,1.402232721,0.063672981,8.226716181,0.894383394,4.560549788,0.741192176,352
"4485",524307365030,"World Vision International","USAID/IOM","Khoplang","Distribution","Tarpaulin","",10,NA,NA,2.51873924,0.053236804,6.441465148,5.213675214,5.827570181,0.921073381,0
"4486",524307365034,"World Vision International","USAID/IOM","Dhuwakot","Distribution","Tarpaulin","",20,NA,NA,NA,NA,NA,NA,NA,NA,26
"4487",524307365026,"World Vision International","USAID/IOM","Chhoprak","Distribution","Tarpaulin","",40,NA,NA,2.284419346,0.060412957,6.441465148,5.213675214,5.827570181,0.929960448,0
"4488",524307365066,"World Vision International","","Ghyachok","Distribution","Tool kits and fixings","Targeted group",45,454,NA,0.804865734,0.020472539,6.441465148,5.213675214,5.827570181,0.457924861,0
"4489",524307365022,"World Vision International","USAID/IOM","Kerabari","Distribution","Tarpaulin","",50,50,NA,NA,NA,NA,NA,NA,NA,297
"4490",524307365031,"World Vision International","USAID/IOM","Palungtar","Distribution","Tarpaulin","",50,NA,NA,1.489896828,0.083479163,6.441465148,5.213675214,5.827570181,0.898270763,233
"4491",524307365024,"World Vision International","USAID/IOM","Thalajung","Distribution","Tarpaulin","",70,70,NA,1.402797895,0.027935739,6.441465148,5.213675214,5.827570181,0.611243507,210
"4492",524307365023,"World Vision International","USAID/IOM","Kharibot","Distribution","Tarpaulin","",80,80,NA,0.888190489,0.025147291,6.441465148,5.213675214,5.827570181,0.50679028,291
"4493",524307365031,"World Vision International","","Palungtar","Distribution","Household kits (excluding tarpaulins)","",88,88,NA,1.489896828,0.083479163,6.441465148,5.213675214,5.827570181,0.898270763,233
"4494",524307365020,"World Vision International","USAID/IOM","Harmi","Distribution","Tarpaulin","",90,90,NA,1.343034056,0.035368183,6.441465148,5.213675214,5.827570181,0.65172207,235
"4495",524307365034,"World Vision International","","Dhuwakot","Distribution","Tarpaulin","",100,100,NA,NA,NA,NA,NA,NA,NA,26
"4496",524307365036,"World Vision International","USAID/IOM","Muchchok","Distribution","Tarpaulin","",100,100,NA,1.214067038,0.038740975,6.441465148,5.213675214,5.827570181,0.649581391,4
"4497",524307365021,"World Vision International","USAID/IOM","Jaubari","Distribution","Tarpaulin","",110,110,NA,0.674681884,0.035183653,6.025259639,4.3605006105,5.192880125,0.4075540275,151
"4498",524307365031,"World Vision International","","Palungtar","Distribution","Tarpaulin","Targeted group",114,114,NA,1.489896828,0.083479163,6.441465148,5.213675214,5.827570181,0.898270763,233
"4499",524307365019,"World Vision International","USAID/IOM","Hansapur","Distribution","Tarpaulin","",120,120,NA,0.944619522,0.037500525,6.441465148,5.213675214,5.827570181,0.591008772,111
"4500",524307365029,"World Vision International","USAID/IOM","Gaikhur","Distribution","Tarpaulin","",130,130,NA,1.4275898,0.051288991,6.441465148,5.213675214,5.827570181,0.752844071,210
"4501",524307363001,"World Vision International","USAID/IOM","Prithbinarayan Municipality","Distribution","Tarpaulin","",170,NA,NA,3.480341977,0.332901739,6.441465148,5.213675214,5.827570181,1.890058147,126
"4502",524307365031,"World Vision International","","Palungtar","Distribution","Blankets","Targeted group",228,114,NA,1.489896828,0.083479163,6.441465148,5.213675214,5.827570181,0.898270763,233
"4503",524307365031,"World Vision International","","Palungtar","Distribution","Household kits (excluding tarpaulins)","Targeted group",228,114,NA,1.489896828,0.083479163,6.441465148,5.213675214,5.827570181,0.898270763,233
"4504",524307365066,"World Vision International","","Ghyachok","Distribution","Tarpaulin","Targeted group",449,449,NA,0.804865734,0.020472539,6.441465148,5.213675214,5.827570181,0.457924861,0
"4505",524307365066,"World Vision International","","Ghyachok","Distribution","Tool kits and fixings","Targeted group",454,454,NA,0.804865734,0.020472539,6.441465148,5.213675214,5.827570181,0.457924861,0
"4506",524307365048,"World Vision International","","Lapu","Distribution","Tarpaulin","Targeted group",477,477,NA,0.689295621,0.018688753,6.441465148,5.213675214,5.827570181,0.421849738,49
"4507",524307365033,"World Vision International","","Deurali","Distribution","Tarpaulin","",567,567,NA,NA,NA,NA,NA,NA,NA,0
"4508",524307365066,"World Vision International","","Ghyachok","Distribution","Blankets","Targeted group",898,499,NA,0.804865734,0.020472539,6.441465148,5.213675214,5.827570181,0.457924861,0
"4509",524307365066,"World Vision International","","Ghyachok","Distribution","Household kits (excluding tarpaulins)","Targeted group",898,499,NA,0.804865734,0.020472539,6.441465148,5.213675214,5.827570181,0.457924861,0
"4510",524307365066,"World Vision International","","Ghyachok","Distribution","CGI Bundle (72ft/bundle)","Targeted group",908,454,NA,0.804865734,0.020472539,6.441465148,5.213675214,5.827570181,0.457924861,0
"4511",524307365048,"World Vision International","","Lapu","Distribution","Blankets","Targeted group",954,477,NA,0.689295621,0.018688753,6.441465148,5.213675214,5.827570181,0.421849738,49
"4512",524307365048,"World Vision International","","Lapu","Distribution","Household kits (excluding tarpaulins)","Targeted group",954,477,NA,0.689295621,0.018688753,6.441465148,5.213675214,5.827570181,0.421849738,49
"4514",524205275037,"World Vision International","","Bhimdhunga","Distribution","Tarpaulin","",4,2,NA,1.069531351,0.029883552,8.863975701,1.816239316,5.340107508,0.554700525,204
"4515",524205275037,"World Vision International","USAID/IOM","Bhimdhunga","Distribution","Tarpaulin","",10,NA,NA,1.069531351,0.029883552,8.863975701,1.816239316,5.340107508,0.554700525,204
"4516",524205275038,"World Vision International","USAID/IOM","Ramkot","Distribution","Tarpaulin","",28,14,NA,0.929100702,0.089794178,8.863975701,1.816239316,5.340107508,0.763754277,0
"4517",524205275037,"World Vision International","","Bhimdhunga","Distribution","Household kits (excluding tarpaulins)","",105,105,NA,1.069531351,0.029883552,8.863975701,1.816239316,5.340107508,0.554700525,204
"4518",524205275038,"World Vision International","","Ramkot","Distribution","Blankets","Targeted group",354,177,NA,0.929100702,0.089794178,8.863975701,1.816239316,5.340107508,0.763754277,0
"4519",524205275038,"World Vision International","","Ramkot","Distribution","Tarpaulin","Targeted group",458,229,NA,0.929100702,0.089794178,8.863975701,1.816239316,5.340107508,0.763754277,0
"4520",524205275038,"World Vision International","","Ramkot","Distribution","Household kits (excluding tarpaulins)","Targeted group",498,249,NA,0.929100702,0.089794178,8.863975701,1.816239316,5.340107508,0.763754277,0
"4521",524205275037,"World Vision International","","Bhimdhunga","Distribution","Household kits (excluding tarpaulins)","",628,628,NA,1.069531351,0.029883552,8.863975701,1.816239316,5.340107508,0.554700525,204
"4522",524205275038,"World Vision International","","Ramkot","Distribution","Blankets","Targeted group",722,361,NA,0.929100702,0.089794178,8.863975701,1.816239316,5.340107508,0.763754277,0
"4523",524205275038,"World Vision International","","Ramkot","Distribution","Tarpaulin","Targeted group",722,361,NA,0.929100702,0.089794178,8.863975701,1.816239316,5.340107508,0.763754277,0
"4524",524205275038,"World Vision International","","Ramkot","Distribution","Household kits (excluding tarpaulins)","",1200,600,NA,0.929100702,0.089794178,8.863975701,1.816239316,5.340107508,0.763754277,0
"4525",524205275038,"World Vision International","","Ramkot","Distribution","Tarpaulin","",1200,600,NA,0.929100702,0.089794178,8.863975701,1.816239316,5.340107508,0.763754277,0
"4526",524205275038,"World Vision International","","Ramkot","Distribution","Household kits (excluding tarpaulins)","Targeted group",1320,660,NA,0.929100702,0.089794178,8.863975701,1.816239316,5.340107508,0.763754277,0
"4527",524205275037,"World Vision International","","Bhimdhunga","Distribution","Tarpaulin","",1460,730,NA,1.069531351,0.029883552,8.863975701,1.816239316,5.340107508,0.554700525,204
"4528",524205255037,"World Vision International","USAID/IOM","Harisiddhi","Distribution","Tarpaulin","",2,NA,NA,1.489497716,0.110061684,8.404832734,0.818070818,4.611451776,0.910971008,171
"4529",524205255033,"World Vision International","","Sairbu","Distribution","Tarpaulin","",138,138,NA,1.274947381,0.202172734,8.404832734,0.818070818,4.611451776,1.059296423,152
"4530",524205255038,"World Vision International","","Bungmati","Distribution","Blankets","Targeted group",200,100,NA,1.373191481,0.061161327,8.404832734,0.818070818,4.611451776,0.728923398,338
"4531",524205255038,"World Vision International","","Bungmati","Distribution","Household kits (excluding tarpaulins)","Targeted group",200,100,NA,1.373191481,0.061161327,8.404832734,0.818070818,4.611451776,0.728923398,338
"4532",524205255038,"World Vision International","","Bungmati","Distribution","Tarpaulin","Targeted group",200,100,NA,1.373191481,0.061161327,8.404832734,0.818070818,4.611451776,0.728923398,338
"4533",524205255038,"World Vision International","","Bungmati","Distribution","Household kits (excluding tarpaulins)","",249,249,NA,1.373191481,0.061161327,8.404832734,0.818070818,4.611451776,0.728923398,338
"4534",524205255020,"World Vision International","","Dukuchhap","Distribution","Household kits (excluding tarpaulins)","",309,309,NA,2.018905485,0.027361646,8.404832734,0.818070818,4.611451776,0.633916362,17
"4535",524205255038,"World Vision International","","Bungmati","Distribution","Household kits (excluding tarpaulins)","",495,495,NA,1.373191481,0.061161327,8.404832734,0.818070818,4.611451776,0.728923398,338
"4536",524205255038,"World Vision International","","Bungmati","Distribution","Tarpaulin","",498,249,NA,1.373191481,0.061161327,8.404832734,0.818070818,4.611451776,0.728923398,338
"4537",524205255020,"World Vision International","","Dukuchhap","Distribution","Household kits (excluding tarpaulins)","",642,321,NA,2.018905485,0.027361646,8.404832734,0.818070818,4.611451776,0.633916362,17
"4538",524205255038,"World Vision International","","Bungmati","Distribution","Tarpaulin","",990,495,NA,1.373191481,0.061161327,8.404832734,0.818070818,4.611451776,0.728923398,338
"4539",524205255020,"World Vision International","USAID/IOM","Dukuchhap","Distribution","Tarpaulin","",1272,636,NA,2.018905485,0.027361646,8.404832734,0.818070818,4.611451776,0.633916362,17
"4540",524307375060,"World Vision International","","Chandisthan","Distribution","CGI Bundle (72ft/bundle)","",40,20,NA,0.058802625,0.019426871,5.97793252,3.199023199,4.58847786,0.173709168,204
"4541",524307375059,"World Vision International","","Besi Shahar","Distribution","CGI Bundle (72ft/bundle)","",42,21,NA,0.059303923,0.158305936,5.97793252,3.199023199,4.58847786,0.350549824,204
"4542",524307375058,"World Vision International","","Baglung Pani","Distribution","CGI Bundle (72ft/bundle)","",60,30,NA,0.043404611,0.025198549,5.97793252,3.199023199,4.58847786,0.171209034,235
"4543",524307375043,"World Vision International","","Udipur","Distribution","CGI Bundle (72ft/bundle)","Targeted group",62,31,NA,0.126467712,0.027597434,5.97793252,3.199023199,4.58847786,0.252061009,204
"4544",524307375042,"World Vision International","","Tarku","Distribution","CGI Bundle (72ft/bundle)","",90,45,NA,0.201494541,0.017417549,5.97793252,3.199023199,4.58847786,0.252526127,204
"4545",524307375046,"World Vision International","","Parewadanda","Distribution","CGI Bundle (72ft/bundle)","",140,70,NA,0.21241251,0.027125858,5.97793252,3.199023199,4.58847786,0.297904736,204
"4546",524307375045,"World Vision International","","Kunchha","Distribution","CGI Bundle (72ft/bundle)","Targeted group",150,75,NA,0.107195049,0.019016806,5.97793252,3.199023199,4.58847786,0.21069795,204
"4547",524307375037,"World Vision International","","Bhoteodar","Distribution","CGI Bundle (72ft/bundle)","Targeted group",150,75,NA,0.224723564,0.077502453,5.97793252,3.199023199,4.58847786,0.430735732,204
"4548",524307375042,"World Vision International","","Tarku","Distribution","CGI Bundle (72ft/bundle)","Targeted group",190,95,NA,0.201494541,0.017417549,5.97793252,3.199023199,4.58847786,0.252526127,204
"4549",524307375001,"World Vision International","","Bajhakhet","Distribution","CGI Bundle (72ft/bundle)","",192,96,NA,0.080225423,0.029155685,5.97793252,3.199023199,4.58847786,0.220580932,204
"4550",524307375041,"World Vision International","","Sundarbajar","Distribution","CGI Bundle (72ft/bundle)","",210,105,NA,0.225322647,0.068839811,5.97793252,3.199023199,4.58847786,0.414417148,20
"4551",524307375046,"World Vision International","","Parewadanda","Distribution","CGI Bundle (72ft/bundle)","Targeted group",280,140,NA,0.21241251,0.027125858,5.97793252,3.199023199,4.58847786,0.297904736,204
"4552",524307375059,"World Vision International","","Besi Shahar","Distribution","Tarpaulin","",19,19,NA,0.059303923,0.158305936,5.97793252,3.199023199,4.58847786,0.350549824,204
"4553",524307375043,"World Vision International","","Udipur","Distribution","Blankets","Targeted group",60,30,NA,0.126467712,0.027597434,5.97793252,3.199023199,4.58847786,0.252061009,204
"4554",524307375043,"World Vision International","","Udipur","Distribution","Household kits (excluding tarpaulins)","Targeted group",60,30,NA,0.126467712,0.027597434,5.97793252,3.199023199,4.58847786,0.252061009,204
"4555",524307375022,"World Vision International","","Kolki","Distribution","Tarpaulin","",60,60,NA,0.88224568,0.016525655,5.97793252,3.199023199,4.58847786,0.405949761,371
"4556",524307375043,"World Vision International","","Udipur","Distribution","Tarpaulin","Targeted group",60,30,NA,0.126467712,0.027597434,5.97793252,3.199023199,4.58847786,0.252061009,204
"4557",524307375043,"World Vision International","","Udipur","Distribution","Blankets","Targeted group",74,37,NA,0.126467712,0.027597434,5.97793252,3.199023199,4.58847786,0.252061009,204
"4558",524307375043,"World Vision International","","Udipur","Distribution","Household kits (excluding tarpaulins)","Targeted group",74,37,NA,0.126467712,0.027597434,5.97793252,3.199023199,4.58847786,0.252061009,204
"4559",524307375043,"World Vision International","","Udipur","Distribution","Tarpaulin","Targeted group",74,37,NA,0.126467712,0.027597434,5.97793252,3.199023199,4.58847786,0.252061009,204
"4560",524307375025,"World Vision International","","Gauda","Distribution","Tarpaulin","",100,100,NA,0.49964258,0.027238627,5.97793252,3.199023199,4.58847786,0.396738575,0
"4561",524307375061,"World Vision International","","Gaunshahar","Distribution","Household kits (excluding tarpaulins)","",170,170,NA,0.094253769,0.06777364,5.97793252,3.199023199,4.58847786,0.308325463,204
"4562",524307375061,"World Vision International","","Gaunshahar","Distribution","Household kits (excluding tarpaulins)","",240,240,NA,0.094253769,0.06777364,5.97793252,3.199023199,4.58847786,0.308325463,204
"4563",524307375045,"World Vision International","","Kunchha","Distribution","Blankets","Targeted group",250,125,NA,0.107195049,0.019016806,5.97793252,3.199023199,4.58847786,0.21069795,204
"4564",524307375045,"World Vision International","","Kunchha","Distribution","Household kits (excluding tarpaulins)","Targeted group",250,125,NA,0.107195049,0.019016806,5.97793252,3.199023199,4.58847786,0.21069795,204
"4565",524307375045,"World Vision International","","Kunchha","Distribution","Tarpaulin","Targeted group",250,125,NA,0.107195049,0.019016806,5.97793252,3.199023199,4.58847786,0.21069795,204
"4567",524307375061,"World Vision International","","Gaunshahar","Distribution","Tarpaulin","",340,170,NA,0.094253769,0.06777364,5.97793252,3.199023199,4.58847786,0.308325463,204
"4568",524307375041,"World Vision International","","Sundarbajar","Distribution","Blankets","Targeted group",408,204,NA,0.225322647,0.068839811,5.97793252,3.199023199,4.58847786,0.414417148,20
"4569",524307375041,"World Vision International","","Sundarbajar","Distribution","Household kits (excluding tarpaulins)","Targeted group",408,204,NA,0.225322647,0.068839811,5.97793252,3.199023199,4.58847786,0.414417148,20
"4570",524307375041,"World Vision International","","Sundarbajar","Distribution","Tarpaulin","Targeted group",408,204,NA,0.225322647,0.068839811,5.97793252,3.199023199,4.58847786,0.414417148,20
"4571",524307375061,"World Vision International","","Gaunshahar","Distribution","Tarpaulin","",480,240,NA,0.094253769,0.06777364,5.97793252,3.199023199,4.58847786,0.308325463,204
"4573",524204205018,"World Vision International","","Tosarangkhola","Distribution","Household kits (excluding tarpaulins)","",3,NA,NA,0.035901469,0.02028801,5.191504838,6.547619048,5.869561943,0.162300224,215
"4574",524204205018,"World Vision International","","Tosarangkhola","Distribution","Tents","",3,NA,NA,0.035901469,0.02028801,5.191504838,6.547619048,5.869561943,0.162300224,215
"4575",524204205022,"World Vision International","","Bitijor Bagaincha","Distribution","Blankets","Targeted group",6,3,NA,0.090468549,0.019908699,5.191504838,6.547619048,5.869561943,0.219473487,210
"4576",524204205022,"World Vision International","","Bitijor Bagaincha","Distribution","Household kits (excluding tarpaulins)","Targeted group",6,3,NA,0.090468549,0.019908699,5.191504838,6.547619048,5.869561943,0.219473487,210
"4577",524204205022,"World Vision International","","Bitijor Bagaincha","Distribution","Tarpaulin","Targeted group",6,3,NA,0.090468549,0.019908699,5.191504838,6.547619048,5.869561943,0.219473487,210
"4578",524204205032,"World Vision International","","Jarayotar","Distribution","Household kits (excluding tarpaulins)","",7,NA,NA,0.0349081855,0.0564711985,4.9293054885,5.796703297,5.3630043925,0.1892144645,102
"4579",524204205032,"World Vision International","","Jarayotar","Distribution","Tents","",7,NA,NA,0.0349081855,0.0564711985,4.9293054885,5.796703297,5.3630043925,0.1892144645,102
"4580",524204205005,"World Vision International","USAID/IOM","Swalpathana","Distribution","Tarpaulin","",8,4,NA,0.015041779,0.022502366,5.191504838,6.547619048,5.869561943,0.125712275,204
"4581",524204205037,"World Vision International","","Dandiguranse","Distribution","Household kits (excluding tarpaulins)","",10,NA,NA,9.298300467,0.049248913,5.191504838,6.547619048,5.869561943,1.390385741,204
"4582",524204205037,"World Vision International","","Dandiguranse","Distribution","Tents","",10,NA,NA,9.298300467,0.049248913,5.191504838,6.547619048,5.869561943,1.390385741,204
"4583",524204205028,"World Vision International","","Balajor","Distribution","Household kits (excluding tarpaulins)","",13,NA,NA,0.061365989,0.044676678,5.191504838,6.547619048,5.869561943,0.252467087,99
"4584",524204205028,"World Vision International","","Balajor","Distribution","Tents","",13,NA,NA,0.061365989,0.044676678,5.191504838,6.547619048,5.869561943,0.252467087,99
"4585",524204205006,"World Vision International","","Sumnampokhari","Distribution","Tarpaulin","",20,20,NA,0.048198991,0.02551635,5.191504838,6.547619048,5.869561943,0.193265378,204
"4586",524204205025,"World Vision International","","Dudhbhanjyang","Distribution","Tarpaulin","",25,25,NA,0.065589607,0.029319711,5.191504838,6.547619048,5.869561943,0.224319383,204
"4587",524204205001,"World Vision International","","Khangsang","Distribution","Tarpaulin","",25,25,NA,0.023900006,0.029022413,5.191504838,6.547619048,5.869561943,0.159678241,204
