X,Y,VDC_NAME,OCHA_VNAME,HLCIT_CODE
85.00179838,26.98896344,Balrampur,Balirampur,524 2 06 33 5 055
85.02253207,26.99768138,Bodhaban,Bandhuwan,524 2 06 33 5 054
84.97368495,27.05760801,Banjariya,Banjariya,524 2 06 33 5 097
84.91066266,26.98243659,Barainiya,Barainiya,524 2 06 33 5 072
85.0455842,26.99414291,Bariyarpur,Bariyarpur,524 2 06 33 5 036
84.98653008,26.95488859,Basatapur,Basantpur (Bhaganpur),524 2 06 33 5 065
84.92897373,26.98933333,Batara,Batara,524 2 06 33 5 073
85.03920037,26.86430471,Beldari,Beldari,524 2 06 33 5 046
85.06771361,26.89466079,Banauli,Benauli,524 2 06 33 5 047
85.15258377,26.91169822,Bhagawanpur,Bhagwanpur,524 2 06 33 5 009
84.93382639,27.01542719,Bhaluhi Bharbaliya,BhaluyeeArwaliya,524 2 06 33 5 074
85.22657839,27.1841742,Bharatganj Sigaul,BharatganjSigaul,524 2 06 33 5 001
84.97881268,27.0407775,Bhatauda,Bhatauda,524 2 06 33 5 084
85.05383058,27.08154204,Bhodaha,Bhodaha,524 2 06 33 5 056
84.88776397,26.98436092,Bishrampur,Bishrampur,524 2 06 33 5 075
85.09054709,26.88190911,Bisunupur,Bishunpur,524 2 06 33 5 048
85.15029389,26.99492504,Bisunpurwa,Bishunpurwa,524 2 06 33 5 010
84.95011528,27.05951466,Buniyad,Buniyad,524 2 06 33 5 085
84.9515659,27.09618559,Chhatapipra,ChhataPipra,524 2 06 33 5 086
84.92655456,26.9739653,Chhatawa,Chhatawa,524 2 06 33 5 076
85.06047656,27.0132464,Dahiyar,Dahiyar,524 2 06 33 5 028
85.12728727,26.91964031,Devapur,Dewapur,524 2 06 33 5 019
84.97974377,26.98331001,Dharamnagar,DharmaNagar,524 2 06 33 5 077
85.04373977,27.05761284,Dohari,Dohari,524 2 06 33 5 057
85.03285415,27.15311493,Dhumbana,Dumarwana,524 2 06 33 5 061
85.00349453,27.1182367,Phattepur,Fattepur,524 2 06 33 5 063
85.10492797,27.01242225,Gadahal,Gadhahal,524 2 06 33 5 043
85.0597888,27.0219806,Ganjbhawanipur,GanjBhawanipur,524 2 06 33 5 029
85.13179334,26.87915513,Golganj,Golaganj,524 2 06 33 5 020
85.08469613,27.10544451,Haraiya,Haraiya,524 2 06 33 5 030
85.06294176,26.92245295,Hardiya,Hardiya,524 2 06 33 5 066
85.11474879,26.90369897,Hariharpur,Hariharpur,524 2 06 33 5 021
85.14620224,26.94791463,Enarwamal,Inarwamal,524 2 06 33 5 011
84.99413853,27.08890626,Inarwasira,Inarwasira,524 2 06 33 5 095
84.9067518,27.00368026,Itiyahi,Itiyahi,524 2 06 33 5 078
84.98635642,26.93263474,Jhitakaiya (Dakshin),Jhitakaiya(Dakshin),524 2 06 33 5 067
85.02490612,27.06568637,Jhitakaiya (Uttar),Jhitakaiya(Uttar),524 2 06 33 5 058
84.96641983,27.1231651,Jitpur,JitpurBhawanipur,524 2 06 33 5 096
85.0275347,26.90646794,Kabahigoth,Kabahigoth,524 2 06 33 5 052
85.08166684,26.9697178,Kabahijabdi,Kabahijabdi,524 2 06 33 5 032
85.15835737,26.88363976,Kachorwa,Kachorwa,524 2 06 33 5 022
85.12730026,27.12603578,Kakadi,Kakadi,524 2 06 33 5 037
85.00423679,27.02844584,Kalaiya Municipality,Kalaiya N.P.,524 2 06 33 3 001
85.08776723,27.104174,Karaiya,Karaiya,524 2 06 33 5 031
85.12913898,27.00901098,Khopuwa,Khopawa,524 2 06 33 5 012
84.93264648,27.0411888,Amlekhganj,Khutwajabdi,524 2 06 33 5 094
85.17969766,27.07128172,Kolhabi,Kolhabi,524 2 06 33 5 005
85.097244,26.93203787,Kudawa,Kudawa,524 2 06 33 5 044
85.10636576,26.92270031,Lakshmipur Kotwali,LaxmipurKotwali,524 2 06 33 5 013
84.91670326,27.06012346,Lipanimal,Lipanimal,524 2 06 33 5 088
85.08199803,26.99179751,Madhurijabdi,Madhurijabdi,524 2 06 33 5 033
85.13354,26.95638617,Mahendra,MahendraAdarsha,524 2 06 33 5 014
85.04003979,27.03672457,Maheshpur,Maheshpur,524 2 06 33 5 059
85.05839802,26.95138971,Majhariya,Majhariya,524 2 06 33 5 068
85.04485511,27.1060874,Manharwa,Manaharwa,524 2 06 33 5 062
84.96229202,26.9656075,Matiarwa,Matiarwa,524 2 06 33 5 079
84.96333764,27.02409556,Motisar,Motisar,524 2 06 33 5 089
85.09513846,26.99253378,Narahi,Narahi,524 2 06 33 5 045
85.14315019,27.20530224,Nijgadh,Nijgadh,524 2 06 33 5 002
85.06042403,26.86991087,Pakadiya (Chikani),PakadiyaChikani,524 2 06 33 5 049
85.00567579,26.96385179,Khutawa Jabdi,PaparpatiJabdi,524 2 06 33 5 087
85.16505352,26.93191382,Paterwa,Paterwa,524 2 06 33 5 023
85.03555062,26.97780637,Patharhati,Patharhati,524 2 06 33 5 060
85.120964,26.96875291,Pathara,Pathera,524 2 06 33 5 015
84.94604049,27.00409058,Pheta,Pheta,524 2 06 33 5 080
85.00360984,27.19157978,Pipra Simara,PiparaSimara,524 2 06 33 5 098
85.0707315,26.94588019,Piparabirta,Piparabirta,524 2 06 33 5 034
85.0747671,26.86137472,Piparpati Dui,PiparpatiParchrouwa,524 2 06 33 5 050
85.11650786,26.99628694,Pipara Basantapur,PipraBasantapur,524 2 06 33 5 016
85.01813935,26.94154235,Piparadhigoth,PipradhiGoth,524 2 06 33 5 070
84.92268693,27.03229819,Parsauni,Prasauni,524 2 06 33 5 090
85.12350376,27.08031264,Prasauna,Prasona,524 2 06 33 5 038
84.96628051,27.06218104,Prastoka,Prastoka,524 2 06 33 5 091
85.04095867,26.93213064,Parashurampur,Prasurmpur,524 2 06 33 5 053
84.96187225,26.99320581,Purainiya,Purainiya,524 2 06 33 5 081
84.96244878,26.99452395,Raghunathpur,Raghunathpur,524 2 06 33 5 082
84.93562754,27.07046885,Rampur (Tokani),RampurTokani,524 2 06 33 5 092
85.16441847,27.05150305,Rampurwa,Rampurwa,524 2 06 33 5 006
85.09193277,27.28035219,Ratanpur,Ratanpuri,524 2 06 33 5 026
85.02275075,26.96570815,Rauwahi,Rauwahi,524 2 06 33 5 071
85.16607717,27.12424203,Sapahi,Sapahi,524 2 06 33 5 007
85.08845238,26.89504834,Shrinagar Bairiya,ShreenagarBairiya,524 2 06 33 5 024
85.0937448,27.05119233,Sihorwa,Sihorwa,524 2 06 33 5 039
85.16925133,27.01685938,Singhasani,Sinhasani,524 2 06 33 5 008
84.977728,27.00764537,Sisahaniya,Sisahaniya,524 2 06 33 5 093
85.16414204,26.97122712,Tedhakatti,Tedhakatti,524 2 06 33 5 017
85.04165705,26.95889306,Telkuwa,Telkuwa,524 2 06 33 5 035
85.10606281,27.05143099,Tetariya,Tetariya,524 2 06 33 5 040
85.13506456,26.90206633,Uchidiha,Uchidiha,524 2 06 33 5 025
85.11792634,27.04543688,Umajan,Umarjan,524 2 06 33 5 041
84.83562713,27.02599228,Alau,Alau,524 2 06 34 5 013
84.79473325,27.02083557,Amarpatti,Amarpatti,524 2 06 34 5 011
84.76014862,27.11651653,Auraha,Auraha,524 2 06 34 5 052
84.88547201,27.09501221,Bagahi,Bagahi,524 2 06 34 5 002
84.89369606,27.2019695,Bagbanna,Bagbana,524 2 06 34 5 029
84.84486457,27.12993409,Bageshwari Titarauna,BageshwariTirtrona,524 2 06 34 5 024
84.84462962,27.10300473,Bahuari Pidari,BahauriPidari,524 2 06 34 5 019
84.80363679,27.05579898,Bahuarwa Bhatha,Bahuarbamatha,524 2 06 34 5 031
84.89881368,27.12209945,Basadilwa,Basadilwa,524 2 06 34 5 022
84.7417125,27.09665126,Basantapur,Basantpur,524 2 06 34 5 042
84.93660507,27.16151193,Belwapersene,BelwaParsouni,524 2 06 34 5 010
84.78511057,27.06093489,Bairiyabirta (Nau.Ta.Ja.),BeriyaBirta(Nau.Ta.Ja.),524 2 06 34 5 015
84.83465044,27.05441807,Bairiyanbirta (Wa.Pu.),BeriyaBirta(Wa.Pu.),524 2 06 34 5 034
84.88890067,27.06202194,Bhawanipur,Bhawanipur,524 2 06 34 5 006
84.71838854,27.04836079,Bhedihari,Bhedihari,524 2 06 34 5 048
84.68954462,27.03692476,Bhiswa,Bhisawa,524 2 06 34 5 061
84.70888584,27.14757267,Bijbaniya,Bijbaniya,524 2 06 34 5 074
84.81870263,27.03570675,Bindabasini,Bindabasini,524 2 06 34 5 012
84.74265081,27.06552159,Biranchibarwa,Biranchibarba,524 2 06 34 5 047
84.88327617,27.01471712,Birgunj Sub Metropolitan,Birgunj U.M.N.P.,524 2 06 34 2 001
84.91045096,27.16846785,Biruwaguthi,Birwaguthi,524 2 06 34 5 023
84.82227035,27.06754455,Bishrampur,Bisrampur,524 2 06 34 5 032
84.93864468,27.11813604,Chorni,Chorni,524 2 06 34 5 009
84.79404631,27.14870521,Deurbana,Deukhana,524 2 06 34 5 054
84.69084341,27.07504155,Dhobini,Dhaubini,524 2 06 34 5 065
84.75232496,27.0148599,Dhore,Dhore,524 2 06 34 5 041
84.81305143,27.2077209,Gadi,Gadi,524 2 06 34 5 056
84.83476935,27.0865179,Gamhariya,Gamhariya,524 2 06 34 5 017
84.68842583,27.12402458,Pipra Ghoddaud,GhoddaudaPipra,524 2 06 34 5 069
84.77173474,27.05265425,Govindapur,Govindapur,524 2 06 34 5 036
84.69820185,27.09834415,Hariharpur,Hariharpur,524 2 06 34 5 067
84.72925513,27.06229133,Hariharpur Birta,HariharpurBirta,524 2 06 34 5 045
84.86651273,27.05192116,Harpatganj,Harpatagunj,524 2 06 34 5 004
84.86374974,27.15254763,Harpur,Harpur,524 2 06 34 5 025
84.7343652,27.14431001,Jaganathpur,JagaranathpurSira,524 2 06 34 5 073
84.66743236,27.04985035,Jayamangalapur,Jaimangalapur,524 2 06 34 5 063
84.69611493,27.13558855,Janakitola,Janakitala,524 2 06 34 5 072
84.71968152,27.1747498,Jitpur,Jeetpur,524 2 06 34 5 077
84.80019652,27.01927211,Jhauwaguthi,JhouwaGuthi,524 2 06 34 5 026
84.80403771,27.14269624,Kauwaban Kataiya,KauwaBanKataiya,524 2 06 34 5 060
84.72981599,27.02621483,Lahabarthakari,Lahawarthakari,524 2 06 34 5 050
84.78509537,27.10446807,Lakhanpur,Lakhanpur,524 2 06 34 5 051
84.90765878,27.09737593,Lalparsa,LalParsa,524 2 06 34 5 007
84.70660893,27.08777884,Langadi,Langadi,524 2 06 34 5 066
84.91271751,27.07480794,Lipanibirta,LipaniBirta,524 2 06 34 5 008
84.85295572,27.20908598,Madhuban Mathaul,MadhubanMathaul,524 2 06 34 5 027
84.70086119,27.20348983,Mahadevpatti,Mahadevpatti,524 2 06 34 5 078
84.79743415,27.1159853,Mahuwan,Mahuwan,524 2 06 34 5 053
84.7439438,27.02958175,Pakahamainpur,Mainpur(Pakaha),524 2 06 34 5 040
84.88488224,27.07046564,Maniyari,Maniyari,524 2 06 34 5 005
84.73098537,27.11226385,Masihani,Masihani,524 2 06 34 5 071
84.69529486,27.11014603,Bhikhampur,Mikhampur,524 2 06 34 5 070
84.67010336,27.0834072,Mirjapur,Mirjapur,524 2 06 34 5 064
84.71460884,27.07390771,Mudali,Mudali,524 2 06 34 5 044
84.8422814,27.08020482,Nagardaha,Nagardaha,524 2 06 34 5 030
84.76199259,27.14588023,Nichuta,Nichuta,524 2 06 34 5 055
84.67286877,27.29316959,Nirmalbasti,NirmalBasti,524 2 06 34 5 081
84.86732109,27.11650396,Pancharukhi,Pancharukhi,524 2 06 34 5 021
84.88274859,27.0436076,Parsauni Birta,ParsauniBirta,524 2 06 34 5 003
84.77338713,27.02934321,Parsauni Bhatha,ParsauniMatha,524 2 06 34 5 039
84.6905853,27.16952675,Pidariguthi,Pidariguthi,524 2 06 34 5 075
84.75723717,27.08158915,Pokhariya,Pokhariya,524 2 06 34 5 043
84.74226198,27.04546032,Parashurampur,Prasurampur,524 2 06 34 5 046
84.86585377,27.03102563,Ramgadhawa,Ramgadhawa,524 2 06 34 5 001
84.79739179,27.08508326,Ramnagari,Ramnagari,524 2 06 34 5 037
84.71177854,27.03403925,Sabaithawa,Sabaithawa,524 2 06 34 5 049
84.82274176,27.15102254,Sakhuwa Prasauni,SakhuwaPrasauni,524 2 06 34 5 028
84.65315582,27.06065454,Samjhauta,Samjhauta,524 2 06 34 5 068
84.75261212,27.21484703,Shankarsaraiya,SankarSaraiya,524 2 06 34 5 059
84.71989353,27.19241056,Sedhwa,Sedhawa,524 2 06 34 5 079
84.77484175,27.08085964,Patwaritolabarwa,ShivaWorga,524 2 06 34 5 033
84.76099523,27.05763902,Sirsiya,SirsiyaKhalwatola,524 2 06 34 5 020
84.7870333,27.22159007,Sonbarsa,Sonbarsa,524 2 06 34 5 058
84.85423824,27.01951058,Sirsiya,Sreesiya(Nau.Ta.Ja.),524 2 06 34 5 035
84.71697287,27.23319821,Subarnapur,Subarnapur,524 2 06 34 5 080
84.84693136,27.04310596,Sugauli Birta,SugauliBirta,524 2 06 34 5 014
84.7741431,27.17872129,Paterwa Sugauli,SugauliPartewa,524 2 06 34 5 057
84.73197648,27.16419141,Supauli,Supauli,524 2 06 34 5 076
84.75605481,27.03640206,Surjaha,Surjaha,524 2 06 34 5 038
84.61941561,27.38859766,Thori,Thori,524 2 06 34 5 082
84.68340049,27.05463322,Tulsibarwa,TulasiBarba,524 2 06 34 5 062
84.85836225,27.08015373,Udayapur Ghurmi,UdayapurDhurmi,524 2 06 34 5 016
84.81864438,27.09649197,Bhauaratar,Vauratar,524 2 06 34 5 018
84.82585354,27.32437532,Parsa Wildlife Reserve,Parsa Wildlife Reserve,524 2 06 34 9 001
84.42651012,27.40217314,Ayodhyapuri,Ayodhyapuri,524 2 06 35 5 036
84.50821489,27.5796715,Bachhauli,Bachhyauli,524 2 06 35 5 013
84.30421744,27.43444603,Baghauda,Bagauda,524 2 06 35 5 034
84.6438208,27.60145643,Bhandara,Bhandara,524 2 06 35 5 005
84.44048468,27.65580161,Bharatpur Municipality,Bharatpur N.P.,524 2 06 35 3 001
84.61605456,27.6440742,Birendranagar,Birendranagar,524 2 06 35 5 009
84.570997,27.64706066,Chainpur,Chainpur,524 2 06 35 5 008
84.57184204,27.81471219,Chandibhanjyang,ChandiBhanjyang,524 2 06 35 5 023
84.54282928,27.77254454,Dahakhani,Dahakhani,524 2 06 35 5 014
84.61739026,27.84943345,Darechok,Darechok,524 2 06 35 5 024
84.25768185,27.61673063,Divyanagar,Dibyanagar,524 2 06 35 5 025
84.36604654,27.63825708,Narayanpur (Fulbari),Fulbari,524 2 06 35 5 017
84.2787674,27.47242869,Gardi,Gardi,524 2 06 35 5 033
84.39701952,27.61237714,Gitanagar,Gitanagar,524 2 06 35 5 030
84.29640436,27.6305652,Gunjanagar,Gunjanagar,524 2 06 35 5 026
84.3068857,27.57099988,Jagatpur,Jagatpur,524 2 06 35 5 032
84.52049273,27.69727042,Jutpani,Jutpani,524 2 06 35 5 020
84.48313602,27.77957673,Kabilas,Kabilas,524 2 06 35 5 015
84.60031563,27.58191892,Kathar,Kathar,524 2 06 35 5 006
84.63814754,27.77201522,Kaule,Kaule,524 2 06 35 5 022
84.57206631,27.60516835,Khairhani,Khairahani,524 2 06 35 5 010
84.68512613,27.65705904,Korak,Korak,524 2 06 35 5 002
84.54686796,27.56824884,Kumroj,Kumroj,524 2 06 35 5 012
84.74387828,27.69747388,Lothar,Lothar,524 2 06 35 5 003
84.33944621,27.42603313,Kalyanpur,MadiKalyanpur,524 2 06 35 5 035
84.35009855,27.67360099,Mangalpur,Mangalpur,524 2 06 35 5 016
84.21373132,27.58182644,Meghauli,Meghauli,524 2 06 35 5 027
84.51803283,27.54478526,Padampur,Padampur,524 2 06 35 5 011
84.32705032,27.59930059,Parvatipur,Parbatipur,524 2 06 35 5 029
84.3602372,27.58426296,Patihani,Patihani,524 2 06 35 5 031
84.69939896,27.599768,Piple,Piple,524 2 06 35 5 004
84.54136875,27.65033848,Pithuwa,Pithuwa,524 2 06 35 5 007
84.50613987,27.62864165,Ratnanagar Municipality,Ratnanagar N.P.,524 2 06 35 3 002
84.32698032,27.64277308,Sharadanagar,Saradanagar,524 2 06 35 5 018
84.58668328,27.72516905,Shaktikhor,Shaktikhor,524 2 06 35 5 021
84.35447011,27.61784164,Shivanagar,Sibanagar,524 2 06 35 5 019
84.64582475,27.70551075,Siddhi,Siddi,524 2 06 35 5 001
84.27419712,27.58632711,Shukranagar,Sukranagar,524 2 06 35 5 028
84.3374438,27.51099814,Royal chitwan National Park,Royal Chitawan National Park,524 2 06 35 9 001
87.40709144,26.43494891,Amahivariyati,Amahibariyati,524 1 02 05 5 032
87.54919084,26.53325976,Amardaha,Amardaha,524 1 02 05 5 011
87.51942937,26.44039215,Amgachi,Amgachhi,524 1 02 05 5 004
87.43255484,26.51497243,Babiyabirta,BabiyaBirta,524 1 02 05 5 025
87.45781654,26.60607177,Bahuni,Bahuni,524 1 02 05 5 021
87.30714415,26.49824581,Vaijanathpur,Baijanathpur,524 1 02 05 5 061
87.37104085,26.58878283,Vanigama,Banigama,524 1 02 05 5 060
87.59795632,26.4085839,Bardaga,Baradanga,524 1 02 05 5 005
87.51452059,26.61109128,Bayarwan,Bayarban,524 1 02 05 5 023
87.43240753,26.66802547,Belbari,Belbari,524 1 02 05 5 041
87.34161708,26.4975477,Bhaudaha,Bhaudaha,524 1 02 05 5 051
87.45932875,26.78376354,Bhogteni,Bhogateni,524 1 02 05 5 038
87.27151317,26.45305878,Biratnagar Sub Metropolitan,Biratnagar U.M.N.P.,524 1 02 05 2 001
87.29858001,26.38273965,Budhanagar,Budhanagar,524 1 02 05 5 055
87.39856292,26.48941216,Dadarbairiya,Dadarbairiya,524 1 02 05 5 027
87.55543906,26.43818933,Daaeniya,Dainiya,524 1 02 05 5 003
87.44891534,26.63044404,Dangihaat,Dangihat,524 1 02 05 5 042
87.32651284,26.59366596,Dangraha,Dangraha,524 1 02 05 5 058
87.48461355,26.5052924,Darbesa,Darbesha,524 1 02 05 5 026
87.31347415,26.64222207,Dulari,Dulari,524 1 02 05 5 046
87.58030337,26.4905438,Gobindapur,Govindapur,524 1 02 05 5 009
87.3794254,26.62160058,Haraincha,Haraicha,524 1 02 05 5 044
87.56907,26.57861727,Hasandaha,Hasandaha,524 1 02 05 5 012
87.30306806,26.56196569,Hathimudha,Hathimudha,524 1 02 05 5 059
87.4681419,26.54808304,Hoklawari,Hoklabari,524 1 02 05 5 024
87.38383872,26.66846034,Indrapur,Indrapur,524 1 02 05 5 048
87.61809395,26.54760253,Itahara,Itahara,524 1 02 05 5 010
87.5581011,26.73446732,Jate,Jante,524 1 02 05 5 019
87.33369249,26.52191249,Jhorahat,Jhorahat,524 1 02 05 5 062
87.63162676,26.43134462,Jhurkiya,Jhurkiya,524 1 02 05 5 006
87.40987693,26.57782043,Kashini,Kaseni,524 1 02 05 5 043
87.32118031,26.4659869,Katahari,Katahari,524 1 02 05 5 052
87.37321929,26.4571517,Kadmaha,Kathamaha,524 1 02 05 5 028
87.39543049,26.73726,Kerabari,Kerabari,524 1 02 05 5 039
87.48904619,26.59225389,Keraun,Keroun,524 1 02 05 5 022
87.31679048,26.53464259,Lakhantari,Lakhantari,524 1 02 05 5 063
87.50309441,26.71507491,Letang,Letang,524 1 02 05 5 040
87.63010154,26.7284337,Madhumalla,Madhumalla,524 1 02 05 5 017
87.66088419,26.43305273,Mahadewa,Mahadewa,524 1 02 05 5 007
87.34557105,26.39153203,Majhare,Majhare,524 1 02 05 5 054
87.32043414,26.40745315,Mathigachha,Matigachha,524 1 02 05 5 053
87.38511923,26.54829854,Motipur,Motipur,524 1 02 05 5 049
87.35026227,26.64767906,Mrigauliya,Mrigauliya,524 1 02 05 5 045
87.37629587,26.42457116,Nocha,Necha,524 1 02 05 5 031
87.58171676,26.63728402,Pathari,Pathari,524 1 02 05 5 014
87.40786102,26.84416485,Patigaun,Patigaun,524 1 02 05 5 036
87.36026907,26.41578718,Pokhariya,Pokhariya,524 1 02 05 5 030
87.62589123,26.61302644,Rajghat,Rajghat,524 1 02 05 5 015
87.59929653,26.83083057,Ramitekhola,RamiteKhola,524 1 02 05 5 020
87.48719926,26.45724736,Rangoli,Rangeli,524 1 02 05 5 001
87.54683771,26.61998237,Shanishchare,Sanischare,524 1 02 05 5 013
87.35530208,26.53762047,Sidraha,Sidharaha,524 1 02 05 5 065
87.6208942,26.48133469,Sijuwa,Sijuwa,524 1 02 05 5 008
87.47109835,26.84595127,Singhdevi,SinhadeviSombare,524 1 02 05 5 035
87.30706976,26.6014472,Sisbani Badhara,Sisabanibadahara,524 1 02 05 5 057
87.34539533,26.44485621,Sisvani Jahada,Sisawanijahada,524 1 02 05 5 029
87.42913412,26.4540349,Sorabhag,Sorabhag,524 1 02 05 5 033
87.32735197,26.68264738,Sundarpur,Sundarpur,524 1 02 05 5 047
87.5250118,26.48311,Takuwa,Takuwa,524 1 02 05 5 002
87.61990659,26.78317122,Tandi,Tandi,524 1 02 05 5 018
87.27577763,26.5247221,Tankisinuwari,Tankisinuwari,524 1 02 05 5 056
87.34477983,26.56626809,Tetaria,Tetariya,524 1 02 05 5 064
87.37455496,26.50866416,Thalaha,Thalaha,524 1 02 05 5 050
87.61234685,26.66914916,Urlawari,Urlabari,524 1 02 05 5 016
87.52603019,26.8240343,Barangi,Warangi,524 1 02 05 5 034
87.36248904,26.79601436,Yangsila,Yangshila,524 1 02 05 5 037
87.23114539,26.64473106,Ekamba,Aekamba,524 1 02 06 5 036
87.21368811,26.4276857,Amaduba,Amaduwa,524 1 02 06 5 020
87.19355134,26.46174849,Amahibela,Amahibelaha,524 1 02 06 5 019
87.20620057,26.58135046,Aurabani,Aurabarni,524 1 02 06 5 035
87.1466399,26.57365993,Babiyabirta,Babiya,524 1 02 06 5 028
87.21801577,26.71887364,Bakloura,Bakalauri,524 1 02 06 5 006
87.1716004,26.83277246,Baraha Chhetra,Barahachhetra,524 1 02 06 5 001
87.09767416,26.49647302,Bashntapur,Basantapur,524 1 02 06 5 045
87.2006251,26.6704486,Bhadgaun Sinuwari,BhadgauSinawari,524 1 02 06 5 024
87.25047725,26.54729945,Bhaluwa,Bhaluwa,524 1 02 06 5 014
87.18615248,26.76937476,Bharaul,Bharaul,524 1 02 06 5 004
87.09645032,26.62568678,Bhokraha,Bhokraha,524 1 02 06 5 038
87.24672322,26.84515794,Vishnupaduka,Bishnupaduka,524 1 02 06 5 002
87.20723696,26.612095,Chandbela,Chadwela,524 1 02 06 5 027
87.19276762,26.5272453,Chhitaha,Chhitaha,524 1 02 06 5 015
87.18327476,26.49561357,Chimdi,Chimdi,524 1 02 06 5 017
87.14052492,26.45399649,Dewangunj,Dewanganj,524 1 02 06 5 032
87.27067556,26.77265034,Dharan Municipality,Dharan N.P.,524 1 02 06 3 001
87.10828917,26.4621177,Dhuskighat,Dhuskee,524 1 02 06 5 047
87.27555541,26.57525541,Duhavi,Duhabi,524 1 02 06 5 011
87.14388416,26.64890955,Dumraha,Dumaraha,524 1 02 06 5 049
87.13753061,26.52475941,Gautampur,Gautampur,524 1 02 06 5 031
87.26042413,26.69576778,Hansposa,Hanshposha,524 1 02 06 5 007
87.11810756,26.50429741,Harinagar,Harinagar,524 1 02 06 5 046
86.96216672,26.53328047,Shreeharipur,Haripur,524 1 02 06 5 042
87.15418832,26.60448145,Inarwa Municipality,Inaruwa N.P.,524 1 02 06 3 003
87.28221092,26.68522476,Itahari Municipality,Itahari N.P.,524 1 02 06 3 002
87.13135484,26.55075683,Jalpapur,Jalpapur,524 1 02 06 5 029
87.14138757,26.42719302,Kaptangunj,Kaptanganj,524 1 02 06 5 033
87.28049402,26.62880195,Khanar,Khanar,524 1 02 06 5 008
87.0607172,26.59709204,Lokahi,Laukahi,524 1 02 06 5 040
87.24112991,26.61126252,Madhali,Madhelee,524 1 02 06 5 009
87.18506712,26.63082941,Madhesa,Madhesa,524 1 02 06 5 026
87.06439489,26.64723066,Madhuban,Madhuwan,524 1 02 06 5 037
87.13353595,26.48366541,Madhyaharshahi,Madhyeharsahi,524 1 02 06 5 025
87.11635914,26.73975015,Mahendranagar,Mahendranagar,524 1 02 06 5 005
87.09833063,26.56908126,Narshigha,Narshinhatappu,524 1 02 06 5 043
87.23070333,26.68224198,Pakali,Pakali,524 1 02 06 5 023
87.32095068,26.81951446,Panchakanya,Panchakanya,524 1 02 06 5 003
87.0461089,26.61333429,Kusahapaschim,PaschimKasuha,524 1 02 06 5 039
87.07454246,26.70048173,Prakashpur,Prakashpur,524 1 02 06 5 048
87.2303024,26.50658887,Purba Kusahha,Purbakushaha,524 1 02 06 5 016
87.23118555,26.46603648,Ramgunjbelgachhiya,RamganjBelgachhi,524 1 02 06 5 018
87.15916465,26.46646838,Sinwari Rajgunj,RamganjSenuwari,524 1 02 06 5 021
87.10877101,26.5281643,Ramnagar Bhutaha,RamnagarBhutaha,524 1 02 06 5 044
87.17623261,26.41695758,Shahebgunj,Sahebganj,524 1 02 06 5 034
87.16776714,26.5504734,Satterjhora,Santerjhora,524 1 02 06 5 030
87.23339716,26.57242447,Simaria,Simariya,524 1 02 06 5 012
87.15884396,26.69101244,Singiya,Singiya,524 1 02 06 5 022
87.26408894,26.59910884,Sonapur,Sonapur,524 1 02 06 5 010
87.01762142,26.56637826,Shreepurjavdi,Sripurjabdi,524 1 02 06 5 041
87.22715428,26.54622436,Tanmuna,Tanamuna,524 1 02 06 5 013
87.02305971,26.65269332,Koshi Tappu Wildlife Reserve,Koshi Tappu Wildlife Reserve,524 1 02 06 9 001
87.20928866,26.89130873,Aahale,Ahale,524 1 02 07 5 002
87.25390015,26.9520431,Aakhi Salla,Ankhisalla,524 1 02 07 5 016
87.33572479,27.11477846,Jeetpur,ArkhauleJitpur,524 1 02 07 5 022
87.47754879,26.89095359,Bashantatar,Basantatar,524 1 02 07 5 012
87.30082904,26.96181489,Belhara,Belhara,524 1 02 07 5 001
87.35626057,27.02159987,Bhirgaun,Bhirgaun,524 1 02 07 5 017
87.43057708,26.93426111,Bodhe,Bodhe,524 1 02 07 5 007
87.54071318,26.87201949,Budhbare,Budhabare,524 1 02 07 5 013
87.33841678,26.91530727,Bhudhemorang,BudiMorang,524 1 02 07 5 004
87.29245188,27.16808384,Chanuwa,Chanuwa,524 1 02 07 5 025
87.19382644,26.94177178,Chintang,Chhintang,524 1 02 07 5 035
87.26668339,27.00688148,Chungbang,Chungwang,524 1 02 07 5 033
87.38812306,26.87439926,Dadhabazaar,DandaBazar,524 1 02 07 5 008
87.3371655,27.17213616,Dadhagaun,Dandagaun,524 1 02 07 5 026
87.33972444,26.98535017,Dhankuta Municipality,Dhankuta N.P.,524 1 02 07 3 001
87.3586589,26.8904707,Phakshiwo,Faksib,524 1 02 07 5 006
87.21694126,27.06900586,Phalate,Falate,524 1 02 07 5 032
87.2574561,27.09526332,Ghorlikharka,Ghorlikharka,524 1 02 07 5 029
87.33982574,27.06898955,Hattikharka,Hathikharka,524 1 02 07 5 021
87.21184953,26.98785487,Khoku,Khoku,524 1 02 07 5 034
87.38764597,26.92504029,Khuwafok,Khuwafok,524 1 02 07 5 009
87.48783335,26.95025611,Kuruletenupa,Kurule,524 1 02 07 5 014
87.28709883,27.12353151,Leguwa,Leguwa,524 1 02 07 5 027
87.27698187,26.90055506,Mahabharat,Mahabharat,524 1 02 07 5 005
87.36450872,27.14106729,Marek Katahare,MarekKatahare,524 1 02 07 5 028
87.44854494,26.90285669,Monabhudhuk,Mounabudhuk,524 1 02 07 5 010
87.51008788,26.90268539,Mudhebaas,Mudebas,524 1 02 07 5 015
87.22787355,27.03503904,Muga,Muga,524 1 02 07 5 030
