"","p_code","vdc","hazard","exposure","housing","poverty","vulnerability","severity","sev_norm","sev_cat","hlcit"
"1824","E-SAG-15-099","Rampuramalhaniya",0.016716506,0.069567678,1.169383003,6.666666667,3.918024835,0.165783027,0.340007911,"Low",524103155038
"1825","W-LUM-48-042","Naram",0.02988192,0.033451125,5.60905413,3.507326007,4.558190069,0.16578194,0.340005683,"Low",524309475005
"1826","W-GAN-37-043","Neta",0.057045859,0.017397045,5.97793252,3.199023199,4.58847786,0.165750973,0.339942171,"Low",524411595006
"1827","W-GAN-38-028","Kihun",0.022132339,0.039233054,6.434894278,4.044566545,5.239730411,0.165702651,0.339843067,"Low",524307405036
"1828","E-SAG-14-027","Panchabatti",0.014441141,0.095155789,2.563173352,4.041514042,3.302343697,0.165559079,0.339548612,"Low",NA
"1829","E-SAG-15-063","Khadgapur",0.023998572,0.048151987,1.169383003,6.666666667,3.918024835,0.165433046,0.339290129,"Low",524103155086
"1830","W-LUM-50-049","Mahuwa",0.011803651,0.05688639,6.835720944,6.642246642,6.738983793,0.165401605,0.339225646,"Low",524309495055
"1831","E-KOS-06-043","Ramgunjbelgachhiya",0.00947811,0.085734525,5.040702255,6.062271062,5.551486659,0.165232544,0.338878916,"Low",NA
"1832","E-SAG-15-067","Kochabakhari",0.01799118,0.06398053,1.169383003,6.666666667,3.918024835,0.165218327,0.338849757,"Low",524103155053
"1833","E-SAG-15-058","Kachan",0.026733395,0.043046667,1.169383003,6.666666667,3.918024835,0.165203892,0.338820153,"Low",524103155110
"1834","E-SAG-15-022","BirpurBarahi",0.017196471,0.066676713,1.169383003,6.666666667,3.918024835,0.165003654,0.33840948,"Low",524103155047
"1835","E-KOS-06-016","Chimdi",0.012197982,0.066061614,5.040702255,6.062271062,5.551486659,0.164771524,0.3379334,"Low",524102065017
"1836","E-SAG-12-013","Fediguth",0.019864202,0.037285241,6.218955197,5.83028083,6.024618014,0.164631346,0.337645905,"Low",524103135045
"1837","W-GAN-40-008","Deurali",0.049204682,0.024327159,7.442214042,0,3.721107021,0.16453438,0.337447035,"Low",524205285052
"1838","E-KOS-06-004","Aurabani",0.009820323,0.081377575,5.040702255,6.062271062,5.551486659,0.164316033,0.336999223,"Low",NA
"1839","W-GAN-40-034","Puranchaur",0.032135199,0.036875175,7.442214042,0,3.721107021,0.163981837,0.336313813,"Low",524307395026
"1840","E-KOS-05-015","Dadarbairiya",0.007138445,0.089004801,5.098350931,8.766788767,6.932569849,0.163921945,0.33619098,"Low",524102055027
"1841","E-SAG-15-010","Banauli",0.018952322,0.059018733,1.169383003,6.666666667,3.918024835,0.163646416,0.335625891,"Low",524103155067
"1842","E-KOS-05-063","Thalaha",0.007311482,0.086154843,5.098350931,8.766788767,6.932569849,0.163453084,0.335229383,"Low",524102055050
"1843","E-SAG-15-050","ItahariBishnupur",0.017132197,0.064944185,1.169383003,6.666666667,3.918024835,0.163357912,0.335034192,"Low",524103155051
"1844","W-LUM-47-023","Gadakot",0.020757873,0.052560195,5.31827831,2.664835165,3.991556738,0.163302954,0.334921477,"Low",524309465011
"1845","E-SAG-15-017","Belhichapena",0.018664679,0.059531315,1.169383003,6.666666667,3.918024835,0.163284287,0.334883194,"Low",524103155069
"1846","E-KOS-06-008","Basantapur",0.013387789,0.058485647,5.040702255,6.062271062,5.551486659,0.163200877,0.334712126,"Low",524204195001
"1847","W-GAN-40-028","Mijuredanda",0.030053799,0.038822988,7.442214042,0,3.721107021,0.163137385,0.33458191,"Low",NA
"1848","W-GAN-39-031","Kyakmi",0.015552727,0.055317888,5.197232131,4.877899878,5.037566005,0.163041301,0.334384848,"Low",524307415037
"1849","W-LUM-50-074","Thunhiya",0.00962602,0.066768978,6.835720944,6.642246642,6.738983793,0.163006642,0.334313765,"Low",524309495047
"1850","E-KOS-05-023","Hasandaha",0.005330024,0.116089653,5.098350931,8.766788767,6.932569849,0.162482145,0.333238063,"Low",524102055012
"1851","C-JAN-20-053","Tosramkhola",0.035901469,0.02028801,5.191504838,6.547619048,5.869561943,0.162300224,0.332864957,"Low",524204205018
"1852","W-LUM-48-040","Mithukaram",0.037373399,0.025024271,5.60905413,3.507326007,4.558190069,0.162145719,0.332548081,"Low",524309475019
"1853","E-SAG-15-049","Inarwaphulwariya",0.019639501,0.05538965,1.169383003,6.666666667,3.918024835,0.162134494,0.332525058,"Low",NA
"1854","E-SAG-15-005","Bakdhuwa",0.012682453,0.085755029,1.169383003,6.666666667,3.918024835,0.16212252,0.332500502,"Low",NA
"1855","E-SAG-15-088","Pakari",0.016518589,0.065733562,1.169383003,6.666666667,3.918024835,0.162035098,0.332321205,"Low",524103155039
"1856","E-KOS-06-042","Purba Kusahha",0.009663707,0.079060703,5.040702255,6.062271062,5.551486659,0.161871817,0.331986328,"Low",NA
"1857","E-SAG-15-008","Banarjhula",0.023578218,0.045353287,1.169383003,6.666666667,3.918024835,0.16121136,0.330631784,"Low",524103155089
"1858","M-RAP-56-040","Tulsipur Municipality",0.00142901,0.528339141,5.405470571,5.622710623,5.514090597,0.160869613,0.329930888,"Low",NA
"1859","W-LUM-50-032","Harduona",0.012444303,0.049628224,6.835720944,6.642246642,6.738983793,0.16085377,0.329898394,"Low",524309495037
"1860","E-KOS-05-007","Banigama",0.006704824,0.089527635,5.098350931,8.766788767,6.932569849,0.16084698,0.329884469,"Low",524102055060
"1861","E-SAG-15-082","Manraja",0.023187463,0.045589075,1.169383003,6.666666667,3.918024835,0.160593169,0.329363922,"Low",524103155112
"1862","E-SAG-15-044","Hanumannagar",0.016354323,0.064329086,1.169383003,6.666666667,3.918024835,0.160337723,0.328840022,"Low",524103155020
"1863","E-KOS-06-003","Amahibelaha",0.010117819,0.073350536,5.040702255,6.062271062,5.551486659,0.160312173,0.328787621,"Low",524102065019
"1864","E-SAG-15-092","Patthargada",0.019626238,0.053288062,1.169383003,6.666666667,3.918024835,0.160021397,0.328191264,"Low",524103155075
"1865","E-KOS-05-008","Baradanga",0.005091323,0.115894871,5.098350931,8.766788767,6.932569849,0.159929917,0.328003645,"Low",524102055005
"1866","C-JAN-20-027","KhangSang",0.023900006,0.029022413,5.191504838,6.547619048,5.869561943,0.159678241,0.327487478,"Low",524204205001
"1867","W-LUM-50-028","Gauri",0.013573779,0.044481897,6.835720944,6.642246642,6.738983793,0.159646536,0.327422453,"Low",524411615032
"1868","E-KOS-05-053","Sijuwa",0.005147401,0.113577999,5.098350931,8.766788767,6.932569849,0.159438117,0.326995002,"Low",524102055008
"1869","E-SAG-12-049","SisneriMahadevsthan",0.01570404,0.042708362,6.218955197,5.83028083,6.024618014,0.159276342,0.326663214,"Low",524206315041
"1870","M-RAP-56-036","Sonpur",0.005246989,0.139309634,5.405470571,5.622710623,5.514090597,0.159143313,0.326390382,"Low",524410565009
"1871","W-GAN-36-052","Samagaun",0.11163035,0.006191995,6.441465148,5.213675214,5.827570181,0.159110972,0.326324054,"Low",524307365042
"1872","E-KOS-06-031","Laukahi",0.014047843,0.051647799,5.040702255,6.062271062,5.551486659,0.159107353,0.326316632,"Low",524102065040
"1873","W-LUM-50-029","Gotihawa",0.012291152,0.048521046,6.835720944,6.642246642,6.738983793,0.158990944,0.326077885,"Low",524309495022
"1874","E-SAG-15-094","Pipra(West)",0.023756092,0.043169686,1.169383003,6.666666667,3.918024835,0.158979218,0.326053836,"Low",524103155100
"1875","E-SAG-15-089","Pansera",0.02037917,0.050151058,1.169383003,6.666666667,3.918024835,0.158797841,0.325681846,"Low",524103155098
"1876","W-LUM-50-004","Balaramwapur",0.012012363,0.048910609,6.835720944,6.642246642,6.738983793,0.158200788,0.324457338,"Low",524309495041
"1877","E-SAG-15-113","Tikuliya",0.030553376,0.033020556,1.169383003,6.666666667,3.918024835,0.158113974,0.324279289,"Low",524103155101
"1878","E-SAG-15-070","Lalapatthi",0.017845593,0.056476324,1.169383003,6.666666667,3.918024835,0.158059836,0.324168257,"Low",NA
"1879","W-GAN-37-050","Samibhanjyang",0.055234167,0.015551749,5.97793252,3.199023199,4.58847786,0.157961734,0.323967058,"Low",524307375048
"1880","E-KOS-05-030","Jhurkiya",0.00486139,0.116920036,5.098350931,8.766788767,6.932569849,0.157948151,0.3239392,"Low",524102055006
"1881","W-GAN-39-017","Chisapani(Magyam)",0.017783177,0.043887302,5.197232131,4.877899878,5.037566005,0.157830038,0.323696958,"Low",524307415006
"1882","E-KOS-06-032","Madhelee",0.009063029,0.078117552,5.040702255,6.062271062,5.551486659,0.157813361,0.323662756,"Low",524102065009
"1883","E-SAG-15-012","Barsain(Ko.)",0.017865002,0.05595349,1.169383003,6.666666667,3.918024835,0.157627678,0.323281935,"Low",524103155030
"1884","E-SAG-15-101","Rautahat",0.026980585,0.03702895,1.169383003,6.666666667,3.918024835,0.157598947,0.323223009,"Low",524103155114
"1885","E-KOS-05-034","Kerabari",0.003107402,0.181044089,5.098350931,8.766788767,6.932569849,0.157407468,0.322830302,"Low",524102055039
"1886","W-GAN-37-028","Ghanpokhara",0.028619936,0.029658015,5.97793252,3.199023199,4.58847786,0.157335405,0.322682506,"Low",524307375020
"1887","E-SAG-15-075","Mahadeva",0.01657196,0.059531315,1.169383003,6.666666667,3.918024835,0.156938264,0.321868,"Low",524103155037
"1888","W-GAN-37-029","Ghermu",0.046106017,0.018206925,5.97793252,3.199023199,4.58847786,0.156754838,0.321491809,"Low",524307375006
"1889","E-SAG-15-107","SimrahaSigiyoun",0.018326474,0.053441837,1.169383003,6.666666667,3.918024835,0.156558202,0.321088524,"Low",524103155064
"1890","E-SAG-14-044","Valayadanda",0.012791994,0.090829594,2.563173352,4.041514042,3.302343697,0.156553445,0.321078767,"Low",524103145040
"1891","E-KOS-06-033","Madhesa",0.011104881,0.061735419,5.040702255,6.062271062,5.551486659,0.156129824,0.320209954,"Low",524102065026
"1892","E-SAG-15-028","Dadha",0.015038244,0.064482861,1.169383003,6.666666667,3.918024835,0.156040094,0.320025925,"Low",524103155043
"1893","W-GAN-40-040","Sardikhola",0.028871013,0.03528617,7.442214042,0,3.721107021,0.155923975,0.319787774,"Low",524307395038
"1894","W-LUM-48-055","Rakuwa",0.037313379,0.022266578,5.60905413,3.507326007,4.558190069,0.155872736,0.319682688,"Low",524309475003
"1895","E-SAG-15-062","Kataiya",0.018875022,0.051124965,1.169383003,6.666666667,3.918024835,0.155786285,0.319505383,"Low",524103155059
"1896","E-SAG-15-001","Arnaha",0.018791199,0.051319746,1.169383003,6.666666667,3.918024835,0.155752632,0.319436362,"Low",524204195078
"1897","E-SAG-12-033","Okhaldhunga",0.012234198,0.050878925,6.218955197,5.83028083,6.024618014,0.155363018,0.318637296,"Low",524103135003
"1898","E-SAG-15-019","Bhangaha",0.015250992,0.062729829,1.169383003,6.666666667,3.918024835,0.155338745,0.318587514,"Low",524103155076
"1899","E-SAG-15-064","Khojpur",0.018425691,0.05190409,1.169383003,6.666666667,3.918024835,0.15532124,0.318551611,"Low",524103155093
"1900","W-GAN-37-053","Sindure",0.056964701,0.014260041,5.97793252,3.199023199,4.58847786,0.155047612,0.317990423,"Low",524307375057
"1901","E-KOS-06-014","Chadwela",0.009700596,0.068686036,5.040702255,6.062271062,5.551486659,0.154653133,0.317181377,"Low",524102065027
"1902","W-GAN-37-035","Karapu",0.03686999,0.021805254,5.97793252,3.199023199,4.58847786,0.154513917,0.316895856,"Low",524307375054
"1903","W-LUM-50-063","Rajpur",0.011900912,0.045937631,6.835720944,6.642246642,6.738983793,0.154447569,0.316759782,"Low",524103165067
"1904","W-LUM-50-039","Kajarhawa",0.011474921,0.04754714,6.835720944,6.642246642,6.738983793,0.154343913,0.316547192,"Low",524309495038
"1905","E-SAG-15-021","Bhutahi",0.022785363,0.041170615,1.169383003,6.666666667,3.918024835,0.154325194,0.3165088,"Low",524103155084
"1906","E-SAG-15-026","Brahmapur",0.019540707,0.047905947,1.169383003,6.666666667,3.918024835,0.154217018,0.316286939,"Low",524103155070
"1907","W-GAN-37-047","Puranokot",0.065501062,0.012148202,5.97793252,3.199023199,4.58847786,0.153984259,0.31580957,"Low",524307375056
"1908","W-LUM-50-050","Malwar",0.009218509,0.058762442,6.835720944,6.642246642,6.738983793,0.153975506,0.315791619,"Low",524309495057
"1909","E-SAG-12-031","Mulkharka",0.017323962,0.034906859,6.218955197,5.83028083,6.024618014,0.153873028,0.315581444,"Low",524103135039
"1910","W-GAN-39-055","Taksar",0.034130584,0.021128645,5.197232131,4.877899878,5.037566005,0.153725307,0.315278479,"Low",524102105026
"1911","W-LUM-48-061","Ruchang",0.025307196,0.031339285,5.60905413,3.507326007,4.558190069,0.153476488,0.31476817,"Low",524309475001
"1912","W-DHA-44-048","Shivalaya",0.006122624,0.12783804,6.752787046,2.478632479,4.615709762,0.1534424,0.31469826,"Low",524308425006
"1913","E-KOS-05-031","Kaseni",0.006699371,0.077615221,5.098350931,8.766788767,6.932569849,0.153329267,0.314466232,"Low",524102055043
"1914","W-GAN-37-056","Taghring",0.032929989,0.023763318,5.97793252,3.199023199,4.58847786,0.153128409,0.314054289,"Low",524307375009
"1915","W-LUM-50-057","Parsohiya",0.01196548,0.044512652,6.835720944,6.642246642,6.738983793,0.153109687,0.314015891,"Low",524309495027
"1916","E-KOS-05-011","Bhaudaha",0.007237687,0.071515491,5.098350931,8.766788767,6.932569849,0.153096313,0.313988463,"Low",524102055051
"1917","W-GAN-38-021","Firfire",0.02049946,0.033164079,6.434894278,4.044566545,5.239730411,0.152723698,0.313224258,"Low",524307405041
"1918","E-SAG-15-061","Kanchanpur",0.011870423,0.076220997,1.169383003,6.666666667,3.918024835,0.152476412,0.312717094,"Low",524103155008
"1919","E-SAG-15-007","Banainiya",0.021981207,0.041129608,1.169383003,6.666666667,3.918024835,0.152437247,0.312636769,"Low",524103155068
"1920","W-LUM-50-044","Kushhawa",0.010302692,0.05097119,6.835720944,6.642246642,6.738983793,0.152390056,0.312539986,"Low",524309495039
"1921","W-GAN-37-041","Nalma",0.04224902,0.01823768,5.97793252,3.199023199,4.58847786,0.152341522,0.312440446,"Low",524307375034
"1922","W-GAN-37-005","Bangre",0.044997136,0.017007483,5.97793252,3.199023199,4.58847786,0.151995659,0.311731107,"Low",524307375051
"1923","W-LUM-50-027","Ganeshpur",0.007961455,0.065282489,6.835720944,6.642246642,6.738983793,0.151866224,0.311465646,"Low",524514735007
"1924","E-SAG-15-054","Jhutaki",0.021564769,0.041344893,1.169383003,6.666666667,3.918024835,0.151732269,0.311190916,"Low",524103155071
"1925","E-KOS-06-035","Madhyeharsahi",0.011304523,0.055625438,5.040702255,6.062271062,5.551486659,0.151697469,0.311119543,"Low",524102065025
"1926","W-LUM-50-023","Dubiya",0.01019045,0.05060213,6.835720944,6.642246642,6.738983793,0.151467291,0.310647467,"Low",524309495052
"1927","W-LUM-50-066","Sauraha",0.012137729,0.042236786,6.835720944,6.642246642,6.738983793,0.151173004,0.310043908,"Low",524309495024
"1928","E-SAG-15-004","Bairawa",0.018701686,0.047126822,1.169383003,6.666666667,3.918024835,0.151149031,0.30999474,"Low",524103155002
"1929","E-SAG-15-084","Mohanpur",0.015136354,0.058157594,1.169383003,6.666666667,3.918024835,0.151088576,0.309870752,"Low",524204195025
"1930","E-SAG-15-096","Prasabani",0.013792755,0.063683232,1.169383003,6.666666667,3.918024835,0.150978266,0.309644514,"Low",524103155027
"1931","E-SAG-15-073","Madhawapur",0.014746818,0.058741938,1.169383003,6.666666667,3.918024835,0.150281178,0.308214842,"Low",524103155022
"1932","E-SAG-15-086","Negada",0.019396138,0.044594665,1.169383003,6.666666667,3.918024835,0.150206404,0.308061487,"Low",524103155107
"1933","E-SAG-12-047","Shreechaur",0.019089935,0.029278704,6.218955197,5.83028083,6.024618014,0.1498863,0.30740498,"Low",524103135022
"1934","W-LUM-50-002","Ajigara",0.009360845,0.053124036,6.835720944,6.642246642,6.738983793,0.149646598,0.306913369,"Low",524309495059
"1935","E-SAG-12-016","Harkapur",0.020944445,0.026428746,6.218955197,5.83028083,6.024618014,0.149402654,0.306413058,"Low",524103135020
"1936","W-LUM-48-054","Rakachuli",0.015308457,0.047711166,5.60905413,3.507326007,4.558190069,0.149318848,0.306241179,"Low",524309475032
"1937","E-KOS-05-059","Takuwa",0.006010638,0.079768067,5.098350931,8.766788767,6.932569849,0.149238649,0.306076698,"Low",524102055002
"1938","E-SAG-15-025","Boriya",0.016991266,0.049710237,1.169383003,6.666666667,3.918024835,0.14902058,0.305629455,"Low",524103155048
"1939","E-SAG-15-077","Mainasahasrabahu",0.020261213,0.041488416,1.169383003,6.666666667,3.918024835,0.14878295,0.305142094,"Low",524103155079
"1940","E-SAG-14-016","Jogidaha",0.01459481,0.068327228,2.563173352,4.041514042,3.302343697,0.148777813,0.305131559,"Low",524103145001
"1941","E-SAG-15-068","Koiladi",0.017345942,0.04841853,1.169383003,6.666666667,3.918024835,0.148739241,0.305052451,"Low",524103155034
"1942","W-LUM-47-037","Khaliban",0.013489859,0.060607738,5.31827831,2.664835165,3.991556738,0.148328952,0.304210981,"Low",524309465005
"1943","M-RAP-56-010","Gangaparaspur",0.005239289,0.112481073,5.405470571,5.622710623,5.514090597,0.148118253,0.303778853,"Low",NA
"1944","E-SAG-12-041","Raniban",0.028167366,0.019006554,6.218955197,5.83028083,6.024618014,0.147749621,0.303022819,"Low",524103135049
"1945","W-LUM-50-052","Milmi",0.009309134,0.051329997,6.835720944,6.642246642,6.738983793,0.147669786,0.302859083,"Low",524309495058
"1946","E-KOS-06-052","Tanamuna",0.009634725,0.059818361,5.040702255,6.062271062,5.551486659,0.147353698,0.302210811,"Low",524102065013
"1947","E-SAG-15-057","Kabilash",0.020203247,0.040350483,1.169383003,6.666666667,3.918024835,0.14726935,0.30203782,"Low",524103155072
"1948","E-SAG-15-066","Komadhepura",0.017247229,0.04723959,1.169383003,6.666666667,3.918024835,0.147241719,0.301981152,"Low",NA
"1949","W-LUM-48-027","Hupsekot",0.018522809,0.037736313,5.60905413,3.507326007,4.558190069,0.147147509,0.301787934,"Low",524309475027
"1950","E-SAG-12-019","Kalikadevi",0.025205353,0.020872354,6.218955197,5.83028083,6.024618014,0.146891921,0.301263743,"Low",524103135043
"1951","E-KOS-05-001","Amahibariyati",0.007004882,0.064882675,5.098350931,8.766788767,6.932569849,0.146602464,0.300670091,"Low",524102055032
"1952","W-LUM-50-013","Bhalubari",0.009346231,0.050007535,6.835720944,6.642246642,6.738983793,0.146584749,0.300633757,"Low",524309495043
"1953","E-SAG-15-112","Theliya",0.01239302,0.0647289,1.169383003,6.666666667,3.918024835,0.146480853,0.300420675,"Low",524103155017
"1954","E-SAG-12-010","Bilandu",0.021964674,0.023691557,6.218955197,5.83028083,6.024618014,0.146357829,0.300168362,"Low",524103135042
"1955","E-SAG-14-036","Sundarpur",0.016282765,0.058157594,2.563173352,4.041514042,3.302343697,0.146235321,0.299917109,"Low",524204185075
"1956","W-LUM-50-012","Bhagwanpur",0.007673427,0.06037195,6.835720944,6.642246642,6.738983793,0.146152529,0.299747309,"Low",524206335009
"1957","M-BHE-57-025","Kohalpur",0.001141524,0.36925408,6.604694962,8.174603175,7.389649068,0.146042075,0.299520776,"Low",524411575012
"1958","E-SAG-15-100","Rampurjamuwa",0.01909629,0.041580681,1.169383003,6.666666667,3.918024835,0.145983105,0.299399834,"Low",524103155082
"1959","E-SAG-15-015","Bathanaha",0.015287243,0.051371004,1.169383003,6.666666667,3.918024835,0.145447012,0.298300349,"Low",524204185054
"1960","E-SAG-15-111","Terahota",0.014557847,0.053616115,1.169383003,6.666666667,3.918024835,0.145150953,0.297693156,"Low",524103155061
"1961","E-SAG-15-018","Bhagawatpur",0.015066543,0.051483772,1.169383003,6.666666667,3.918024835,0.144849518,0.297074936,"Low",524103155042
"1962","E-KOS-05-018","Dangraha",0.007802846,0.055871477,5.098350931,8.766788767,6.932569849,0.144581418,0.296525085,"Low",524102055058
"1963","E-SAG-12-020","Kaptigaun(Khigikati)",0.029866071,0.016689682,6.218955197,5.83028083,6.024618014,0.144273053,0.295892652,"Low",524103135055
"1964","W-LUM-47-059","Siluwa",0.014686248,0.051135216,5.31827831,2.664835165,3.991556738,0.144186439,0.295715014,"Low",524309465008
"1965","W-LUM-50-061","Ramnagar",0.007676881,0.057901303,6.835720944,6.642246642,6.738983793,0.144152616,0.295645645,"Low",524204185069
"1966","E-KOS-05-022","Haraicha",0.006485882,0.06647168,5.098350931,8.766788767,6.932569849,0.144045593,0.295426149,"Low",524102055044
"1967","E-SAG-15-095","Portaha",0.014176085,0.053093281,1.169383003,6.666666667,3.918024835,0.143401718,0.294105612,"Low",524103155023
"1968","E-SAG-14-030","Risku",0.011032557,0.080567695,2.563173352,4.041514042,3.302343697,0.143181353,0.293653661,"Low",524103145021
"1969","E-SAG-15-115","Trikola",0.014012831,0.053308565,1.169383003,6.666666667,3.918024835,0.143041927,0.29336771,"Low",524103155024
"1970","W-GAN-40-012","Ghachok",0.028205561,0.027751209,7.442214042,0,3.721107021,0.14281142,0.292894958,"Low",524307395033
"1971","E-SAG-15-105","Sankarpura",0.016542562,0.044891963,1.169383003,6.666666667,3.918024835,0.142762074,0.292793752,"Low",524103155040
"1972","E-SAG-15-035","Didhawa",0.017033624,0.043559249,1.169383003,6.666666667,3.918024835,0.142720013,0.29270749,"Low",524103155050
"1973","E-KOS-05-006","Baijanathpur",0.007243815,0.05781929,5.098350931,8.766788767,6.932569849,0.142663031,0.292590624,"Low",524102055061
"1974","E-KOS-05-062","Tetariya",0.00700639,0.059490309,5.098350931,8.766788767,6.932569849,0.142433317,0.292119498,"Low",524206335040
"1975","M-RAP-56-009","Gadhawa",0.004424374,0.117176327,5.405470571,5.622710623,5.514090597,0.141923793,0.291074504,"Low",524410565011
"1976","W-LUM-50-009","Basantapur",0.012717177,0.03329735,6.835720944,6.642246642,6.738983793,0.141839852,0.290902348,"Low",524204195001
"1977","M-RAP-56-023","Narayanpur",0.003031386,0.170546403,5.405470571,5.622710623,5.514090597,0.141792275,0.290804772,"Low",524204195007
"1978","E-KOS-05-055","Sisabanibadahara",0.008144327,0.050417601,5.098350931,8.766788767,6.932569849,0.141724153,0.290665059,"Low",524102055057
"1979","W-LUM-50-016","Bishunpur",0.008136201,0.05184258,6.835720944,6.642246642,6.738983793,0.141655758,0.290524787,"Low",524206335048
"1980","W-GAN-39-016","Chinnebas",0.011506676,0.048726079,5.197232131,4.877899878,5.037566005,0.141354846,0.28990764,"Low",524307415036
"1981","E-SAG-15-060","Kamalpur",0.013147542,0.054682286,1.169383003,6.666666667,3.918024835,0.141227565,0.289646596,"Low",524103155007
"1982","W-GAN-39-029","Kichnas",0.011282159,0.049546211,5.197232131,4.877899878,5.037566005,0.141212933,0.289616586,"Low",524307415008
"1983","E-SAG-15-056","Joginiya-2",0.015563299,0.046019644,1.169383003,6.666666667,3.918024835,0.141049225,0.289280834,"Low",524103155021
"1984","E-SAG-15-055","Joginiya-1",0.015670815,0.045537817,1.169383003,6.666666667,3.918024835,0.140878155,0.288929985,"Low",524103155046
"1985","W-LUM-50-051","Manpur",0.010282035,0.04032998,6.835720944,6.642246642,6.738983793,0.140853346,0.288879102,"Low",524204195095
"1986","E-KOS-05-029","Jhorahat",0.007253373,0.055225623,5.098350931,8.766788767,6.932569849,0.140558885,0.288275186,"Low",524102055062
"1987","W-LUM-47-046","Mityal",0.015321636,0.045199512,5.31827831,2.664835165,3.991556738,0.140343962,0.287834396,"Low",524309465014
"1988","E-KOS-06-022","Gautampur",0.011938769,0.041549926,5.040702255,6.062271062,5.551486659,0.140167192,0.287471855,"Low",524102065031
"1989","E-SAG-15-072","Lohajara",0.012303852,0.057101675,1.169383003,6.666666667,3.918024835,0.140147614,0.287431702,"Low",524103155015
"1990","E-KOS-06-048","Simariya",0.008886766,0.055533173,5.040702255,6.062271062,5.551486659,0.139927104,0.286979453,"Low",524102065012
"1991","E-SAG-15-087","Odraha",0.015146276,0.046070902,1.169383003,6.666666667,3.918024835,0.139829862,0.286780017,"Low",524103155009
"1992","E-SAG-15-046","Hariharpur",0.014672237,0.04748563,1.169383003,6.666666667,3.918024835,0.139757537,0.286631684,"Low",524204175100
"1993","E-SAG-15-103","Rupnagar",0.013109782,0.052919003,1.169383003,6.666666667,3.918024835,0.139559081,0.286224667,"Low",524103155012
"1994","W-GAN-39-054","Sworek",0.01013937,0.053103532,5.197232131,4.877899878,5.037566005,0.13946066,0.286022813,"Low",524307415041
"1995","E-SAG-15-098","Ramnagar",0.026561649,0.026028932,1.169383003,6.666666667,3.918024835,0.139398957,0.285896265,"Low",524204185069
"1996","M-RAP-56-031","Satbariya",0.003577176,0.137064523,5.405470571,5.622710623,5.514090597,0.139309191,0.285712162,"Low",524410565007
"1997","E-SAG-15-065","Khoksarparwaha",0.014648699,0.046911538,1.169383003,6.666666667,3.918024835,0.139117566,0.285319154,"Low",NA
"1998","E-SAG-15-003","Badgama",0.014431519,0.047598398,1.169383003,6.666666667,3.918024835,0.139098951,0.285280977,"Low",524103155001
"1999","W-GAN-39-013","Chapakot",0.011039571,0.048203245,5.197232131,4.877899878,5.037566005,0.138915189,0.284904096,"Low",524307415045
"2000","E-SAG-15-048","Inarwa",0.01700688,0.040165954,1.169383003,6.666666667,3.918024835,0.13884065,0.284751222,"Low",524204175014
"2001","W-LUM-50-077","Udayapur",0.0091408,0.043446481,6.835720944,6.642246642,6.738983793,0.138838873,0.284747577,"Low",524411575024
"2002","W-GAN-38-036","Raipur",0.012519072,0.040627278,6.434894278,4.044566545,5.239730411,0.138643528,0.284346941,"Low",524307405042
"2003","W-GAN-37-039","Maling",0.046008871,0.012548016,5.97793252,3.199023199,4.58847786,0.138365695,0.283777127,"Low",524307375033
"2004","E-SAG-15-011","Baramajhiya",0.013988261,0.047977709,1.169383003,6.666666667,3.918024835,0.138024699,0.28307777,"Low",524204175028
"2005","W-LUM-50-067","Shipanagar",0.007928837,0.048941364,6.835720944,6.642246642,6.738983793,0.13777169,0.282558869,"Low",524309495067
"2006","M-BHE-57-034","Phatepur",0.002019606,0.173939698,6.604694962,8.174603175,7.389649068,0.137434706,0.281867741,"Low",524411575007
"2007","W-GAN-39-019","DarsingDahathum",0.007602317,0.067640368,5.197232131,4.877899878,5.037566005,0.137338057,0.281669523,"Low",524307415014
"2008","W-GAN-40-003","Bhachok",0.044934383,0.015490239,7.442214042,0,3.721107021,0.137331349,0.281655765,"Low",524307395001
"2009","E-SAG-12-043","Rawadolu",0.026525732,0.015920808,6.218955197,5.83028083,6.024618014,0.136517188,0.279985985,"Low",524103135027
"2010","W-GAN-40-027","Mauja",0.047571126,0.014342054,7.442214042,0,3.721107021,0.136419248,0.279785118,"Low",524307395023
"2011","W-LUM-50-046","Lalpur",0.009300763,0.040288973,6.835720944,6.642246642,6.738983793,0.136175733,0.279285688,"Low",524103165063
"2012","W-GAN-39-040","Pauwegaude",0.016959893,0.029555499,5.197232131,4.877899878,5.037566005,0.136173954,0.279282038,"Low",524307415001
"2013","E-SAG-15-009","Banaula",0.018523605,0.034732581,1.169383003,6.666666667,3.918024835,0.136095338,0.279120804,"Low",524103155066
"2014","W-GAN-39-004","Arukharka",0.014354184,0.034824845,5.197232131,4.877899878,5.037566005,0.136049249,0.279026278,"Low",524307415017
"2015","E-SAG-15-034","Dhodhanpur",0.010648201,0.060115659,1.169383003,6.666666667,3.918024835,0.135865862,0.278650166,"Low",524103155005
"2016","W-GAN-40-020","Lahachok",0.020973264,0.032077404,7.442214042,0,3.721107021,0.135783126,0.27848048,"Low",524307395034
"2017","C-JAN-20-044","Ratnawati",0.015072994,0.028140772,5.191504838,6.547619048,5.869561943,0.135533631,0.277968787,"Low",524204205004
