hlcit,impl_ag,src_ag,vdc,action,desc,target,no_actions,no_hh,ave_cost
,Save the Children ,,Fulpingdanda,Distribution,Tarpaulin,All / Blanket,90,,
524 2 05 23 5 066,Save the Children ,,Bansbari,Distribution,Blankets,All / Blanket,1061,,
524 2 05 23 5 066,Save the Children ,,Bansbari,Distribution,Blankets,All / Blanket,300,,
524 2 05 23 5 066,Save the Children ,,Bansbari,Distribution,Household kits (excluding tarpaulins),All / Blanket,125,,
524 2 05 23 5 066,Save the Children ,,Bansbari,Distribution,Household kits (excluding tarpaulins),All / Blanket,817,,
524 2 05 23 5 066,Save the Children ,,Bansbari,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 066,Save the Children ,,Bansbari,Distribution,Tarpaulin,All / Blanket,1155,,
524 2 05 23 5 066,Save the Children ,,Bansbari,Distribution,Tarpaulin,All / Blanket,200,,
524 2 05 23 5 070,Save the Children ,,Baruwa,Distribution,Blankets,All / Blanket,150,,
524 2 05 23 5 070,Save the Children ,,Baruwa,Distribution,Blankets,All / Blanket,204,,
524 2 05 23 5 070,Save the Children ,,Baruwa,Distribution,Blankets,All / Blanket,235,,
524 2 05 23 5 070,Save the Children ,,Baruwa,Distribution,Blankets,All / Blanket,3,,
524 2 05 23 5 070,Save the Children ,,Baruwa,Distribution,Tarpaulin,All / Blanket,192,,
524 2 05 23 5 070,Save the Children ,,Baruwa,Distribution,Tarpaulin,All / Blanket,200,,
524 2 05 23 5 070,Save the Children ,,Baruwa,Distribution,Tarpaulin,All / Blanket,235,,
524 2 05 23 5 070,Save the Children ,,Baruwa,Distribution,Tarpaulin,All / Blanket,912,,
524 2 05 23 5 045,Save the Children ,,Bhimtar,Distribution,Blankets,All / Blanket,262,,
524 2 05 23 5 045,Save the Children ,,Bhimtar,Distribution,Blankets,All / Blanket,27,,
524 2 05 23 5 069,Save the Children ,,Bhotang,Distribution,Blankets,All / Blanket,,,
524 2 05 23 5 069,Save the Children ,,Bhotang,Distribution,Blankets,All / Blanket,300,,
524 2 05 23 5 069,Save the Children ,,Bhotang,Distribution,Tarpaulin,All / Blanket,800,,
524 2 05 23 5 035,Save the Children ,,Chautara,Distribution,Tarpaulin,All / Blanket,131,,
524 2 05 23 5 035,Save the Children ,,Chautara,Distribution,Tarpaulin,All / Blanket,315,,
524 2 05 23 5 035,Save the Children ,,Chautara,Distribution,Tents,All / Blanket,4,,
524 2 05 23 5 035,Save the Children ,,Chautara,Distribution,Tents,All / Blanket,771,,
524 2 05 23 5 079,Save the Children ,,Haibung,Distribution,Blankets,All / Blanket,,,
524 2 05 23 5 079,Save the Children ,,Haibung,Distribution,Blankets,All / Blanket,715,,
524 2 05 23 5 038,Save the Children ,,Irkhu,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 038,Save the Children ,,Irkhu,Distribution,Tarpaulin,All / Blanket,96,,
524 2 05 23 5 011,Save the Children ,,Jethal,Distribution,Blankets,All / Blanket,,,
524 2 05 23 5 011,Save the Children ,,Jethal,Distribution,Blankets,All / Blanket,1240,,
524 2 05 23 5 011,Save the Children ,,Jethal,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 011,Save the Children ,,Jethal,Distribution,Tarpaulin,All / Blanket,590,,
524 2 05 23 5 011,Save the Children ,,Jethal,Distribution,Tool kits and fixings,All / Blanket,,,
524 2 05 23 5 011,Save the Children ,,Jethal,Distribution,Tool kits and fixings,All / Blanket,620,,
524 2 05 23 5 029,Save the Children ,,Mangkha,Distribution,Blankets,All / Blanket,,,
524 2 05 23 5 029,Save the Children ,,Mangkha,Distribution,Blankets,All / Blanket,500,,
524 2 05 23 5 029,Save the Children ,,Mangkha,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 029,Save the Children ,,Mangkha,Distribution,Tarpaulin,All / Blanket,400,,
524 2 05 23 5 029,Save the Children ,,Mangkha,Distribution,Tarpaulin,All / Blanket,1660,,
524 2 05 23 5 061,Save the Children ,,Melamchi,Distribution,Blankets,All / Blanket,,,
524 2 05 23 5 061,Save the Children ,,Melamchi,Distribution,Blankets,All / Blanket,821,,
524 2 05 23 5 061,Save the Children ,,Melamchi,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 061,Save the Children ,,Melamchi,Distribution,Tarpaulin,All / Blanket,269,,
524 2 05 23 5 061,Save the Children ,,Melamchi,Distribution,Tents,All / Blanket,,,
524 2 05 23 5 061,Save the Children ,,Melamchi,Distribution,Tents,All / Blanket,7,,
524 2 05 23 5 061,Save the Children ,,Melamchi,Distribution,Blankets,All / Blanket,328,,
524 2 05 23 5 061,Save the Children ,,Melamchi,Distribution,Tarpaulin,All / Blanket,771,,
524 2 05 23 5 078,Save the Children ,,Phataksila,Distribution,Blankets,All / Blanket,611,,
524 2 05 23 5 078,Save the Children ,,Phataksila,Distribution,Blankets,All / Blanket,803,,
524 2 05 23 5 078,Save the Children ,,Phataksila,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 078,Save the Children ,,Phataksila,Distribution,Tarpaulin,All / Blanket,400,,
524 2 05 23 5 078,Save the Children ,,Phataksila,Distribution,Tarpaulin,All / Blanket,728,,
524 2 05 23 5 078,Save the Children ,,Phataksila,Distribution,Tents,All / Blanket,5,,
524 2 05 23 5 078,Save the Children ,,Phataksila,Distribution,Tents,All / Blanket,877,,
524 2 05 23 5 030,Save the Children ,,Phulchodanda,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 030,Save the Children ,,Phulchodanda,Distribution,Tarpaulin,All / Blanket,160,,
524 2 05 23 5 030,Save the Children ,,Phulchodanda,Distribution,Tarpaulin,All / Blanket,300,,
524 2 05 23 5 036,Save the Children ,,Pipaldanda,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 036,Save the Children ,,Pipaldanda,Distribution,Tarpaulin,All / Blanket,20,,
524 2 05 23 5 042,Save the Children ,,Sangachok,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 042,Save the Children ,,Sangachok,Distribution,Tarpaulin,All / Blanket,293,,
524 2 05 23 5 042,Save the Children ,,Sangachok,Distribution,Tents,All / Blanket,,,
524 2 05 23 5 042,Save the Children ,,Sangachok,Distribution,Tents,All / Blanket,1,,
524 2 05 23 5 042,Save the Children ,,Sangachok,Distribution,Tarpaulin,All / Blanket,2824,,
524 2 05 23 5 039,Save the Children ,,Sanusirubari,Distribution,Household kits (excluding tarpaulins),All / Blanket,,,
524 2 05 23 5 039,Save the Children ,,Sanusirubari,Distribution,Household kits (excluding tarpaulins),All / Blanket,274,,
524 2 05 23 5 039,Save the Children ,,Sanusirubari,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 039,Save the Children ,,Sanusirubari,Distribution,Tarpaulin,All / Blanket,183,,
524 2 05 23 5 039,Save the Children ,,Sanusirubari,Distribution,Tents,All / Blanket,,,
524 2 05 23 5 039,Save the Children ,,Sanusirubari,Distribution,Tents,All / Blanket,4,,
524 2 05 23 5 039,Save the Children ,,Sanusirubari,Distribution,Tarpaulin,All / Blanket,611,,
524 2 05 23 5 039,Save the Children ,,Sanusirubari,Distribution,Tarpaulin,All / Blanket,277,,
524 2 05 23 5 074,Save the Children ,,Shikharpur,Distribution,Blankets,All / Blanket,,,
524 2 05 23 5 074,Save the Children ,,Shikharpur,Distribution,Blankets,All / Blanket,445,,
524 2 05 23 5 074,Save the Children ,,Shikharpur,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 074,Save the Children ,,Shikharpur,Distribution,Tarpaulin,All / Blanket,990,,
524 2 05 23 5 034,Save the Children ,,Syaule,Distribution,Blankets,All / Blanket,,,
524 2 05 23 5 034,Save the Children ,,Syaule,Distribution,Blankets,All / Blanket,1000,,
524 2 05 23 5 034,Save the Children ,,Syaule,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 034,Save the Children ,,Syaule,Distribution,Tarpaulin,All / Blanket,300,,
524 2 05 23 5 060,Save the Children ,,Talamarang,Distribution,Blankets,All / Blanket,,,
524 2 05 23 5 060,Save the Children ,,Talamarang,Distribution,Blankets,All / Blanket,35,,
524 2 05 23 5 060,Save the Children ,,Talamarang,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 071,Save the Children ,,Thakani,Distribution,Blankets,All / Blanket,,,
524 2 05 23 5 071,Save the Children ,,Thakani,Distribution,Blankets,All / Blanket,934,,
524 2 05 23 5 025,Save the Children ,,Thulo Pakhar,Distribution,Blankets,All / Blanket,,,
524 2 05 23 5 025,Save the Children ,,Thulo Pakhar,Distribution,Blankets,All / Blanket,500,,
524 2 05 23 5 025,Save the Children ,,Thulo Pakhar,Distribution,Household kits (excluding tarpaulins),All / Blanket,,,
524 2 05 23 5 025,Save the Children ,,Thulo Pakhar,Distribution,Household kits (excluding tarpaulins),All / Blanket,300,,
524 2 05 23 5 025,Save the Children ,,Thulo Pakhar,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 025,Save the Children ,,Thulo Pakhar,Distribution,Tarpaulin,All / Blanket,800,,
524 2 05 23 5 041,Save the Children ,,Thulo Sirubari,Distribution,Household kits (excluding tarpaulins),All / Blanket,,,
524 2 05 23 5 041,Save the Children ,,Thulo Sirubari,Distribution,Household kits (excluding tarpaulins),All / Blanket,50,,
524 2 05 23 5 041,Save the Children ,,Thulo Sirubari,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 041,Save the Children ,,Thulo Sirubari,Distribution,Tarpaulin,All / Blanket,300,,
524 2 05 23 5 041,Save the Children ,,Thulo Sirubari,Distribution,Tarpaulin,All / Blanket,1368,,
524 2 05 23 5 041,Save the Children ,,Thulo Sirubari,Distribution,Tarpaulin,All / Blanket,394,,
524 2 05 23 5 026,Save the Children ,,ThumPakhar,Distribution,Household kits (excluding tarpaulins),All / Blanket,,,
524 2 05 23 5 026,Save the Children ,,ThumPakhar,Distribution,Household kits (excluding tarpaulins),All / Blanket,125,,
524 2 05 23 5 026,Save the Children ,,ThumPakhar,Distribution,Tarpaulin,All / Blanket,,,
524 2 05 23 5 026,Save the Children ,,ThumPakhar,Distribution,Tarpaulin,All / Blanket,200,,
524 2 05 23 5 026,Save the Children ,,ThumPakhar,Distribution,Tents,All / Blanket,,,
524 2 05 23 5 026,Save the Children ,,ThumPakhar,Distribution,Tents,All / Blanket,3,,
524 2 05 23 5 026,Save the Children ,,ThumPakhar,Distribution,Tarpaulin,All / Blanket,1000,,
,Save the Children ,,,Distribution,Blankets,All / Blanket,199,,
,Save the Children ,,,Distribution,Blankets,All / Blanket,800,,
,Save the Children ,,,Distribution,Tarpaulin,All / Blanket,498,,
,Save the Children ,,,Distribution,Tarpaulin,All / Blanket,50,,
,Save the Children ,,,Distribution,Tarpaulin,All / Blanket,328,,
524 2 05 25 5 001,SDC Humanitarian Aid,,Bhattedanda,Distribution,CGI Bundle,,460,460,8000
524 2 05 25 5 001,SDC Humanitarian Aid,,Bhattedanda,Distribution,Tool kits and fixings,,460,460,2500
,SDC Humanitarian Aid,,Dalchoki,Distribution,CGI Bundle,,307,307,8000
,SDC Humanitarian Aid,,Dalchoki,Distribution,Tool kits and fixings,,307,307,2500
524 2 05 25 5 011,SDC Humanitarian Aid,,Ikudol,Distribution,CGI Bundle,,460,460,8000
524 2 05 25 5 011,SDC Humanitarian Aid,,Ikudol,Distribution,Tool kits and fixings,,460,460,2500
524 2 05 25 5 013,SDC Humanitarian Aid,,Sangkhu,Distribution,CGI Bundle,,547,547,8000
524 2 05 25 5 013,SDC Humanitarian Aid,,Sangkhu,Distribution,Tool kits and fixings,,547,547,2500
,SDC Humanitarian Aid,,,Distribution,Tarpaulin,,35,200,
,SDC Humanitarian Aid,,Gorkha,Distribution,Tarpaulin,,200,70,
,SDC Humanitarian Aid,,Kholabeshi,Distribution,Tarpaulin,,180,35,
,SDC Humanitarian Aid,,Sindhupolchuk,Distribution,Tarpaulin,,200,200,
,SDC Humanitarian Aid,,Singla Korlageshi,Distribution,Tarpaulin,,215,215,
524 2 05 24 5 073,SDC Humanitarian Aid,,Panchkhal,Distribution,Tool kits and fixings,,150,150,
524 3 07 36 5 037,SDC Humanitarian Aid,,Bihi,Distribution,Tarpaulin,,420,420,
524 3 07 36 5 038,SDC Humanitarian Aid,,Chhekampar,Distribution,Tarpaulin,,108,,
524 3 07 36 5 038,SDC Humanitarian Aid,,Chhekampar,Distribution,Tarpaulin,,120,120,
524 3 07 36 5 038,SDC Humanitarian Aid,,Chhekampar,Distribution,Tarpaulin,,150,150,
524 3 07 36 5 039,SDC Humanitarian Aid,,Chunchet,Distribution,Tarpaulin,,125,125,
524 3 07 36 5 039,SDC Humanitarian Aid,,Chunchet,Distribution,Tarpaulin,,140,140,
524 3 07 36 5 039,SDC Humanitarian Aid,,Chunchet,Distribution,Tarpaulin,,40,40,
524 3 07 36 5 039,SDC Humanitarian Aid,,Chunchet,Distribution,Tarpaulin,,500,375,
524 3 07 36 5 044,SDC Humanitarian Aid,,Gumda,Distribution,Tarpaulin,,205,205,
524 3 07 36 5 044,SDC Humanitarian Aid,,Gumda,Distribution,Tarpaulin,,20,20,
524 3 07 36 5 044,SDC Humanitarian Aid,,Gumda,Distribution,Tarpaulin,,500,180,
524 3 07 36 5 044,SDC Humanitarian Aid,,Gumda,Distribution,Tarpaulin,,70,180,
524 3 07 36 5 044,SDC Humanitarian Aid,,Gumda,Distribution,Tool kits and fixings,,500,500,
524 3 07 36 5 045,SDC Humanitarian Aid,,Kashigaun,Distribution,Tarpaulin,,940,470,
524 3 07 36 5 046,SDC Humanitarian Aid,,Keroja,Distribution,Tarpaulin,,100,100,
524 3 07 36 5 046,SDC Humanitarian Aid,,Keroja,Distribution,Tarpaulin,,120,120,
524 3 07 36 5 046,SDC Humanitarian Aid,,Keroja,Distribution,Tarpaulin,,450,450,
524 3 07 36 5 046,SDC Humanitarian Aid,,Keroja,Distribution,Tarpaulin,,70,70,
524 3 07 36 5 046,SDC Humanitarian Aid,,Keroja,Distribution,Tool kits and fixings,,500,500,
524 3 07 36 5 048,SDC Humanitarian Aid,,Lapu,Distribution,Tarpaulin,,17,17,
524 3 07 36 5 048,SDC Humanitarian Aid,,Lapu,Distribution,Tarpaulin,,520,,
524 3 07 36 5 040,SDC Humanitarian Aid,,Lho,Distribution,Tarpaulin,,190,190,
524 3 07 36 5 040,SDC Humanitarian Aid,,Lho,Distribution,Tarpaulin,,70,75,
524 3 07 36 5 041,SDC Humanitarian Aid,,Prok,Distribution,Tarpaulin,,340,340,
524 3 07 36 5 041,SDC Humanitarian Aid,,Prok,Distribution,Tarpaulin,,64,64,
524 3 07 36 5 042,SDC Humanitarian Aid,,Samagaun,Distribution,Tarpaulin,,150,150,
524 3 07 36 5 042,SDC Humanitarian Aid,,Samagaun,Distribution,Tarpaulin,,340,340,
524 3 07 36 5 042,SDC Humanitarian Aid,,Samagaun,Distribution,Tarpaulin,,,,
524 3 07 36 5 043,SDC Humanitarian Aid,,Sirdibas,Distribution,Tarpaulin,,580,580,
,SDC Humanitarian Aid,,,Distribution,Tarpaulin,,480,1000,
,SDC Humanitarian Aid,,,Distribution,Tarpaulin,,500,995,
524 3 07 36 5 051,SDC Humanitarian Aid,,Uhiya,Distribution,Tarpaulin,,165,165,
524 3 07 36 5 051,SDC Humanitarian Aid,,Uhiya,Distribution,Tarpaulin,,315,315,
524 3 07 36 5 051,SDC Humanitarian Aid,,Uhiya,Distribution,Tool kits and fixings,,480,480,
524 2 05 24 5 060,SDC Humanitarian Aid,,Gairi Bisauna Deupur,Distribution,CGI Bundle,,425,425,
524 2 05 24 5 060,SDC Humanitarian Aid,,Gairi Bisauna Deupur,Distribution,Tool kits and fixings,,425,425,
524 2 05 24 5 071,SDC Humanitarian Aid,,Jyamdi Mandan,Distribution,CGI Bundle,,250,250,
524 2 05 24 5 071,SDC Humanitarian Aid,,Jyamdi Mandan,Distribution,Tents,,1,1,
524 2 05 24 5 071,SDC Humanitarian Aid,,Jyamdi Mandan,Distribution,Tool kits and fixings,,250,250,
524 2 05 24 5 073,SDC Humanitarian Aid,,Panchkhal,Distribution,CGI Bundle,,150,150,
524 2 05 24 5 073,SDC Humanitarian Aid,,Panchkhal,Distribution,CGI Bundle,,290,290,
524 2 05 24 5 073,SDC Humanitarian Aid,,Panchkhal,Distribution,Tool kits and fixings,,10,10,
524 2 05 24 5 073,SDC Humanitarian Aid,,Panchkhal,Distribution,Tool kits and fixings,,290,290,
524 2 05 29 5 003,Secours Islamique France,,Yarsa,Distribution,Household kits (excluding tarpaulins),,350,350,
524 2 05 29 5 003,Secours Islamique France,,Yarsa,Distribution,Tarpaulin,,1000,650,
,Seeds,,,Distribution,Tarpaulin,,200,,
,Seeds,,,Distribution,Tents,,50,,
,Seeds,,,Distribution,Tool kits and fixings,,200,,
,ShelterBox,ShelterBox,,Distribution,Tents,,36,36,30000
524 2 05 23 5 024,ShelterBox,ShelterBox,Yamuna Danda,Distribution,Tarpaulin,,20,40,2500
524 2 05 23 5 024,ShelterBox,ShelterBox,Yamuna Danda,Distribution,Tarpaulin,,15,30,2500
524 2 05 23 5 024,ShelterBox,ShelterBox,Yamuna Danda,Distribution,Tarpaulin,,33,66,2500
524 2 05 23 5 024,ShelterBox,ShelterBox,Yamuna Danda,Distribution,Tarpaulin,,17,33,2500
524 2 05 23 5 024,ShelterBox,ShelterBox,Yamuna Danda,Distribution,Tarpaulin,,1,1,2500
524 2 05 23 5 024,ShelterBox,ShelterBox,Yamuna Danda,Distribution,Tarpaulin,,27,54,2500
524 2 05 23 5 024,ShelterBox,ShelterBox,Yamuna Danda,Distribution,Tarpaulin,,36,71,2500
524 2 05 23 5 024,ShelterBox,ShelterBox,Yamuna Danda,Distribution,Tarpaulin,,74,148,2500
524 2 05 23 5 024,ShelterBox,ShelterBox,Yamuna Danda,Distribution,Tarpaulin,,39,78,2500
524 2 05 23 5 019,ShelterBox,ShelterBox,Kalika,Distribution,Tarpaulin,,84,84,2500
524 2 05 23 5 019,ShelterBox,ShelterBox,Kalika,Distribution,Tarpaulin,,74,74,2500
524 2 05 23 5 019,ShelterBox,ShelterBox,Kalika,Distribution,Tarpaulin,,104,104,2500
524 2 05 23 5 019,ShelterBox,ShelterBox,Kalika,Distribution,Tarpaulin,,54,54,2500
524 2 05 23 5 019,ShelterBox,ShelterBox,Kalika,Distribution,Tarpaulin,,44,44,2500
524 2 05 23 5 019,ShelterBox,ShelterBox,Kalika,Distribution,Tarpaulin,,92,92,2500
524 2 05 23 5 078,ShelterBox,ShelterBox,Phataksila,Distribution,Tarpaulin,,4,4,2500
524 2 05 23 5 078,ShelterBox,ShelterBox,Phataksila,Distribution,Tarpaulin,,102,102,2500
524 2 05 23 5 078,ShelterBox,ShelterBox,Phataksila,Distribution,Tarpaulin,,26,26,2500
524 2 05 23 5 078,ShelterBox,ShelterBox,Phataksila,Distribution,Tarpaulin,,44,44,2500
524 2 05 23 5 078,ShelterBox,ShelterBox,Phataksila,Distribution,Tarpaulin,,216,216,2500
524 2 05 23 5 078,ShelterBox,ShelterBox,Phataksila,Distribution,Tarpaulin,,48,48,2500
524 2 05 23 5 078,ShelterBox,ShelterBox,Phataksila,Distribution,Tarpaulin,,197,197,2500
524 2 05 23 5 078,ShelterBox,ShelterBox,Phataksila,Distribution,Tarpaulin,,34,34,2500
524 2 05 30 5 017,ShelterBox,ShelterBox,Lapa,Distribution,Tarpaulin,,46,46,2500
524 2 05 30 5 017,ShelterBox,ShelterBox,Lapa,Distribution,Tarpaulin,,80,80,2500
524 2 05 30 5 017,ShelterBox,ShelterBox,Lapa,Distribution,Tarpaulin,,44,44,2500
524 2 05 30 5 017,ShelterBox,ShelterBox,Lapa,Distribution,Tarpaulin,,48,48,2500
524 2 05 30 5 017,ShelterBox,ShelterBox,Lapa,Distribution,Tarpaulin,,70,70,2500
524 2 05 23 5 036,ShelterBox,ShelterBox,Pipaldanda,Distribution,Tents,,70,70,30000
524 2 05 23 5 036,ShelterBox,ShelterBox,Pipaldanda,Distribution,Tents,,142,142,30000
524 2 05 23 5 036,ShelterBox,ShelterBox,Pipaldanda,Distribution,Tents,,171,171,30000
524 2 05 23 5 031,Solidarities International,,Golche,Distribution,CGI Bundle,All / Blanket,637,0,13000
524 2 05 23 5 057,Solidarities International,,Gumba,Distribution,CGI Bundle,All / Blanket,,,
524 2 05 23 5 001,Solidarities International,,Karthali,Distribution,CGI Bundle,Targeted group,800,0,15000
524 2 05 23 5 017,Solidarities International,,Ghorthali,Distribution,CGI Bundle,Targeted group,500,0,15000
524 2 04 22 5 051,Swiss Agency for Development and Cooperation,,Bulung,Distribution,Tarpaulin,,700,699,
524 2 04 22 5 051,Swiss Agency for Development and Cooperation,,Bulung,Distribution,Household kits (excluding tarpaulins),,700,699,
524 2 04 22 5 008,Swiss Agency for Development and Cooperation,,Changkhu,Distribution,Tarpaulin,,300,300,
524 2 04 22 5 008,Swiss Agency for Development and Cooperation,,Changkhu,Distribution,Household kits (excluding tarpaulins),,135,300,
524 2 04 22 5 021,Swiss Agency for Development and Cooperation,,Gaurishankar,Distribution,Tarpaulin,,220,469,
524 2 04 22 5 021,Swiss Agency for Development and Cooperation,,Gaurishankar,Distribution,Household kits (excluding tarpaulins),,150,469,
524 2 04 22 5 022,Swiss Agency for Development and Cooperation,,Khare,Distribution,Tarpaulin,,140,785,
524 2 04 22 5 022,Swiss Agency for Development and Cooperation,,Khare,Distribution,Household kits (excluding tarpaulins),,140,785,
524 2 04 22 5 027,Swiss Agency for Development and Cooperation,,Lamabagar,Distribution,Tarpaulin,,595,573,
524 2 04 22 5 027,Swiss Agency for Development and Cooperation,,Lamabagar,Distribution,Household kits (excluding tarpaulins),,595,573,
524 2 04 22 5 023,Swiss Agency for Development and Cooperation,,Marbu,Distribution,Tarpaulin,,42,567,
524 2 04 22 5 023,Swiss Agency for Development and Cooperation,,Marbu,Distribution,Household kits (excluding tarpaulins),,42,567,
524 1 03 12 5 034,Swiss Agency for Development and Cooperation,,Aarkhaule,Distribution,Tarpaulin,,192,192,
524 1 03 12 5 034,Swiss Agency for Development and Cooperation,,Aarkhaule,Distribution,Household kits (excluding tarpaulins),,192,192,
524 1 03 12 5 017,Swiss Agency for Development and Cooperation,,Ainselukharka,Distribution,Tarpaulin,,52,52,
524 1 03 12 5 017,Swiss Agency for Development and Cooperation,,Ainselukharka,Distribution,Household kits (excluding tarpaulins),,52,52,
524 1 03 12 5 061,Swiss Agency for Development and Cooperation,,Baadkadiyale,Distribution,Tarpaulin,,9,9,
524 1 03 12 5 061,Swiss Agency for Development and Cooperation,,Baadkadiyale,Distribution,Household kits (excluding tarpaulins),,9,9,
524 1 03 12 5 043,Swiss Agency for Development and Cooperation,,Badahare,Distribution,Tarpaulin,,39,39,
524 1 03 12 5 043,Swiss Agency for Development and Cooperation,,Badahare,Distribution,Household kits (excluding tarpaulins),,39,39,
524 1 03 12 5 037,Swiss Agency for Development and Cooperation,,Bahunidadha,Distribution,Tarpaulin,,50,50,
524 1 03 12 5 037,Swiss Agency for Development and Cooperation,,Bahunidadha,Distribution,Household kits (excluding tarpaulins),,50,50,
524 1 03 12 5 032,Swiss Agency for Development and Cooperation,,Bajechihaandadha,Distribution,Tarpaulin,,89,89,
524 1 03 12 5 032,Swiss Agency for Development and Cooperation,,Bajechihaandadha,Distribution,Household kits (excluding tarpaulins),,89,89,
524 1 03 12 5 018,Swiss Agency for Development and Cooperation,,Bakachol,Distribution,Tarpaulin,,32,32,
524 1 03 12 5 018,Swiss Agency for Development and Cooperation,,Bakachol,Distribution,Household kits (excluding tarpaulins),,32,32,
524 1 03 12 5 008,Swiss Agency for Development and Cooperation,,Baksila,Distribution,Tarpaulin,,9,9,
524 1 03 12 5 008,Swiss Agency for Development and Cooperation,,Baksila,Distribution,Household kits (excluding tarpaulins),,9,9,
524 1 03 12 5 009,Swiss Agency for Development and Cooperation,,Banspani,Distribution,Tarpaulin,,5,5,
524 1 03 12 5 009,Swiss Agency for Development and Cooperation,,Banspani,Distribution,Household kits (excluding tarpaulins),,5,5,
524 1 03 12 5 069,Swiss Agency for Development and Cooperation,,Barahapokhari,Distribution,Tarpaulin,,57,57,
524 1 03 12 5 069,Swiss Agency for Development and Cooperation,,Barahapokhari,Distribution,Household kits (excluding tarpaulins),,57,57,
524 1 03 12 5 053,Swiss Agency for Development and Cooperation,,Batashea,Distribution,Tarpaulin,,202,202,
524 1 03 12 5 053,Swiss Agency for Development and Cooperation,,Batashea,Distribution,Household kits (excluding tarpaulins),,202,202,
524 1 03 12 5 035,Swiss Agency for Development and Cooperation,,Bijayakharka,Distribution,Tarpaulin,,84,84,
524 1 03 12 5 035,Swiss Agency for Development and Cooperation,,Bijayakharka,Distribution,Household kits (excluding tarpaulins),,84,84,
524 1 03 12 5 036,Swiss Agency for Development and Cooperation,,Buyepa,Distribution,Tarpaulin,,132,132,
524 1 03 12 5 036,Swiss Agency for Development and Cooperation,,Buyepa,Distribution,Household kits (excluding tarpaulins),,132,132,
524 1 03 12 5 028,Swiss Agency for Development and Cooperation,,Cheuredadha,Distribution,Tarpaulin,,151,151,
524 1 03 12 5 028,Swiss Agency for Development and Cooperation,,Cheuredadha,Distribution,Household kits (excluding tarpaulins),,151,151,
524 1 03 12 5 055,Swiss Agency for Development and Cooperation,,Chipring,Distribution,Tarpaulin,,10,10,
524 1 03 12 5 055,Swiss Agency for Development and Cooperation,,Chipring,Distribution,Household kits (excluding tarpaulins),,10,10,
524 1 03 12 5 063,Swiss Agency for Development and Cooperation,,Chishapani,Distribution,Tarpaulin,,72,72,
524 1 03 12 5 063,Swiss Agency for Development and Cooperation,,Chishapani,Distribution,Household kits (excluding tarpaulins),,72,72,
524 1 03 12 5 052,Swiss Agency for Development and Cooperation,,Chittapokhari,Distribution,Tarpaulin,,7,7,
524 1 03 12 5 052,Swiss Agency for Development and Cooperation,,Chittapokhari,Distribution,Household kits (excluding tarpaulins),,7,7,
524 1 03 12 5 054,Swiss Agency for Development and Cooperation,,Chorambo,Distribution,Tarpaulin,,72,72,
524 1 03 12 5 054,Swiss Agency for Development and Cooperation,,Chorambo,Distribution,Household kits (excluding tarpaulins),,72,72,
524 1 03 12 5 038,Swiss Agency for Development and Cooperation,,Chyeshmitar,Distribution,Tarpaulin,,27,27,
524 1 03 12 5 038,Swiss Agency for Development and Cooperation,,Chyeshmitar,Distribution,Household kits (excluding tarpaulins),,27,27,
524 1 03 12 5 064,Swiss Agency for Development and Cooperation,,Damarkhushiwalaya,Distribution,Tarpaulin,,8,8,
524 1 03 12 5 064,Swiss Agency for Development and Cooperation,,Damarkhushiwalaya,Distribution,Household kits (excluding tarpaulins),,8,8,
524 1 03 12 5 070,Swiss Agency for Development and Cooperation,,Devisthan,Distribution,Tarpaulin,,2,2,
524 1 03 12 5 070,Swiss Agency for Development and Cooperation,,Devisthan,Distribution,Household kits (excluding tarpaulins),,2,2,
524 1 03 12 5 020,Swiss Agency for Development and Cooperation,,Dharapani,Distribution,Tarpaulin,,144,144,
524 1 03 12 5 020,Swiss Agency for Development and Cooperation,,Dharapani,Distribution,Household kits (excluding tarpaulins),,144,144,
524 1 03 12 5 040,Swiss Agency for Development and Cooperation,,Dikuwa,Distribution,Tarpaulin,,37,37,
524 1 03 12 5 040,Swiss Agency for Development and Cooperation,,Dikuwa,Distribution,Household kits (excluding tarpaulins),,37,37,
524 1 03 12 5 071,Swiss Agency for Development and Cooperation,,Diplung,Distribution,Tarpaulin,,26,26,
524 1 03 12 5 071,Swiss Agency for Development and Cooperation,,Diplung,Distribution,Household kits (excluding tarpaulins),,26,26,
524 1 03 12 5 039,Swiss Agency for Development and Cooperation,,Durcheem,Distribution,Tarpaulin,,35,35,
