hlcit,impl_ag,src_ag,vdc,action,desc,target,no_actions,no_hh,ave_cost
524 2 05 30 5 001,Mennonite Central Committee,,Darkha,Distribution,CGI Bundle,All / Blanket,344,172,
524 2 05 30 5 001,Mennonite Central Committee,,Darkha,Distribution,CGI Bundle,All / Blanket,334,167,
524 2 05 30 5 001,Mennonite Central Committee,,Darkha,Distribution,CGI Bundle,All / Blanket,240,120,
524 2 05 25 5 008,Mennonite Central Committee,,Bhardeu,Distribution,Tarpaulin,Targeted group,90,90,
524 2 05 25 5 008,Mennonite Central Committee,,Bhardeu,Distribution,Household kits (excluding tarpaulins),Targeted group,190,190,
524 1 03 13 5 023,Mennonite Central Committee,,Bhushanga,Distribution,Tarpaulin,Targeted group,35,35,
524 1 03 13 5 023,Mennonite Central Committee,,Bhushanga,Distribution,Household kits (excluding tarpaulins),Targeted group,35,35,
524 2 05 25 5 010,Mennonite Central Committee,,Chaughare,Distribution,Tarpaulin,Targeted group,90,90,
524 2 05 25 5 010,Mennonite Central Committee,,Chaughare,Distribution,Household kits (excluding tarpaulins),Targeted group,190,190,
524 1 03 13 5 025,Mennonite Central Committee,,Khijichandeshwori,Distribution,Tarpaulin,Targeted group,34,34,
524 1 03 13 5 025,Mennonite Central Committee,,Khijichandeshwori,Distribution,Household kits (excluding tarpaulins),Targeted group,13,13,
524 1 03 13 5 024,Mennonite Central Committee,,Khijiflate,Distribution,Tarpaulin,Targeted group,177,177,
524 1 03 13 5 024,Mennonite Central Committee,,Khijiflate,Distribution,Household kits (excluding tarpaulins),Targeted group,177,177,
524 1 03 13 5 055,Mennonite Central Committee,,Khijikaanthi,Distribution,Tarpaulin,Targeted group,30,30,
524 1 03 13 5 055,Mennonite Central Committee,,Khijikaanthi,Distribution,Household kits (excluding tarpaulins),Targeted group,30,30,
524 1 03 13 5 027,Mennonite Central Committee,,Rawadol,Distribution,Tarpaulin,Targeted group,16,16,
524 1 03 13 5 027,Mennonite Central Committee,,Rawadol,Distribution,Household kits (excluding tarpaulins),Targeted group,16,16,
524 2 05 25 5 004,Mennonite Central Committee,,Lele,Distribution,Tarpaulin,Targeted group,90,90,
524 2 05 25 5 004,Mennonite Central Committee,,Lele,Distribution,Household kits (excluding tarpaulins),Targeted group,190,190,
524 2 05 25 5 006,Mennonite Central Committee,,Nallu,Distribution,Tarpaulin,Targeted group,90,90,
524 2 05 25 5 006,Mennonite Central Committee,,Nallu,Distribution,Household kits (excluding tarpaulins),Targeted group,190,190,
524 1 03 13 5 026,Mennonite Central Committee,,Ragani,Distribution,Tarpaulin,Targeted group,133,133,
524 1 03 13 5 026,Mennonite Central Committee,,Ragani,Distribution,Household kits (excluding tarpaulins),Targeted group,364,364,
524 1 03 13 5 041,Mennonite Central Committee,,Balakhu,Distribution,Tarpaulin,Targeted group,125,125,
524 1 03 13 5 041,Mennonite Central Committee,,Balakhu,Distribution,Household kits (excluding tarpaulins),,125,125,
524 1 03 13 5 037,Mennonite Central Committee,,Shishneri,Distribution,Tarpaulin,,100,100,
524 1 03 13 5 038,Mennonite Central Committee,,Katunje,Distribution,Tarpaulin,,75,75,
524 1 03 13 5 038,Mennonite Central Committee,,Katunje,Distribution,Household kits (excluding tarpaulins),,75,75,
524 1 03 13 5 039,Mennonite Central Committee,,Mulkharka,Distribution,Household kits (excluding tarpaulins),,75,75,
524 1 03 13 5 040,Mennonite Central Committee,,Chyanam,Distribution,Tarpaulin,,75,75,
524 1 03 13 5 040,Mennonite Central Committee,,Chyanam,Distribution,Household kits (excluding tarpaulins),,75,75,
524 2 05 26 3 001,Mercy corps,,Bhaktapur Municipality,Distribution,Household kits (excluding tarpaulins),,76,76,
524 2 05 26 3 001,Mercy corps,,Bhaktapur Municipality,Distribution,Household kits (excluding tarpaulins),,73,73,
524 2 05 26 3 001,Mercy corps,,Bhaktapur Municipality,Distribution,Household kits (excluding tarpaulins),,84,84,
524 2 05 26 3 002,Mercy corps,,Madhyapur Thimi Municipality,Distribution,Household kits (excluding tarpaulins),,207,207,
524 2 05 26 3 002,Mercy corps,,Madhyapur Thimi Municipality,Distribution,Household kits (excluding tarpaulins),,100,100,
524 2 05 26 3 002,Mercy corps,,Madhyapur Thimi Municipality,Distribution,Tents,,4,4,
,Mercy corps,,,Distribution,Household kits (excluding tarpaulins),,2,2,
524 2 05 30 5 030,Mercy corps,,Chainpur,Distribution,Tents,,11,,
524 2 05 30 5 017,Mercy corps,,Lapa,Distribution,Household kits (excluding tarpaulins),,20,20,
524 2 05 30 5 012,Mercy corps,,Mulpani,Distribution,Tents,,11,,
524 2 05 30 5 026,Mercy corps,,Nilkanth,Distribution,Household kits (excluding tarpaulins),,300,130,
524 2 05 30 5 026,Mercy corps,,Nilkanth,Distribution,Tarpaulin,,300,,
524 2 04 22 5 014,Mercy corps,,Chyama,Distribution,Household kits (excluding tarpaulins),,886,886,
524 2 04 22 5 014,Mercy corps,,Chyama,Distribution,Tarpaulin,,886,886,
524 2 04 22 5 014,Mercy corps,,Chyama,Distribution,Blankets,,886,886,
524 2 04 22 5 015,Mercy corps,,Hawa,Distribution,Household kits (excluding tarpaulins),,600,600,
524 2 04 22 5 015,Mercy corps,,Hawa,Distribution,Tarpaulin,,600,600,
524 2 04 22 5 015,Mercy corps,,Hawa,Distribution,Blankets,,600,600,
524 2 04 22 5 018,Mercy corps,,Shahare,Distribution,Household kits (excluding tarpaulins),,820,820,
524 2 04 22 5 018,Mercy corps,,Shahare,Distribution,Tarpaulin,,820,820,
524 2 04 22 5 018,Mercy corps,,Shahare,Distribution,Blankets,,820,820,
524 3 07 36 5 047,Mercy corps,,Laprak,Distribution,Household kits (excluding tarpaulins),,20,20,
,Mercy corps,,,Distribution,Household kits (excluding tarpaulins),,130,130,
,Mercy corps,,,Distribution,Tarpaulin,,130,,
,Mercy corps,,,Distribution,Tents,,23,,
524 2 05 24 5 051,Mercy corps,,Balthali,Distribution,Household kits (excluding tarpaulins),,846,846,
524 2 05 24 5 051,Mercy corps,,Balthali,Distribution,Tarpaulin,,846,846,
524 2 05 24 5 051,Mercy corps,,Balthali,Distribution,Blankets,,846,846,
524 2 05 24 5 032,Mercy corps,,Bhugdeu Mahankalchaur,Distribution,Household kits (excluding tarpaulins),,850,850,
524 2 05 24 5 032,Mercy corps,,Bhugdeu Mahankalchaur,Distribution,Tarpaulin,,850,850,
524 2 05 24 5 032,Mercy corps,,Bhugdeu Mahankalchaur,Distribution,Blankets,,850,850,
524 2 05 24 5 047,Mercy corps,,ChalalGaneshsthan,Distribution,Household kits (excluding tarpaulins),,1013,1013,
524 2 05 24 5 047,Mercy corps,,ChalalGaneshsthan,Distribution,Tarpaulin,,1013,1013,
524 2 05 24 5 047,Mercy corps,,ChalalGaneshsthan,Distribution,Blankets,,1013,1013,
524 2 05 24 5 052,Mercy corps,,Chyamrangbesi,Distribution,Household kits (excluding tarpaulins),,327,327,
524 2 05 24 5 052,Mercy corps,,Chyamrangbesi,Distribution,Tarpaulin,,327,327,
524 2 05 24 5 052,Mercy corps,,Chyamrangbesi,Distribution,Blankets,,327,327,
524 2 05 24 5 053,Mercy corps,,ChyasingKharka,Distribution,Household kits (excluding tarpaulins),,654,654,
524 2 05 24 5 053,Mercy corps,,ChyasingKharka,Distribution,Tarpaulin,,654,654,
524 2 05 24 5 053,Mercy corps,,ChyasingKharka,Distribution,Blankets,,654,654,
524 2 05 24 5 054,Mercy corps,,Dhungkharka Bahrabisae,Distribution,Household kits (excluding tarpaulins),,1500,1500,
524 2 05 24 5 054,Mercy corps,,Dhungkharka Bahrabisae,Distribution,Tarpaulin,,1500,1500,
524 2 05 24 5 054,Mercy corps,,Dhungkharka Bahrabisae,Distribution,Blankets,,1500,1500,
524 2 05 27 5 006,Mercy corps,,Indrayani,Distribution,Household kits (excluding tarpaulins),,60,60,
524 2 05 27 5 029,Mercy corps,,Kabhresthali,Distribution,Household kits (excluding tarpaulins),,35,35,
524 2 05 27 3 002,Mercy corps,,Kirtipur Municipality,Distribution,Household kits (excluding tarpaulins),,20,20,
524 2 05 27 5 003,Mercy corps,,Sangkhu Bajrayogini,Distribution,Household kits (excluding tarpaulins),,50,50,
524 2 05 27 5 003,Mercy corps,,Sangkhu Bajrayogini,Distribution,Tarpaulin,,50,50,
,Mercy corps,,,Distribution,Household kits (excluding tarpaulins),,125,125,
524 2 05 25 5 022,Mercy corps,,Chapagaun,Distribution,Household kits (excluding tarpaulins),,1,1,
524 2 05 25 5 037,Mercy corps,,Harisiddhi,Distribution,Household kits (excluding tarpaulins),,20,20,
524 2 05 25 5 032,Mercy corps,,Imadol,Distribution,Household kits (excluding tarpaulins),,20,20,
524 2 05 25 2 001,Mercy corps,,Lalitpur Sub Metropolitan,Distribution,Household kits (excluding tarpaulins),,1,1,
524 2 05 25 2 001,Mercy corps,,Lalitpur Sub Metropolitan,Distribution,Tarpaulin,,55,55,
524 2 05 25 2 001,Mercy corps,,Lalitpur Sub Metropolitan,Distribution,Tents,,8,8,
524 2 05 25 2 001,Mercy corps,,Lalitpur Sub Metropolitan,Distribution,Household kits (excluding tarpaulins),,10,10,
524 2 05 25 5 028,Mercy corps,,Lamatar,Distribution,Household kits (excluding tarpaulins),,60,60,
524 2 05 25 5 028,Mercy corps,,Lamatar,Distribution,Household kits (excluding tarpaulins),,25,25,
524 2 05 25 5 028,Mercy corps,,Lamatar,Distribution,Household kits (excluding tarpaulins),,100,100,
524 2 05 25 5 028,Mercy corps,,Lamatar,Distribution,Tarpaulin,,100,,
524 2 05 25 5 004,Mercy corps,,Lele,Distribution,Household kits (excluding tarpaulins),,6,6,
524 2 05 25 5 004,Mercy corps,,Lele,Distribution,Household kits (excluding tarpaulins),,10,10,
524 2 05 25 5 029,Mercy corps,,Lubhu,Distribution,Household kits (excluding tarpaulins),,45,45,
524 2 05 28 5 027,Mercy corps,,Bhadratar,Distribution,Household kits (excluding tarpaulins),,900,900,
524 2 05 28 5 027,Mercy corps,,Bhadratar,Distribution,Tarpaulin,,900,900,
524 2 05 28 5 027,Mercy corps,,Bhadratar,Distribution,Blankets,,900,900,
524 2 05 28 5 045,Mercy corps,,Charghare,Distribution,Household kits (excluding tarpaulins),,1500,1500,
524 2 05 28 5 045,Mercy corps,,Charghare,Distribution,Tarpaulin,,900,900,
524 2 05 28 5 045,Mercy corps,,Charghare,Distribution,Blankets,,900,900,
524 2 05 28 5 037,Mercy corps,,Ganeshsthan,Distribution,Household kits (excluding tarpaulins),,1000,1000,
524 2 05 28 5 037,Mercy corps,,Ganeshsthan,Distribution,Tarpaulin,,1000,1000,
524 2 05 28 5 037,Mercy corps,,Ganeshsthan,Distribution,Blankets,,1000,1000,
524 2 05 28 5 037,Mercy corps,,Ganeshsthan,Distribution,Household kits (excluding tarpaulins),,30,30,
524 2 05 28 5 037,Mercy corps,,Ganeshsthan,Distribution,Tarpaulin,,30,30,
524 2 05 28 5 037,Mercy corps,,Ganeshsthan,Distribution,Blankets,,30,30,
524 2 05 28 5 006,Mercy corps,,Sunkhani,Distribution,Household kits (excluding tarpaulins),,650,650,
524 2 05 28 5 006,Mercy corps,,Sunkhani,Distribution,Tarpaulin,,650,650,
524 2 05 28 5 006,Mercy corps,,Sunkhani,Distribution,Blankets,,650,650,
524 2 05 23 5 008,Mercy corps,,Dhuyang,Distribution,Household kits (excluding tarpaulins),,1000,1000,
524 2 05 23 5 008,Mercy corps,,Dhuyang,Distribution,Tarpaulin,,1000,1000,
524 2 05 23 5 008,Mercy corps,,Dhuyang,Distribution,Blankets,,1000,1000,
524 2 05 23 5 017,Mercy corps,,Ghorthali,Distribution,Household kits (excluding tarpaulins),,572,572,
524 2 05 23 5 017,Mercy corps,,Ghorthali,Distribution,Tarpaulin,,572,572,
524 2 05 23 5 017,Mercy corps,,Ghorthali,Distribution,Blankets,,572,572,
524 2 05 23 5 001,Mercy corps,,Karthali,Distribution,Household kits (excluding tarpaulins),,1000,1000,
524 2 05 23 5 001,Mercy corps,,Karthali,Distribution,Tarpaulin,,1000,1000,
524 2 05 23 5 001,Mercy corps,,Karthali,Distribution,Blankets,,1000,1000,
524 2 05 23 5 007,Mercy corps,,Listokot,Distribution,Household kits (excluding tarpaulins),,900,900,
524 2 05 23 5 007,Mercy corps,,Listokot,Distribution,Tarpaulin,,900,900,
524 2 05 23 5 007,Mercy corps,,Listokot,Distribution,Blankets,,900,900,
524 2 05 23 5 009,Mercy corps,,Maneswar,Distribution,Household kits (excluding tarpaulins),,874,874,
524 2 05 23 5 009,Mercy corps,,Maneswar,Distribution,Tarpaulin,,874,874,
524 2 05 23 5 009,Mercy corps,,Maneswar,Distribution,Blankets,,874,874,
524 2 05 23 5 028,Mercy corps,,Ramche,Distribution,Household kits (excluding tarpaulins),,1200,1200,
524 2 05 23 5 028,Mercy corps,,Ramche,Distribution,Tarpaulin,,1200,1200,
524 2 05 23 5 028,Mercy corps,,Ramche,Distribution,Blankets,,1200,1200,
,MNMCC,,,Distribution,Tarpaulin,,2512,,
,MNMCC,,,Distribution,Tents,,5886,,
,MNMCC,,,Distribution,Tarpaulin,,197,605,
,MNMCC,,,Distribution,Tents,,197,,
524 2 05 24 5 067,Namaste Nepal,,Anekot,Distribution,Tarpaulin,All / Blanket,26,26,
524 2 05 24 5 067,Namaste Nepal,,Anekot,Distribution,Tarpaulin,All / Blanket,54,54,
524 2 05 24 5 067,Namaste Nepal,Namaste Nepal,Anekot,Activity,Community Training,All / Blanket,,,
524 2 05 24 5 067,Namaste Nepal,,Anekot,Cash,Conditional Cash,Targeted group,,,
524 2 05 24 5 086,Namaste Nepal,,Bekhsimle Ghartigaon,Distribution,Tarpaulin,All / Blanket,25,25,
524 2 05 24 5 006,Namaste Nepal,,Kattike Deurali,Distribution,Tarpaulin,All / Blanket,100,100,
524 2 05 24 5 080,Namaste Nepal,,Koshidekha,Distribution,Tarpaulin,All / Blanket,28,28,
524 2 05 24 5 031,Namaste Nepal,,Mahadevtar,Distribution,Tarpaulin,All / Blanket,25,25,
524 2 05 24 5 031,Namaste Nepal,Namaste Nepal,Mahadevtar,Activity,Community Training,All / Blanket,,,
524 2 05 24 5 031,Namaste Nepal,,Mahadevtar,Cash,Conditional Cash,Targeted group,,,
524 2 05 24 5 009,Namaste Nepal,,Nangregagarche,Distribution,Tarpaulin,All / Blanket,200,200,
524 2 05 24 5 010,Namaste Nepal,,Sanuwangthali,Distribution,Tarpaulin,All / Blanket,30,26,
524 2 05 24 5 087,Namaste Nepal,,Simthali,Distribution,Tarpaulin,All / Blanket,50,50,
524 2 05 24 5 087,Namaste Nepal,CRo,Simthali,Activity,Community Training,All / Blanket,,,
524 2 05 24 5 087,Namaste Nepal,CRo,Simthali,Cash,Conditional Cash,Targeted group,,,
524 2 04 21 5 032,Namaste Nepal,CRo,Bethan,Activity,Community Training,All / Blanket,,,
524 2 04 21 5 032,Namaste Nepal,CRo,Bethan,Cash,Conditional Cash,Targeted group,,,
524 2 04 21 5 053,Namaste Nepal,,Goshwara,Distribution,Tarpaulin,All / Blanket,75,75,
524 2 04 22 5 002,Nazarene Compassionate Ministries Nepal (NCM Nepal),,Gairimudi,Distribution,Tarpaulin,,249,249,
524 2 05 25 5 006,Nazarene Compassionate Ministries Nepal (NCM Nepal),,Nallu,Distribution,Household kits (excluding tarpaulins),,180,180,
,Nepal Red Cross,,,Distribution,Blankets,,150,75,
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,200,
,Nepal Red Cross,,,Distribution,Tarpaulin,,385,385,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,50,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,50,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,22,22,
,Nepal Red Cross,,,Distribution,Tarpaulin,,78,0,
,Nepal Red Cross,,,Distribution,Blankets,,700,350,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,1012,1012,
,Nepal Red Cross,,,Distribution,Tarpaulin,,4834,4834,
,Nepal Red Cross,,,Distribution,Tents,,250,250,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,2000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,4000,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,2000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,3166,0,
,Nepal Red Cross,,,Distribution,Blankets,,15,7.5,
,Nepal Red Cross,,,Distribution,Tarpaulin,,600,600,
,Nepal Red Cross,,,Distribution,Tents,,5,5,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,0,
,Nepal Red Cross,,,Distribution,Blankets,,100,50,
,Nepal Red Cross,,,Distribution,Tarpaulin,,445,445,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,555,0,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,5,5,
,Nepal Red Cross,,,Distribution,Tarpaulin,,29,29,
,Nepal Red Cross,,,Distribution,Tarpaulin,,71,0,
524 2 05 30 5 043,Nepal Red Cross,,Gajuri,Distribution,Tarpaulin,,100,100,
524 2 05 30 5 048,Nepal Red Cross,,Jiwanpur,Distribution,Tarpaulin,,100,100,
524 2 05 30 5 036,Nepal Red Cross,,Kebalpur,Distribution,Tarpaulin,,100,100,
524 2 05 30 5 008,Nepal Red Cross,,Salyan Tar,Distribution,Tarpaulin,,200,200,
,Nepal Red Cross,,,Distribution,Blankets,,711,355.5,
,Nepal Red Cross,,,Distribution,Tarpaulin,,3013,3013,
,Nepal Red Cross,,,Distribution,Tents,,205,205,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,3000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,6000,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,3000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,3487,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Blankets,,500,250,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,500,500,
,Nepal Red Cross,,,Distribution,Tarpaulin,,4294,4295,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,3000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,6000,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,3000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,756,0,
,Nepal Red Cross,,,Distribution,Blankets,,1032,516,
,Nepal Red Cross,,,Distribution,Tarpaulin,,4869,4869,
,Nepal Red Cross,,,Distribution,Tents,,142,142,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,4100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,8200,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,4100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,131,0,
,Nepal Red Cross,,,Distribution,Blankets,,30,15,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,275,275,
,Nepal Red Cross,,,Distribution,Tarpaulin,,91,91,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,50,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,50,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,109,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,6,6,
,Nepal Red Cross,,,Distribution,Tarpaulin,,94,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Blankets,,2106,1053,
,Nepal Red Cross,,,Distribution,Tarpaulin,,3775,3775,
,Nepal Red Cross,,,Distribution,Tents,,203,203,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,4000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,8000,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,4000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,3225,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Blankets,,920,460,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,750,750,
,Nepal Red Cross,,,Distribution,Tarpaulin,,1811,1811,
,Nepal Red Cross,,,Distribution,Blankets,,51,25.5,
,Nepal Red Cross,,,Distribution,Tarpaulin,,7555,7555,
,Nepal Red Cross,,,Distribution,Tents,,402,402,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,3000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,6000,,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,3000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,1445,0,
,Nepal Red Cross,,,Distribution,Blankets,,3979,1989.5,
,Nepal Red Cross,,,Distribution,Tarpaulin,,3021,3021,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,5567,5567,
,Nepal Red Cross,,,Distribution,Tents,,320,320,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,2000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,4000,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,2000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,158,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,1284,1284,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,825,825,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,2000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,4000,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,2000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,29,29,
,Nepal Red Cross,,,Distribution,Tarpaulin,,71,0,
,Nepal Red Cross,,,Distribution,Blankets,,15,7.5,
,Nepal Red Cross,,,Distribution,Tarpaulin,,86,86,
,Nepal Red Cross,,,Distribution,Tarpaulin,,14,0,
,Nepal Red Cross,,,Distribution,Blankets,,110,55,
,Nepal Red Cross,,,Distribution,Tarpaulin,,110,110,
,Nepal Red Cross,,,Distribution,Blankets,,135,67.5,
,Nepal Red Cross,,,Distribution,Tarpaulin,,247,247,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,50,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,50,0,
,Nepal Red Cross,,,Distribution,Blankets,,2000,1000,
,Nepal Red Cross,,,Distribution,Tarpaulin,,2764,2764,
,Nepal Red Cross,,,Distribution,Tents,,146,146,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,4000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,8000,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,4000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,3236,0,
,Nepal Red Cross,,,Distribution,Blankets,,1522,761,
,Nepal Red Cross,,,Distribution,Tarpaulin,,2264,2264,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,1800,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,3600,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,1800,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,736,0,
,Nepal Red Cross,,,Distribution,Blankets,,200,100,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,27,27,
,Nepal Red Cross,,,Distribution,Tarpaulin,,304,304,
,Nepal Red Cross,,,Distribution,Tents,,203,203,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,50,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,50,0,
,Nepal Red Cross,,,Distribution,Blankets,,14,7,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,14,14,
,Nepal Red Cross,,,Distribution,Tarpaulin,,280,280,
,Nepal Red Cross,,,Distribution,Blankets,,100,50,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,100,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,11,11,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Blankets,,800,400,
,Nepal Red Cross,,,Distribution,Tarpaulin,,921,921,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,1500,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,3000,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,1500,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,579,0,
,Nepal Red Cross,,,Distribution,Blankets,,1150,575,
,Nepal Red Cross,,,Distribution,Tarpaulin,,1810,1810,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,1800,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,3600,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,1800,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,1190,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,500,500,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,500,500,
,Nepal Red Cross,,,Distribution,Tarpaulin,,2500,2500,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,1800,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,3600,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,1800,0,
,Nepal Red Cross,,,Distribution,blankets,,820,410,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,1000,1000,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,50,50,
,Nepal Red Cross,,,Distribution,Tarpaulin,,2000,2000,
,Nepal Red Cross,,,Distribution,Tarpaulin,,3392,3392,
,Nepal Red Cross,,,Distribution,Tents,,637,637,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,1000,1000,
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,4000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,8000,0,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,4000,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,4608,0,
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,0,
