hlcit,impl_ag,src_ag,vdc,action,desc,target,no_actions,no_hh,ave_cost
524 2 05 26 5 006,Nepal Red Cross,,Changunarayan,Cash,Unconditional Cash,Targeted group,28815000,1921,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,15000000,1000,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,1500000,100,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,3000000,200,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,45000000,3000,15000
524 2 04 22 5 038,Nepal Red Cross,,Sunkhani,Cash,Unconditional Cash,,23400000,1560,15000
524 2 04 22 5 037,Nepal Red Cross,,Sundrawati,Cash,Unconditional Cash,,14190000,946,15000
524 2 04 22 5 008,Nepal Red Cross,,Changkhu,Cash,Unconditional Cash,,8910000,594,15000
524 3 07 36 5 028,Nepal Red Cross,,Gangkhu,Cash,Unconditional Cash,,11535000,769,15000
524 3 07 36 5 008,Nepal Red Cross,,Phujel,Cash,Unconditional Cash,,19005000,1267,15000
524 3 07 36 5 007,Nepal Red Cross,,Namjung,Cash,Unconditional Cash,,13020000,868,15000
524 3 07 36 5 013,Nepal Red Cross,,Ghairung,Cash,Unconditional Cash,,15285000,1019,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,60000000,4000,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,Targeted group,15735000,1049,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,Targeted group,12000000,800,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,Targeted group,18000000,1200,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,1500000,100,15000
524 2 05 25 5 022,Nepal Red Cross,,Chapagaun,Cash,Unconditional Cash,Targeted group,11145000,743,15000
524 2 05 25 5 024,Nepal Red Cross,,Jharuwarasi,Cash,Unconditional Cash,Targeted group,7485000,499,15000
524 2 06 31 5 026,Nepal Red Cross,,Namtar,Cash,Unconditional Cash,,6060000,404,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,23940000,1596,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,60000000,4000,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,27000000,1800,15000
524 2 04 21 5 030,Nepal Red Cross,,Manthali,Cash,Unconditional Cash,,6060000,404,15000
524 2 04 21 5 025,Nepal Red Cross,,Khimti,Cash,Unconditional Cash,,2190000,146,15000
524 2 04 21 5 013,Nepal Red Cross,,Duragaun,Cash,Unconditional Cash,,11490000,766,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,2760000,184,15000
524 2 05 29 5 002,Nepal Red Cross,,Dhunche,Cash,Unconditional Cash,,9180000,612,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,17820000,1188,15000
524 2 04 20 5 050,Nepal Red Cross,,Kusheshwar Dumja,Cash,Unconditional Cash,,17340000,1156,15000
524 2 04 20 5 036,Nepal Red Cross,,Bhimeshwar,Cash,Unconditional Cash,,7545000,503,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,75000000,5000,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,3000000,200,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,1500000,100,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,1500000,100,15000
,Nepal Red Cross,,,Cash,Unconditional Cash,,3000000,200,15000
,Nepal Red Cross,,,Distribution,Blankets,,150,,500
,Nepal Red Cross,,,Distribution,Tarpaulin,,175,,1500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,50,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,385,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,,1500
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,50,,3000
,Nepal Red Cross,,,Distribution,Tarpaulin,,104,,1500
,Nepal Red Cross,,,Distribution,Blankets,,700,,500
524 2 05 26 5 006,Nepal Red Cross,,Changunarayan,Distribution,Household kits (excluding tarpaulins),Targeted group,1000,,3800
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,1000,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,6611,,1500
524 2 05 26 5 006,Nepal Red Cross,,Changunarayan,Distribution,Tarpaulin,Targeted group,2000,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,2000,,1500
,Nepal Red Cross,,,Distribution,Tents,,250,,
524 2 05 26 5 006,Nepal Red Cross,,Changunarayan,Distribution,Tool kits and fixings,Targeted group,1000,,3000
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,1000,,3000
,Nepal Red Cross,,,Distribution,Blankets,,15,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,100,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,1200,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,,1500
,Nepal Red Cross,,,Distribution,Tents,,5,,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,100,,3000
,Nepal Red Cross,,,Distribution,Blankets,,145,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,100,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,187,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,,1500
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,100,,3000
,Nepal Red Cross,,,Distribution,Tarpaulin,,29,,1500
,Nepal Red Cross,,,Distribution,Blankets,,711,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,3000,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,3513,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,6000,,1500
,Nepal Red Cross,,,Distribution,Tents,,331,,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,3000,,3000
,Nepal Red Cross,,,Distribution,Blankets,,52,,500
,Nepal Red Cross,,,Distribution,Tarpaulin,,422,,1500
,Nepal Red Cross,,,Distribution,Blankets,,500,,500
524 2 04 22 5 038,Nepal Red Cross,,Sunkhani,Distribution,Household kits (excluding tarpaulins),,1560,,3800
524 2 04 22 5 037,Nepal Red Cross,,Sundrawati,Distribution,Household kits (excluding tarpaulins),,946,,3800
524 2 04 22 5 008,Nepal Red Cross,,Changkhu,Distribution,Household kits (excluding tarpaulins),,594,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,7712,,1500
524 2 04 22 5 038,Nepal Red Cross,,Sunkhani,Distribution,Tarpaulin,,3120,,1500
524 2 04 22 5 037,Nepal Red Cross,,Sundrawati,Distribution,Tarpaulin,,1892,,1500
524 2 04 22 5 008,Nepal Red Cross,,Changkhu,Distribution,Tarpaulin,,1188,,1500
524 2 04 22 5 038,Nepal Red Cross,,Sunkhani,Distribution,Tool kits and fixings,,1560,,3000
524 2 04 22 5 037,Nepal Red Cross,,Sundrawati,Distribution,Tool kits and fixings,,946,,3000
524 2 04 22 5 008,Nepal Red Cross,,Changkhu,Distribution,Tool kits and fixings,,594,,3000
,Nepal Red Cross,,,Distribution,Blankets,,1106,,500
524 3 07 36 5 028,Nepal Red Cross,,Gangkhu,Distribution,Household kits (excluding tarpaulins),,769,,3800
524 3 07 36 5 008,Nepal Red Cross,,Phujel,Distribution,Household kits (excluding tarpaulins),,1267,,3800
524 3 07 36 5 007,Nepal Red Cross,,Namjung,Distribution,Household kits (excluding tarpaulins),,868,,3800
524 3 07 36 5 013,Nepal Red Cross,,Ghairung,Distribution,Household kits (excluding tarpaulins),,1019,,3800
524 3 07 36 5 028,Nepal Red Cross,,Gangkhu,Distribution,Tarpaulin,,1538,,1500
524 3 07 36 5 008,Nepal Red Cross,,Phujel,Distribution,Tarpaulin,,2534,,1500
524 3 07 36 5 007,Nepal Red Cross,,Namjung,Distribution,Tarpaulin,,1736,,1500
524 3 07 36 5 013,Nepal Red Cross,,Ghairung,Distribution,Tarpaulin,,2038,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,8177,,1500
,Nepal Red Cross,,,Distribution,Tents,,163,,
524 3 07 36 5 028,Nepal Red Cross,,Gangkhu,Distribution,Tool kits and fixings,,769,,3000
524 3 07 36 5 008,Nepal Red Cross,,Phujel,Distribution,Tool kits and fixings,,1267,,3000
524 3 07 36 5 007,Nepal Red Cross,,Namjung,Distribution,Tool kits and fixings,,868,,3000
524 3 07 36 5 013,Nepal Red Cross,,Ghairung,Distribution,Tool kits and fixings,,1019,,3000
,Nepal Red Cross,,,Distribution,Blankets,,30,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,50,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,366,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,,1500
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,50,,3000
,Nepal Red Cross,,,Distribution,Tarpaulin,,6,,1500
,Nepal Red Cross,,,Distribution,Blankets,,2106,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,4000,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,12364,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,8000,,1500
,Nepal Red Cross,,,Distribution,Tents,,206,,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,4000,,3000
,Nepal Red Cross,,,Distribution,Blankets,,920,,500
,Nepal Red Cross,,,Distribution,Tarpaulin,,2561,,1500
,Nepal Red Cross,,,Distribution,Blankets,,51,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),Targeted group,800,,3800
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),Targeted group,1200,,3800
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),Targeted group,1000,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,7555,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,Targeted group,1600,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,Targeted group,2400,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,Targeted group,2000,,1500
,Nepal Red Cross,,,Distribution,Tents,,402,,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,Targeted group,800,,3000
,Nepal Red Cross,,,Distribution,Tool kits and fixings,Targeted group,1200,,3000
,Nepal Red Cross,,,Distribution,Tool kits and fixings,Targeted group,1000,,3000
,Nepal Red Cross,,,Distribution,Blankets,,12208,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,100,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,10817,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,,1500
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,100,,3000
524 2 05 25 5 022,Nepal Red Cross,,Chapagaun,Distribution,Household kits (excluding tarpaulins),Targeted group,1000,,3800
524 2 05 25 5 024,Nepal Red Cross,,Jharuwarasi,Distribution,Household kits (excluding tarpaulins),Targeted group,1000,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,5735,,1500
524 2 05 25 5 022,Nepal Red Cross,,Chapagaun,Distribution,Tarpaulin,Targeted group,2000,,1500
524 2 05 25 5 024,Nepal Red Cross,,Jharuwarasi,Distribution,Tarpaulin,Targeted group,2000,,1500
,Nepal Red Cross,,,Distribution,Tents,,320,,
524 2 05 25 5 022,Nepal Red Cross,,Chapagaun,Distribution,Tool kits and fixings,Targeted group,1000,,3000
524 2 05 25 5 024,Nepal Red Cross,,Jharuwarasi,Distribution,Tool kits and fixings,Targeted group,1000,,3000
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,100,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,1284,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,,1500
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,100,,3000
524 2 06 31 5 026,Nepal Red Cross,,Namtar,Distribution,Household kits (excluding tarpaulins),,404,,3800
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,1596,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,825,,1500
524 2 06 31 5 026,Nepal Red Cross,,Namtar,Distribution,Tarpaulin,,808,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,3192,,1500
524 2 06 31 5 026,Nepal Red Cross,,Namtar,Distribution,Tool kits and fixings,,404,,3000
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,1596,,3000
,Nepal Red Cross,,,Distribution,Tarpaulin,,29,,1500
,Nepal Red Cross,,,Distribution,Blankets,,15,,500
,Nepal Red Cross,,,Distribution,Tarpaulin,,86,,1500
,Nepal Red Cross,,,Distribution,Blankets,,110,,500
,Nepal Red Cross,,,Distribution,Tarpaulin,,110,,1500
,Nepal Red Cross,,,Distribution,Blankets,,135,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,50,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,247,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,,1500
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,50,,3000
,Nepal Red Cross,,,Distribution,Blankets,,1395,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,4000,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,2585,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,8000,,1500
,Nepal Red Cross,,,Distribution,Tents,,146,,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,4000,,3000
,Nepal Red Cross,,,Distribution,Blankets,,1522,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,1800,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,5150,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,3600,,1500
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,1800,,3000
,Nepal Red Cross,,,Distribution,Blankets,,200,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,50,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,304,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,,1500
,Nepal Red Cross,,,Distribution,Tents,,203,,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,50,,3000
,Nepal Red Cross,,,Distribution,Blankets,,14,,500
,Nepal Red Cross,,,Distribution,Tarpaulin,,280,,1500
,Nepal Red Cross,,,Distribution,Blankets,,100,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,100,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,,1500
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,100,,3000
,Nepal Red Cross,,,Distribution,Tarpaulin,,11,,1500
,Nepal Red Cross,,,Distribution,Blankets,,800,,500
524 2 04 21 5 030,Nepal Red Cross,,Manthali,Distribution,Household kits (excluding tarpaulins),,404,,3800
524 2 04 21 5 025,Nepal Red Cross,,Khimti,Distribution,Household kits (excluding tarpaulins),,146,,3800
524 2 04 21 5 013,Nepal Red Cross,,Duragaun,Distribution,Household kits (excluding tarpaulins),,766,,3800
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,184,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,2200,,1500
524 2 04 21 5 030,Nepal Red Cross,,Manthali,Distribution,Tarpaulin,,808,,1500
524 2 04 21 5 025,Nepal Red Cross,,Khimti,Distribution,Tarpaulin,,292,,1500
524 2 04 21 5 013,Nepal Red Cross,,Duragaun,Distribution,Tarpaulin,,1532,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,368,,1500
524 2 04 21 5 030,Nepal Red Cross,,Manthali,Distribution,Tool kits and fixings,,404,,3000
524 2 04 21 5 025,Nepal Red Cross,,Khimti,Distribution,Tool kits and fixings,,146,,3000
524 2 04 21 5 013,Nepal Red Cross,,Duragaun,Distribution,Tool kits and fixings,,766,,3000
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,184,,3000
,Nepal Red Cross,,,Distribution,Blankets,,1150,,500
524 2 05 29 5 010,Nepal Red Cross,,Thulo Gaun,Distribution,Household kits (excluding tarpaulins),,96,,3800
524 2 05 29 5 009,Nepal Red Cross,,Danda Gaun,Distribution,Household kits (excluding tarpaulins),,141,,3800
524 2 05 29 5 006,Nepal Red Cross,,Jibjibe (Nilkantha),Distribution,Household kits (excluding tarpaulins),,356,,3800
524 2 05 29 5 003,Nepal Red Cross,,Yarsa,Distribution,Household kits (excluding tarpaulins),,256,,3800
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,951,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,1810,,1500
524 2 05 29 5 010,Nepal Red Cross,,Thulo Gaun,Distribution,Tarpaulin,,192,,1500
524 2 05 29 5 009,Nepal Red Cross,,Danda Gaun,Distribution,Tarpaulin,,282,,1500
524 2 05 29 5 006,Nepal Red Cross,,Jibjibe (Nilkantha),Distribution,Tarpaulin,,712,,1500
524 2 05 29 5 003,Nepal Red Cross,,Yarsa,Distribution,Tarpaulin,,512,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,1902,,1500
524 2 05 29 5 010,Nepal Red Cross,,Thulo Gaun,Distribution,Tool kits and fixings,,96,,3000
524 2 05 29 5 009,Nepal Red Cross,,Danda Gaun,Distribution,Tool kits and fixings,,141,,3000
524 2 05 29 5 006,Nepal Red Cross,,Jibjibe (Nilkantha),Distribution,Tool kits and fixings,,356,,3000
524 2 05 29 5 003,Nepal Red Cross,,Yarsa,Distribution,Tool kits and fixings,,256,,3000
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,951,,3000
,Nepal Red Cross,,,Distribution,Tarpaulin,,500,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,219,,1500
524 2 04 20 5 050,Nepal Red Cross,,Kusheshwar Dumja,Distribution,Household kits (excluding tarpaulins),,1156,,3800
524 2 04 20 5 036,Nepal Red Cross,,Bhimeshwar,Distribution,Household kits (excluding tarpaulins),,503,,3800
524 2 04 20 5 050,Nepal Red Cross,,Kusheshwar Dumja,Distribution,Tarpaulin,,2312,,1500
524 2 04 20 5 036,Nepal Red Cross,,Bhimeshwar,Distribution,Tarpaulin,,1006,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,2500,,1500
,Nepal Red Cross,,,Distribution,Tents,,20,,
524 2 04 20 5 050,Nepal Red Cross,,Kusheshwar Dumja,Distribution,Tool kits and fixings,,1156,,3000
524 2 04 20 5 036,Nepal Red Cross,,Bhimeshwar,Distribution,Tool kits and fixings,,503,,3000
,Nepal Red Cross,,,Distribution,Blankets,,820,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,5000,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,7603,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,10000,,1500
,Nepal Red Cross,,,Distribution,Tents,,637,,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,5000,,3000
,Nepal Red Cross,,,Distribution,Blankets,,450,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,100,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,2405,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,,1500
,Nepal Red Cross,,,Distribution,Tents,,210,,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,100,,3000
,Nepal Red Cross,,,Distribution,Blankets,,2,,500
,Nepal Red Cross,,,Distribution,Tarpaulin,,73,,1500
,Nepal Red Cross,,,Distribution,Blankets,,52,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,50,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,5130,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,,1500
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,50,,3000
,Nepal Red Cross,,,Distribution,Blankets,,125,,500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,100,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,1161,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,200,,1500
,Nepal Red Cross,,,Distribution,Tents,,71,,
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,100,,3000
,Nepal Red Cross,,,Distribution,Tarpaulin,,5,,1500
,Nepal Red Cross,,,Distribution,Household kits (excluding tarpaulins),,50,,3800
,Nepal Red Cross,,,Distribution,Tarpaulin,,507,,1500
,Nepal Red Cross,,,Distribution,Tarpaulin,,100,,1500
,Nepal Red Cross,,,Distribution,Tool kits and fixings,,50,,3000
524 2 05 26 5 004,OM nepal,,Nagarkot,Distribution,Tarpaulin,,3,3,
524 2 05 30 5 046,OM nepal,,Tasarpu,Distribution,Tarpaulin,,1,1,
524 2 04 22 5 010,OM nepal,,Jungu,Distribution,Tarpaulin,,6,8,
,OM nepal,,Sakku,Distribution,Tarpaulin,,50,50,
524 2 05 24 5 033,OM nepal,,Shikhar Ambote,Distribution,Tarpaulin,,1,1,
524 2 05 27 1 001,OM nepal,,Kathmandu Metropolitan,Distribution,Tarpaulin,,3,3,
524 2 05 27 1 001,OM nepal,,Kathmandu Metropolitan,Distribution,Tarpaulin,,5,5,
524 2 05 27 5 017,OM nepal,,Kapan,Distribution,Tarpaulin,,45,45,
,OM nepal,,Taukhel,Distribution,Tarpaulin,,40,40,
,OM nepal,,Bhaisipati,Distribution,Tarpaulin,,5,5,
,OM nepal,,Mahalaxmi,Distribution,Tarpaulin,,19,19,
,OM nepal,,Badhagaon,Distribution,Tarpaulin,,25,25,
,OM nepal,,Thikhedewal,Distribution,Tarpaulin,,2,2,
,OM nepal,,Badhagaon,Distribution,Tarpaulin,,1,1,
,OM nepal,,Kupondole,Distribution,Tarpaulin,,4,3,
,OM nepal,,Kusunti,Distribution,Tarpaulin,,175,175,
,OM nepal,,Sanaguan,Distribution,Tarpaulin,,25,25,
,OM nepal,,Muktitol,Distribution,Tarpaulin,,24,24,
524 2 05 25 5 024,OM nepal,,Jharuwarasi,Distribution,Tarpaulin,,1,1,
524 2 05 25 5 021,OM nepal,,Chhampi,Distribution,Tarpaulin,,1,1,
524 2 05 25 5 024,OM nepal,,Jharuwarasi,Distribution,Tarpaulin,,2,2,
524 2 05 25 5 024,OM nepal,,Jharuwarasi,Distribution,Tarpaulin,,20,20,
524 2 05 25 5 024,OM nepal,,Jharuwarasi,Distribution,Tarpaulin,,40,40,
524 2 05 25 5 024,OM nepal,,Jharuwarasi,Distribution,Tarpaulin,,15,15,
524 2 05 25 5 004,OM nepal,,Lele,Distribution,Tarpaulin,,15,15,
524 2 05 25 5 024,OM nepal,,Jharuwarasi,Distribution,Tarpaulin,,90,90,
524 2 05 25 5 039,OM nepal,,Thecho,Distribution,Tarpaulin,,6,6,
524 2 05 25 5 040,OM nepal,,Dhapakhel,Distribution,Tarpaulin,,1,1,
524 2 05 25 5 021,OM nepal,,Chhampi,Distribution,Tarpaulin,,30,30,
524 2 05 25 5 024,OM nepal,,Jharuwarasi,Distribution,Tarpaulin,,93,93,
524 2 05 25 5 024,OM nepal,,Jharuwarasi,Distribution,Tarpaulin,,4,4,
524 2 05 25 5 024,OM nepal,,Jharuwarasi,Distribution,Tarpaulin,,3,3,
524 2 05 25 5 024,OM nepal,,Jharuwarasi,Distribution,Tarpaulin,,11,10,
524 2 05 25 5 039,OM nepal,,Thecho,Distribution,Tarpaulin,,8,8,
524 2 05 25 5 025,OM nepal,,Godawari,Distribution,Tarpaulin,,290,290,
524 2 05 25 5 037,OM nepal,,Harisiddhi,Distribution,Tarpaulin,,20,20,
524 2 05 25 5 039,OM nepal,,Thecho,Distribution,Tarpaulin,,3,3,
524 2 05 25 5 023,OM nepal,,Badikhel,Distribution,Tarpaulin,,25,25,
524 2 05 25 5 025,OM nepal,,Godawari,Distribution,Tarpaulin,,5,,
524 2 05 25 5 036,OM nepal,,Thaiba,Distribution,Tarpaulin,,22,22,
524 2 05 25 5 036,OM nepal,,Thaiba,Distribution,Tarpaulin,,100,100,
524 2 05 25 5 035,OM nepal,,Sunakothi,Distribution,Tarpaulin,,2,2,
524 2 05 25 5 004,OM nepal,,Lele,Distribution,Tarpaulin,,13,13,
524 2 05 25 5 025,OM nepal,,Godawari,Distribution,Tarpaulin,,3,3,
,OM nepal,,Makawanpur,Distribution,Tarpaulin,,4,4,
,OM nepal,,Makawanpur,Distribution,Tarpaulin,,1,1,
524 2 06 31 5 003,OM nepal,,Sukaura,Distribution,Tarpaulin,,8,8,
524 2 06 31 5 001,OM nepal,,Thingan,Distribution,Tarpaulin,,1,2,
524 2 06 31 5 001,OM nepal,,Thingan,Distribution,Tarpaulin,,3,3,
524 2 06 31 5 001,OM nepal,,Thingan,Distribution,Tarpaulin,,40,40,
524 2 06 31 5 025,OM nepal,,Kalikatar,Distribution,Tarpaulin,,1,1,
524 1 03 13 5 051,OM nepal,,Tarkerabari,Distribution,Tarpaulin,,61,61,
524 2 05 29 5 001,OM nepal,,Haku,Distribution,Tarpaulin,,20,20,
524 2 05 29 5 001,OM nepal,,Haku,Distribution,Tarpaulin,,105,105,
524 2 05 29 5 014,OM nepal,,Thuman,Distribution,Tarpaulin,,1,1,
524 2 05 29 5 016,OM nepal,,Briddim,Distribution,Tarpaulin,,30,30,
524 2 05 29 5 017,OM nepal,,Syaphru,Distribution,Tarpaulin,,20,20,
524 2 05 23 5 058,OM nepal,,Ichok,Distribution,Tarpaulin,,50,50,
524 2 05 23 5 036,OM nepal,,Pipaldanda,Distribution,Tarpaulin,,1,1,
524 2 05 30 5 004,OXFAM,,Satyadevi,Cash,,Targeted group,2550000,255,
524 2 05 30 5 015,OXFAM,,Tripura,Cash,,Targeted group,5420000,542,
524 2 05 26 5 004,OXFAM,,Nagarkot,Distribution,CGI Bundle (72ft/bundle),Targeted group,106,53,
524 2 05 26 5 004,OXFAM,,Nagarkot,Distribution,CGI Bundle (72ft/bundle),Targeted group,11,53,
524 2 05 26 5 002,OXFAM,,Sudal,Distribution,CGI Bundle (72ft/bundle),Targeted group,24,12,
524 2 05 26 5 002,OXFAM,,Sudal,Distribution,CGI Bundle (72ft/bundle),Targeted group,3,12,
524 2 05 26 5 008,OXFAM,,Jhaukhel,Distribution,CGI Bundle (72ft/bundle),Targeted group,30,15,
524 2 05 26 5 008,OXFAM,,Jhaukhel,Distribution,CGI Bundle (72ft/bundle),Targeted group,3,12,
524 2 05 26 3 002,OXFAM,,Madhyapur Thimi Municipality,Distribution,CGI Bundle (72ft/bundle),Targeted group,58,29,
524 2 05 26 3 002,OXFAM,,Madhyapur Thimi Municipality,Distribution,CGI Bundle (72ft/bundle),Targeted group,6,29,
524 2 05 26 5 013,OXFAM,,Gundu,Distribution,Tarpaulin,All / Blanket,100,100,
524 2 05 26 5 008,OXFAM,,Jhaukhel,Distribution,Tarpaulin,All / Blanket,200,200,
524 2 05 26 3 002,OXFAM,,Madhyapur Thimi Municipality,Distribution,Tarpaulin,All / Blanket,225,225,
524 2 05 26 5 004,OXFAM,,Nagarkot,Distribution,Tarpaulin,All / Blanket,325,325,
524 2 05 30 5 004,OXFAM,,Satyadevi,Distribution,CGI Bundle (72ft/bundle),Targeted group,1418,709,
524 2 05 30 5 004,OXFAM,,Satyadevi,Distribution,CGI Bundle (72ft/bundle),Targeted group,142,709,
524 2 05 30 5 015,OXFAM,,Tripura,Distribution,CGI Bundle (72ft/bundle),Targeted group,94,474,
524 2 05 30 5 015,OXFAM,,Tripura,Distribution,CGI Bundle (72ft/bundle),Targeted group,948,474,
524 2 05 30 5 037,OXFAM,,Benighat,Distribution,Tarpaulin,All / Blanket,2265,2265,
524 2 05 30 5 010,OXFAM,,Budhathum,Distribution,Tarpaulin,All / Blanket,56,56,
524 2 05 30 5 038,OXFAM,,Dhursa,Distribution,Tarpaulin,All / Blanket,1533,1533,
524 2 05 30 5 004,OXFAM,,Satyadevi,Distribution,Tarpaulin,All / Blanket,1696,1696,
