hlcit,impl_ag,src_ag,vdc,action,desc,target,no_actions,no_hh,ave_cost
524 3 07 36 5 019,CRS-Caritas,,Hansapur,Distribution,Blankets,,1252,626,
524 3 07 36 5 019,CRS-Caritas,,Hansapur,Distribution,CGI Bundle (72ft/bundle),,675,675,
524 3 07 36 5 019,CRS-Caritas,,Hansapur,Distribution,Construction Materials,,626,626,
524 3 07 36 5 019,CRS-Caritas,,Hansapur,Distribution,Construction Materials,,49,49,
524 3 07 36 5 019,CRS-Caritas,,Hansapur,Distribution,Household kits (excluding tarpaulins),,626,626,
524 3 07 36 5 019,CRS-Caritas,,Hansapur,Distribution,Tool kits and fixings,,169,626,
524 3 07 37 5 019,CRS-Caritas,,Dhamilikuwa,Distribution,Blankets,,2490,1245,
524 3 07 37 5 027,CRS-Caritas,,Pyarjung,Distribution,Blankets,,964,482,
524 3 07 37 5 029,CRS-Caritas,,Tarkughat,Distribution,Blankets,,1556,778,
524 3 07 37 5 026,CRS-Caritas,,Mohariyakot,Distribution,Blankets,,1186,593,
524 3 07 37 5 019,CRS-Caritas,,Dhamilikuwa,Distribution,Household kits (excluding tarpaulins),,1245,1245,
524 3 07 37 5 027,CRS-Caritas,,Pyarjung,Distribution,Household kits (excluding tarpaulins),,482,482,
524 3 07 37 5 029,CRS-Caritas,,Tarkughat,Distribution,Household kits (excluding tarpaulins),,778,778,
524 3 07 37 5 026,CRS-Caritas,,Mohariyakot,Distribution,Household kits (excluding tarpaulins),,593,593,
524 3 07 37 5 019,CRS-Caritas,,Dhamilikuwa,Distribution,Tarpaulin,,1245,1245,
524 3 07 37 5 027,CRS-Caritas,,Pyarjung,Distribution,Tarpaulin,,482,482,
524 3 07 37 5 029,CRS-Caritas,,Tarkughat,Distribution,Tarpaulin,,778,778,
524 3 07 37 5 026,CRS-Caritas,,Mohariyakot,Distribution,Tarpaulin,,593,593,
524 2 04 22 5 029,CWIN-TUKI,FORUT/NORAD,Alambu,Distribution,Tarpaulin,All / Blanket,690,685,
524 2 04 22 5 039,CWIN-TUKI,FORUT/NORAD,Bigu,Distribution,Tarpaulin,All / Blanket,729,729,
524 2 04 22 5 034,CWIN-TUKI,FORUT/NORAD,Babare,Distribution,Tarpaulin,All / Blanket,1220,1208,
524 2 04 22 5 040,CWIN-TUKI,FORUT/NORAD,Chilangkha,Distribution,Tarpaulin,All / Blanket,842,830,
524 2 04 22 5 041,CWIN-TUKI,FORUT/NORAD,Kalinchok,Distribution,Tarpaulin,All / Blanket,714,714,
524 2 04 22 5 042,CWIN-TUKI,FORUT/NORAD,Khopachagu,Distribution,Tarpaulin,All / Blanket,744,744,
524 2 04 22 5 035,CWIN-TUKI,FORUT/NORAD,Lamidanda,Distribution,Tarpaulin,All / Blanket,1401,1401,
524 2 04 22 5 043,CWIN-TUKI,FORUT/NORAD,Laduk,Distribution,Tarpaulin,All / Blanket,1000,1000,
524 2 04 22 5 042,CWIN-TUKI,FORUT/NORAD,Khopachagu,Distribution,CGI Bundle (72ft/bundle),All / Blanket,1510,755,
524 2 04 22 5 029,CWIN-TUKI,FORUT/NORAD,Alambu,Distribution,CGI Bundle (72ft/bundle),All / Blanket,122,61,
524 2 04 22 5 029,CWIN-TUKI,FORUT/NORAD,Alambu,Distribution,CGI Bundle (72ft/bundle),All / Blanket,198,99,
524 2 04 22 5 029,CWIN-TUKI,FORUT/NORAD,Alambu,Distribution,CGI Bundle (72ft/bundle),All / Blanket,150,75,
524 2 04 22 5 042,CWIN-TUKI,FORUT/NORAD,Khopachagu,Distribution,Tool kits and fixings,All / Blanket,755,755,
524 2 04 22 5 029,CWIN-TUKI,FORUT/NORAD,Alambu,Distribution,Tool kits and fixings,All / Blanket,,,
524 2 04 22 5 029,CWIN-TUKI,FORUT/NORAD,Alambu,Distribution,Tool kits and fixings,All / Blanket,,,
524 2 04 22 5 029,CWIN-TUKI,FORUT/NORAD,Alambu,Distribution,Tool kits and fixings,All / Blanket,,,
,DAN Chruch,,,Distribution,Household kits (excluding tarpaulins),,4500,,
,DAN Chruch,,,Distribution,Tarpaulin,,2500,,
,DDRC,IOM,Bhotasipa,Distribution,Blankets,Targeted group,900,900,
,FNCCI,,,Distribution,Tarpaulin,,4000,,
,FNCCI,,,Distribution,Tarpaulin,,10000,,
524 2 05 24 5 065,Germany-GIZ,GIZ,Mahendrajyoti Bansdol,Distribution,,,10,10,650
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,2,0,4000
524 2 06 35 5 023,Germany-GIZ,GIZ,ChandiBhanjyang,Distribution,Tarpaulin,,70,70,3360
524 2 06 35 5 014,Germany-GIZ,GIZ,Dahakhani,Distribution,Tarpaulin,,30,30,3360
,Germany-GIZ,GIZ,Manakamana,Distribution,Tool kits and fixings,,25,,2875
524 2 05 30 5 026,Germany-GIZ,GIZ,Nilkanth,Distribution,Blankets,,50,,37809
524 2 05 30 5 026,Germany-GIZ,GIZ,Nilkanth,Distribution,CGI Bundle (72ft/bundle),,180,,133349.4
524 2 05 30 5 026,Germany-GIZ,GIZ,Nilkanth,Distribution,Construction Materials,,275,,2750
524 2 05 30 5 026,Germany-GIZ,GIZ,Nilkanth,Distribution,Tool kits and fixings,,8,,1600
524 2 05 30 5 048,Germany-GIZ,GIZ,Jiwanpur,Distribution,CGI Bundle (72ft/bundle),All / Blanket,2000,,
524 2 05 30 5 048,Germany-GIZ,GIZ,Jiwanpur,Distribution,Household kits (excluding tarpaulins),All / Blanket,1000,,
524 2 05 30 5 048,Germany-GIZ,GIZ,Jiwanpur,Distribution,Tool kits and fixings,All / Blanket,1000,,
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,64,0,4000
524 2 04 22 5 011,Germany-GIZ,GIZ,Kabre,Distribution,Blankets,,200,200,
524 2 04 22 5 011,Germany-GIZ,GIZ,Kabre,Distribution,Household kits (excluding tarpaulins),,200,200,
524 2 04 22 5 011,Germany-GIZ,GIZ,Kabre,Distribution,Tarpaulin,,200,200,
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,11,0,4000
524 2 04 22 5 011,Germany-GIZ,GIZ,Kabre,Distribution,Tarpaulin,,200,200,2260
524 2 04 22 5 021,Germany-GIZ,GIZ,Gaurishankar,Distribution,Tarpaulin,,56,56,2260
524 3 07 36 5 024,Germany-GIZ,GIZ,Thalajung,Distribution,Tarpaulin,All / Blanket,1,1,1512
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,47,0,4000
524 2 05 24 5 061,Germany-GIZ,GIZ,Naya Gaun Deupur,Distribution,Blankets,,50,,38985
524 2 05 24 5 061,Germany-GIZ,GIZ,Naya Gaun Deupur,Distribution,CGI Bundle (72ft/bundle),,96,,71119.68
524 2 05 24 5 061,Germany-GIZ,GIZ,Naya Gaun Deupur,Distribution,Construction Materials,,175,,1750
524 2 05 24 5 037,Germany-GIZ,GIZ,DaraunePokhari,Distribution,Tarpaulin,All / Blanket,1,1,1512
524 2 05 24 5 071,Germany-GIZ,GIZ,Jyamdi Mandan,Distribution,Tarpaulin,All / Blanket,6,6,1512
524 2 05 24 5 061,Germany-GIZ,GIZ,Naya Gaun Deupur,Distribution,Tool kits and fixings,,4,,800
524 2 05 24 5 061,Germany-GIZ,GIZ,Naya Gaun Deupur,Distribution,Tool kits and fixings,,15,,1725
524 2 05 24 5 004,Germany-GIZ,GIZ,Ghusenisiwalaye,Distribution,CGI Bundle (72ft/bundle),,50,50,20000
524 2 05 24 5 008,Germany-GIZ,GIZ,Majhipheda,Distribution,Household kits (excluding tarpaulins),,65,65,20000
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,72,0,4000
524 2 05 24 5 039,Germany-GIZ,GIZ,Mathurapati Phulbari,Distribution,Tarpaulin,,20,20,2260
524 2 05 24 5 062,Germany-GIZ,GIZ,Kushadevi,Distribution,Household kits (excluding tarpaulins),All / Blanket,1,1,7330
524 2 05 24 3 003,Germany-GIZ,GIZ,Banepa Municipality,Distribution,Household kits (excluding tarpaulins),All / Blanket,3,3,7330
524 2 05 24 5 065,Germany-GIZ,GIZ,Mahendrajyoti Bansdol,Distribution,Household kits (excluding tarpaulins),All / Blanket,4,4,7330
524 2 05 24 5 066,Germany-GIZ,GIZ,Rabiopi,Distribution,Household kits (excluding tarpaulins),All / Blanket,2,2,7330
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,5,0,4000
,Germany-GIZ,GIZ,Narayanchowr,Distribution,Blankets,,50,,
524 2 05 27 5 045,Germany-GIZ,GIZ,Balambu,Distribution,Blankets,,50,,
524 2 05 27 5 012,Germany-GIZ,GIZ,Jorpati,Distribution,Blankets,,50,,38985
524 2 05 27 5 045,Germany-GIZ,GIZ,Balambu,Distribution,CGI Bundle (72ft/bundle),,60,,44449.8
524 2 05 27 5 034,Germany-GIZ,GIZ,Dharmasthali,Distribution,CGI Bundle (72ft/bundle),,84,,62229.72
524 2 05 27 5 045,Germany-GIZ,GIZ,Balambu,Distribution,Construction Materials,,125,,1250
524 2 05 27 5 034,Germany-GIZ,GIZ,Dharmasthali,Distribution,Construction Materials,,150,,1500
524 2 05 27 1 001,Germany-GIZ,GIZ,Kathmandu Metropolitan,Distribution,Household kits (excluding tarpaulins),,4,4,1
524 2 05 27 1 001,Germany-GIZ,GIZ,Kathmandu Metropolitan,Distribution,Tarpaulin,,55,,83160
524 2 05 27 1 001,Germany-GIZ,GIZ,Kathmandu Metropolitan,Distribution,Tarpaulin,All / Blanket,40,40,1512
524 2 05 27 1 001,Germany-GIZ,GIZ,Kathmandu Metropolitan,Distribution,Tarpaulin,All / Blanket,6,6,1512
524 2 05 27 1 001,Germany-GIZ,GIZ,Kathmandu Metropolitan,Distribution,Tarpaulin,,3,,
524 2 05 27 1 001,Germany-GIZ,GIZ,Kathmandu Metropolitan,Distribution,Tarpaulin,,55,,
524 2 05 27 5 045,Germany-GIZ,GIZ,Balambu,Distribution,Tool kits and fixings,,2,,400
524 2 05 27 5 045,Germany-GIZ,GIZ,Balambu,Distribution,Tool kits and fixings,,10,,1150
524 2 05 27 5 034,Germany-GIZ,GIZ,Dharmasthali,Distribution,Tool kits and fixings,,3,,600
524 2 05 27 5 034,Germany-GIZ,GIZ,Dharmasthali,Distribution,Tool kits and fixings,,15,,1725
524 2 05 27 1 001,Germany-GIZ,GIZ,Kathmandu Metropolitan,Distribution,Tents,,12,,
524 2 05 25 2 001,Germany-GIZ,GIZ,Lalitpur Sub Metropolitan,Distribution,Blankets,All / Blanket,1,1,600
524 2 05 25 5 034,Germany-GIZ,GIZ,Khokana,Distribution,Tarpaulin,All / Blanket,10,10,1512
524 2 05 25 2 001,Germany-GIZ,GIZ,Lalitpur Sub Metropolitan,Distribution,Tarpaulin,All / Blanket,2,2,1512
524 2 05 25 2 001,Germany-GIZ,GIZ,Lalitpur Sub Metropolitan,Distribution,Household kits (excluding tarpaulins),All / Blanket,1,1,6048
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,7,0,4000
524 2 05 25 5 030,Germany-GIZ,GIZ,Tikathali,Distribution,Tarpaulin,All / Blanket,2,2,1512
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,18,0,4000
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,13,0,4000
,Germany-GIZ,GIZ,Nilkanth,Distribution,Tool kits and fixings,,25,,2875
524 2 05 28 5 057,Germany-GIZ,GIZ,Karki Manakamana,Distribution,CGI Bundle (72ft/bundle),,180,,133349.4
524 2 05 28 5 057,Germany-GIZ,GIZ,Karki Manakamana,Distribution,Construction Materials,,275,,2750
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,1,1,10000
524 2 05 28 5 057,Germany-GIZ,GIZ,Karki Manakamana,Distribution,Tool kits and fixings,,8,,1600
524 2 05 28 5 019,Germany-GIZ,GIZ,Sikre,Distribution,CGI Bundle (72ft/bundle),All / Blanket,1000,,
524 2 05 28 5 019,Germany-GIZ,GIZ,Sikre,Distribution,Household kits (excluding tarpaulins),All / Blanket,500,,
524 2 05 28 5 019,Germany-GIZ,GIZ,Sikre,Distribution,Tool kits and fixings,All / Blanket,500,,
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,28,0,4000
524 1 03 13 5 018,Germany-GIZ,GIZ,Kuntadevi,Distribution,Tarpaulin,All / Blanket,3,3,1512
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,1,0,4000
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,19,0,4000
524 2 05 29 5 009,Germany-GIZ,GIZ,Danda Gaun,Distribution,CGI Bundle (72ft/bundle),All / Blanket,1000,,
524 2 05 29 5 009,Germany-GIZ,GIZ,Danda Gaun,Distribution,Household kits (excluding tarpaulins),All / Blanket,500,,
524 2 05 29 5 009,Germany-GIZ,GIZ,Danda Gaun,Distribution,Tool kits and fixings,All / Blanket,500,,
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,2,0,4000
524 2 05 23 5 002,Germany-GIZ,GIZ,Barhabise,Distribution,Blankets,,50,,38985
524 2 05 23 5 035,Germany-GIZ,GIZ,Chautara,Distribution,Blankets,,120,40,2070
524 2 05 23 5 035,Germany-GIZ,GIZ,Chautara,Distribution,Blankets,All / Blanket,2,2,600
524 2 05 23 5 035,Germany-GIZ,GIZ,Chautara,Distribution,CGI Bundle (72ft/bundle),,120,40,4800
,Germany-GIZ,GIZ,,Distribution,Construction Materials,,4,,5000
524 2 05 23 5 035,Germany-GIZ,GIZ,Chautara,Distribution,Household kits (excluding tarpaulins),,100,40,1530
524 2 05 23 5 035,Germany-GIZ,GIZ,Chautara,Distribution,Household kits (excluding tarpaulins),All / Blanket,1,1,3820
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,28,0,4000
524 2 05 23 5 050,Germany-GIZ,GIZ,Jalbire,Distribution,Tarpaulin,,5,5,2260
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,5,0,4000
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,6,0,4000
,Germany-GIZ,GIZ,,Distribution,Household kits (excluding tarpaulins),,1,0,4000
,Germany-GIZ,GIZ,,Distribution,CGI Bundle (72ft/bundle),All / Blanket,2000,,
524 2 05 23 5 035,Germany-GIZ,GIZ,Chautara,Training,,,,250,500
524 2 05 30 5 030,Global Communities,,Chainpur,Distribution,Blankets,,2,1118,25000
524 2 05 30 5 033,Global Communities,,Kumpur,Distribution,Blankets,All / Blanket,2,1450,25000
524 2 05 30 5 025,Global Communities,,Muralibhanjyang,Distribution,Blankets,,2,1673,25000
524 2 05 30 5 030,Global Communities,,Chainpur,Distribution,CGI Bundle (72ft/bundle),,2,1118,25000
524 2 05 30 5 033,Global Communities,,Kumpur,Distribution,CGI Bundle (72ft/bundle),,2,1450,25000
524 2 05 30 5 025,Global Communities,,Muralibhanjyang,Distribution,CGI Bundle (72ft/bundle),,2,1673,25000
524 2 05 30 5 030,Global Communities,,Chainpur,Distribution,Tarpaulin,,2,1118,25000
524 2 05 30 5 033,Global Communities,,kumpur,Distribution,Tarpaulin,,2,1450,25000
524 2 05 30 5 025,Global Communities,,Muralibhanjyang,Distribution,Tarpaulin,,2,1673,25000
524 2 05 30 5 030,Global Communities,,Chainpur,Distribution,Tool kits and fixings,,1,1118,25000
524 2 05 30 5 033,Global Communities,,Kumpur,Distribution,Tool kits and fixings,,1,1450,25000
524 2 05 30 5 025,Global Communities,,Muralibhanjyang,Distribution,Tool kits and fixings,,1,1673,25000
524 1 02 10 5 034,GlobalMedic,,Annapurna,Distribution,Tents,,1,500,
524 2 05 30 5 009,GlobalMedic,,Baseri,Distribution,Tents,,1,,
524 2 05 30 5 010,GlobalMedic,,Budhathum,Distribution,Tents,,1,,
524 2 05 30 5 033,GlobalMedic,,Kumpur,Distribution,Tents,,1,2000,
524 2 05 30 5 023,GlobalMedic,,Jyamruck,Distribution,Tents,,1,1220,
524 2 05 30 5 035,GlobalMedic,,Sunaulabajar,Distribution,Tents,,1,2000,
524 2 04 22 5 046,GlobalMedic,,Magapauwa,Distribution,Tents,,1,,
,GlobalMedic,,Arkhet,Distribution,Tents,,1,115,
524 3 07 36 5 052,GlobalMedic,,Aruchanaute,Distribution,Tents,,3,52,
524 3 07 36 5 065,GlobalMedic,,Warpak,Distribution,Tents,,1,,
524 2 05 24 5 003,GlobalMedic,,Birtadeurali,Distribution,Tents,,1,360,
524 2 05 24 5 077,GlobalMedic,,Baluwadeubhumi,Distribution,Tents,,1,1840,
524 2 05 24 3 003,GlobalMedic,,Banepa Municipality,Distribution,Tents,,1,,
524 2 05 24 5 054,GlobalMedic,,Dhungkharka Bahrabisae,Distribution,Tents,,1,1000,
524 2 05 24 5 004,GlobalMedic,,Ghusenisiwalaye,Distribution,Tents,,1,4500,
524 2 05 24 5 074,GlobalMedic,,Kolanti,Distribution,Tents,,1,440,
,GlobalMedic,,,Distribution,Tents,,1,,
524 2 05 24 5 027,GlobalMedic,,Budhakhani,Distribution,Tents,,1,,
524 2 05 24 5 028,GlobalMedic,,Ghartichhap,Distribution,Tents,,1,,
524 2 05 24 5 010,GlobalMedic,,Sanuwangthali,Distribution,Tents,,1,,
524 2 05 24 5 026,GlobalMedic,,Wanakhu,Distribution,Tents,,1,,
524 2 05 27 5 028,GlobalMedic,,Gongabu,Distribution,Tents,,2,32,
524 2 05 27 1 001,GlobalMedic,,Kathmandu Metropolitan,Distribution,Tents,,2,,
524 2 05 27 1 001,GlobalMedic,,Kathmandu Metropolitan,Distribution,Tents,,1,,
524 2 05 25 5 029,GlobalMedic,,Lubhu,Distribution,Tents,,1,450,
,GlobalMedic,,,Distribution,Tents,,6,90,
524 2 05 25 5 029,GlobalMedic,,Lubhu,Distribution,Tents,,1,,
524 3 07 37 5 005,GlobalMedic,,Dudhpokhara,Distribution,Tents,,1,,
,GlobalMedic,,Balephi,Distribution,Tents,,1,,
,GlobalMedic,,Sathihure,Distribution,Tents,,1,32,
,GlobalMedic,,Sukute,Distribution,Tents,,2,32,
524 2 05 23 5 040,GlobalMedic,,Kadambas,Distribution,Tents,,2,,
524 2 05 23 5 044,GlobalMedic,,Bandegaun,Distribution,Tents,,2,100,
524 2 05 23 5 048,GlobalMedic,,Nawalpur,Distribution,Tents,,1,,
524 2 05 23 5 044,GlobalMedic,,Bandegaun,Distribution,Tents,,1,,
524 2 05 23 5 043,GlobalMedic,,Bhotsipa,Distribution,Tents,,1,,
524 2 05 30 5 050,GOAL,Internal,Thakre,Distribution,Household kits (excluding tarpaulins),Targeted group,52,52,3500
524 2 05 30 5 032,GOAL,Internal,Khalte,Distribution,Household kits (excluding tarpaulins),Targeted group,76,76,3500
524 2 05 30 5 029,GOAL,Internal,Goganpani,Distribution,Household kits (excluding tarpaulins),Targeted group,61,61,3500
524 2 05 30 5 042,GOAL,Internal,Bhumisthan,Distribution,Household kits (excluding tarpaulins),Targeted group,30,30,3500
524 2 05 30 5 050,GOAL,Internal,Thakre,Distribution,Tarpaulin,Targeted group,52,52,1000
524 2 05 30 5 032,GOAL,Internal,Khalte,Distribution,Tarpaulin,Targeted group,76,76,1000
524 2 05 30 5 029,GOAL,Internal,Goganpani,Distribution,Tarpaulin,Targeted group,61,61,1000
524 2 05 30 5 042,GOAL,Internal,Bhumisthan,Distribution,Tarpaulin,Targeted group,30,30,1000
524 2 05 27 1 001,GOAL,Internal,Kathmandu Metropolitan,Distribution,Household kits (excluding tarpaulins),Targeted group,70,70,3500
524 2 05 27 1 001,GOAL,Internal,Kathmandu Metropolitan,Distribution,Tarpaulin,Targeted group,70,70,1000
524 2 05 25 5 032,GOAL,Internal,Imadol,Distribution,Household kits (excluding tarpaulins),Targeted group,5,5,3500
524 2 05 25 5 032,GOAL,Internal,Imadol,Distribution,Tarpaulin,Targeted group,5,5,1000
524 2 05 28 5 037,GOAL,Internal,Ganeshsthan,Distribution,Household kits (excluding tarpaulins),Targeted group,88,88,3500
524 2 05 28 5 002,GOAL,Internal,Duipipal,Distribution,Household kits (excluding tarpaulins),Targeted group,33,33,3500
524 2 05 28 5 032,GOAL,Internal,Samudratar,Distribution,Household kits (excluding tarpaulins),Targeted group,52,52,3500
524 2 05 28 5 040,GOAL,Internal,Khanigaun,Distribution,Household kits (excluding tarpaulins),Targeted group,8,8,3500
524 2 05 28 5 037,GOAL,Internal,Ganeshsthan,Distribution,Tarpaulin,Targeted group,88,88,1000
524 2 05 28 5 002,GOAL,Internal,Duipipal,Distribution,Tarpaulin,Targeted group,33,33,1000
524 2 05 28 5 032,GOAL,Internal,Samudratar,Distribution,Tarpaulin,Targeted group,52,52,1000
524 2 05 28 5 040,GOAL,Internal,Khanigaun,Distribution,Tarpaulin,Targeted group,8,8,1000
524 2 05 28 5 020,GOAL,Internal,Ratmate,Distribution,Household kits (excluding tarpaulins),Targeted group,20,20,3500
524 2 05 28 5 020,GOAL,Internal,Ratmate,Distribution,Tarpaulin,Targeted group,20,20,1000
524 2 05 29 5 003,GOAL,Internal,Yarsa,Distribution,Household kits (excluding tarpaulins),Targeted group,150,150,3500
524 2 05 29 5 014,GOAL,Internal,Thuman,Distribution,Household kits (excluding tarpaulins),Targeted group,153,153,3500
524 2 05 29 5 003,GOAL,Internal,Yarsa,Distribution,Tarpaulin,Targeted group,150,150,1000
524 2 05 29 5 014,GOAL,Internal,Thuman,Distribution,Tarpaulin,Targeted group,153,153,1000
524 2 05 29 5 017,GOAL,People in Need,Syaphru,Distribution,Blankets,Targeted group,772,193,300
524 2 05 29 5 003,GOAL,People in Need,Yarsa,Distribution,Blankets,Targeted group,196,,300
524 2 05 29 5 002,GOAL,People in Need,Dhunche,Distribution,Blankets,Targeted group,732,183,300
524 2 05 29 5 002,GOAL,People in Need,Dhunche,Distribution,Blankets,Targeted group,132,33,300
524 2 05 29 5 002,GOAL,People in Need,Dhunche,Distribution,Blankets,Targeted group,166,41,300
524 2 05 29 5 017,GOAL,People in Need,Syaphru,Distribution,Blankets,Targeted group,900,224,300
524 2 05 29 5 002,GOAL,IOM,Dhunche,Distribution,CGI Bundle (72ft/bundle),All / Blanket,160,80,16000
524 2 05 29 5 002,GOAL,IOM,Dhunche,Distribution,CGI Bundle (72ft/bundle),All / Blanket,40,20,16000
524 2 05 29 5 002,GOAL,IOM,Dhunche,Distribution,CGI Bundle (72ft/bundle),All / Blanket,106,53,16000
524 2 05 29 5 002,GOAL,IOM,Dhunche,Distribution,CGI Bundle (72ft/bundle),All / Blanket,282,141,16000
524 2 05 29 5 011,GOAL,IOM,Gatlang,Distribution,CGI Bundle (72ft/bundle),All / Blanket,298,149,16000
524 2 05 29 5 011,GOAL,IOM,Gatlang,Distribution,CGI Bundle (72ft/bundle),All / Blanket,140,70,16000
524 2 05 29 5 002,GOAL,IOM,Dhunche,Distribution,CGI Bundle (72ft/bundle),All / Blanket,162,81,16000
524 2 05 29 5 002,GOAL,IOM,Dhunche,Distribution,CGI Bundle (72ft/bundle),All / Blanket,198,99,16000
524 2 05 29 5 011,GOAL,IOM,Gatlang,Distribution,CGI Bundle (72ft/bundle),All / Blanket,166,83,16000
524 2 05 29 5 011,GOAL,IOM,Gatlang,Distribution,CGI Bundle (72ft/bundle),All / Blanket,222,111,16000
524 2 05 29 5 011,GOAL,IOM,Gatlang,Distribution,CGI Bundle (72ft/bundle),All / Blanket,330,165,16000
524 2 05 29 5 002,GOAL,IOM,Dhunche,Distribution,CGI Bundle (72ft/bundle),All / Blanket,150,75,16000
524 2 05 29 5 017,GOAL,GIZ,Syaphru,Distribution,CGI Bundle (72ft/bundle),All / Blanket,194,97,16000
524 2 05 29 5 017,GOAL,GIZ,Syaphru,Distribution,CGI Bundle (72ft/bundle),All / Blanket,102,51,16000
524 2 05 29 5 017,GOAL,GIZ,Syaphru,Distribution,CGI Bundle (72ft/bundle),All / Blanket,50,25,16000
524 2 05 29 5 017,GOAL,GIZ,Syaphru,Distribution,CGI Bundle (72ft/bundle),All / Blanket,66,33,16000
524 2 05 29 5 017,GOAL,GIZ,Syaphru,Distribution,CGI Bundle (72ft/bundle),All / Blanket,66,33,16000
524 2 05 29 5 017,GOAL,GIZ,Syaphru,Distribution,CGI Bundle (72ft/bundle),All / Blanket,170,85,16000
524 2 05 29 5 017,GOAL,GIZ,Syaphru,Distribution,CGI Bundle (72ft/bundle),All / Blanket,80,40,16000
524 2 05 29 5 017,GOAL,GIZ,Syaphru,Distribution,CGI Bundle (72ft/bundle),All / Blanket,142,71,16000
524 2 05 29 5 017,GOAL,GIZ,Syaphru,Distribution,CGI Bundle (72ft/bundle),All / Blanket,442,221,16000
524 2 05 29 5 011,GOAL,Internal,Gatlang,Distribution,Household kits (excluding tarpaulins),Targeted group,12,12,3500
524 2 05 29 5 018,GOAL,Internal,Goljung,Distribution,Household kits (excluding tarpaulins),Targeted group,2,2,3500
524 2 05 29 5 017,GOAL,Internal,Syaphru,Distribution,Household kits (excluding tarpaulins),Targeted group,32,32,3500
,GOAL,Internal,,Distribution,Household kits (excluding tarpaulins),Targeted group,143,143,3500
,GOAL,Internal,,Distribution,Household kits (excluding tarpaulins),Targeted group,53,53,3500
524 2 05 29 5 004,GOAL,Internal,Saramthali,Distribution,Household kits (excluding tarpaulins),Targeted group,150,150,3500
524 2 05 29 5 004,GOAL,Internal,Saramthali,Distribution,Household kits (excluding tarpaulins),Targeted group,160,160,3500
524 2 05 29 5 001,GOAL,Internal,Haku,Distribution,Household kits (excluding tarpaulins),Targeted group,31,31,3500
524 2 05 29 5 001,GOAL,Internal,Haku,Distribution,Household kits (excluding tarpaulins),Targeted group,18,18,3500
524 2 05 29 5 001,GOAL,Internal,Haku,Distribution,Household kits (excluding tarpaulins),Targeted group,13,13,3500
524 2 05 29 5 006,GOAL,Internal,Jibjibe (Nilkantha),Distribution,Household kits (excluding tarpaulins),Targeted group,1,1,3500
524 2 05 29 5 017,GOAL,UNFPA,Syaphru,Distribution,Household kits (excluding tarpaulins),Targeted group,64,64,1000
524 2 05 29 5 001,GOAL,Irish Aid,Haku,Distribution,Household kits (excluding tarpaulins),Targeted group,96,96,2700
524 2 05 29 5 001,GOAL,Irish Aid,Haku,Distribution,Household kits (excluding tarpaulins),Targeted group,201,201,2700
524 2 05 29 5 002,GOAL,Irish Aid,Dhunche,Distribution,Household kits (excluding tarpaulins),Targeted group,39,39,2700
524 2 05 29 5 002,GOAL,Irish Aid,Dhunche,Distribution,Household kits (excluding tarpaulins),Targeted group,8,8,2700
524 2 05 29 5 002,GOAL,Irish Aid,Dhunche,Distribution,Household kits (excluding tarpaulins),Targeted group,73,73,2700
524 2 05 29 5 017,GOAL,People in Need,Syaphru,Distribution,Household kits (excluding tarpaulins),Targeted group,772,193,250
524 2 05 29 5 017,GOAL,Irish Aid,Syaphru,Distribution,Household kits (excluding tarpaulins),Targeted group,96,96,2700
524 2 05 29 5 004,GOAL,Irish Aid,Saramthali,Distribution,Household kits (excluding tarpaulins),Targeted group,39,39,2700
524 2 05 29 5 017,GOAL,Internal,Syaphru,Distribution,Household kits (excluding tarpaulins),Targeted group,250,125,120
524 2 05 29 5 002,GOAL,UNFPA,Dhunche,Distribution,Household kits (excluding tarpaulins),Targeted group,30,30,1000
524 2 05 29 5 017,GOAL,UNFPA,Syaphru,Distribution,Household kits (excluding tarpaulins),,30,30,1000
524 2 05 29 5 003,GOAL,Internal,Yarsa,Distribution,Household kits (excluding tarpaulins),,344,,120
524 2 05 29 5 003,GOAL,People in Need,Yarsa,Distribution,Household kits (excluding tarpaulins),,234,,250
524 2 05 29 5 002,GOAL,People in Need,Dhunche,Distribution,Household kits (excluding tarpaulins),,732,183,250
