"","p_code","vdc","hazard","exposure","housing","poverty","vulnerability","severity","sev_norm","sev_cat","hlcit","lon","lat","pop_density","hc_cnt","hc_wt_cnt","hazard_score","dist_epicenter"
"2197","W-LUM-47-029","Hungi",0.00507681,0.046942292,5.31827831,2.664835165,3.991556738,0.098348069,0.201704131,"Lowest",524309465020,83.70055393,27.90515785,235.09,2,4,5,176.472231932485
"2198","E-KOS-07-015","DhankutaN.P.",0.000937956,0.271053552,4.069743114,3.379120879,3.724431996,0.098197207,0.201394725,"Lowest",524102073001,87.33972444,26.98535017,546.98,3,11,4.4,205.44662206023
"2199","E-SAG-14-029","Rauta",0.003665237,0.078220068,2.563173352,4.041514042,3.302343697,0.098193073,0.201386247,"Lowest",524103145041,86.63889727,26.93841885,142.73,76,152,6.1,151.055240476166
"2200","W-LUM-47-020","Dobhan",0.003339278,0.070449319,5.31827831,2.664835165,3.991556738,0.09792432,0.200835057,"Lowest",524309465038,83.46681715,27.75479507,86.44,1,1,4.9,199.660713582249
"2201","E-SAG-13-029","DumreDharapani",0.00766169,0.027289885,4.999627576,3.959096459,4.479362018,0.097839483,0.200661062,"Lowest",524103125020,86.69466958,27.29929684,144.63,1,1,5.7,132.708420124769
"2202","E-KOS-09-030","Sitalpati",0.00441274,0.049987032,3.211651175,5.231990232,4.221820704,0.097653651,0.200279936,"Lowest",524102095002,87.15323013,27.42640837,154.69,1,2,6,169.760672932695
"2203","E-SAG-11-032","Takasindu",0.016718847,0.022317836,1.908867654,3.058608059,2.483737856,0.097496282,0.199957184,"Lowest",524103115004,86.63372825,27.65355902,12.9,1,1,7,114.021169354886
"2204","E-SAG-11-008","Chheskam",0.009595377,0.038617955,1.908867654,3.058608059,2.483737856,0.097271517,0.199496208,"Lowest",524103115013,86.92552019,27.68708378,9.08,1,1,6.8,141.836638221916
"2205","E-KOS-10-019","Deurali",0.003459738,0.054405492,4.667106139,5.045787546,4.856446842,0.09705134,0.199044643,"Lowest",524102105009,87.16883882,27.29469342,126.35,1,1,5.4,175.834244677148
"2206","E-SAG-14-045","Yayankhu",0.01041691,0.02651076,2.563173352,4.041514042,3.302343697,0.096975296,0.198888683,"Lowest",524103145025,86.35500794,27.1129376,95.2,76,152,6.5,117.233705241532
"2207","W-LUM-46-013","Baletaksar",0.004189481,0.043159435,6.738115437,3.333333333,5.035724385,0.096924291,0.198784076,"Lowest",524309515034,83.39685744,27.99200298,335.57,1,1,5,206.783635829273
"2208","W-DHA-45-034","Khunga",0.003694673,0.0376543,8.303290622,4.761904762,6.532597692,0.096863204,0.198658791,"Lowest",524308435024,83.61650069,28.19500654,74.55,4,14,5.4,188.516988770123
"2209","M-BHE-57-015","Holiya",0.001900563,0.064482861,6.604694962,8.174603175,7.389649068,0.096749814,0.198426238,"Lowest",524411575019,81.73554564,27.97719295,330.76,1,1,5.1,369.653160477059
"2210","W-LUM-46-076","Thulolumpek",0.00286192,0.062565803,6.738115437,3.333333333,5.035724385,0.09660928,0.198138012,"Lowest",524309515017,83.5180269,27.99995149,210.31,1,1,4.8,194.992261977539
"2211","E-SAG-12-012","Diyale",0.006524995,0.022922683,6.218955197,5.83028083,6.024618014,0.096588418,0.198095226,"Lowest",524103135006,86.6426431,27.2891048,123.54,1,1,6,128.697940785586
"2212","E-SAG-12-002","Baksa",0.006690194,0.022317836,6.218955197,5.83028083,6.024618014,0.096532472,0.197980485,"Lowest",524103135029,86.52002631,27.22167558,165.87,1,1,6,122.287274970416
"2213","W-GAN-39-046","Rapakot",0.004513291,0.039233054,5.197232131,4.877899878,5.037566005,0.096262115,0.197426006,"Lowest",524307415022,83.74561489,28.10189706,250.56,1,1,7.2,174.189643237571
"2214","W-DHA-44-026","Huwas",0.003852948,0.049823005,6.752787046,2.478632479,4.615709762,0.096047752,0.196986363,"Lowest",524308425051,83.67584217,28.04068642,543.9,1,1,4.6,180.028968454308
"2215","M-BHE-57-021","Kathkuiya",0.002071921,0.05769627,6.604694962,8.174603175,7.389649068,0.095950721,0.19678736,"Lowest",524411575001,81.92997776,27.90249176,207.68,1,1,5.1,350.424860584442
"2216","E-SAG-11-034","Tingla",0.008839826,0.040227464,1.908867654,3.058608059,2.483737856,0.095945372,0.196776391,"Lowest",524103115028,86.58587627,27.42086817,145.52,1,1,6.8,117.190857644071
"2217","E-SAG-11-004","Bhakanje",0.026799051,0.013265631,1.908867654,3.058608059,2.483737856,0.09593661,0.19675842,"Lowest",524103115034,86.46568471,27.58733866,28.56,1,1,7.1,99.6546704640518
"2218","W-DHA-45-042","Paiyunnyap",0.002583037,0.051678553,8.303290622,4.761904762,6.532597692,0.095537885,0.195940666,"Lowest",524308435026,83.55724416,28.17056938,365.92,2,2,5.3,193.695635101306
"2219","E-SAG-11-014","Jubing",0.010135234,0.034363521,1.908867654,3.058608059,2.483737856,0.095282335,0.195416554,"Lowest",524103115005,86.73982802,27.61686038,35.67,1,1,6.8,125.068150968913
"2220","W-DHA-45-023","Dhullubaskot",0.003149565,0.041806217,8.303290622,4.761904762,6.532597692,0.095102616,0.195047965,"Lowest",524308435031,83.60237658,28.13217211,178.24,2,2,5.4,188.597631656582
"2221","W-DHA-45-010","Bhinggithe",0.002212259,0.059367289,8.303290622,4.761904762,6.532597692,0.095021746,0.194882106,"Lowest",524308435006,83.49682517,28.25471669,176.08,2,2,5.2,201.381455338351
"2222","W-LUM-47-054","Ringneraha",0.00836246,0.025608615,5.31827831,2.664835165,3.991556738,0.094904649,0.194641949,"Lowest",524309465007,83.78642362,27.81868967,182.58,1,1,5.2,167.966599966697
"2223","E-SAG-14-004","Barai",0.005586179,0.045947883,2.563173352,4.041514042,3.302343697,0.094638432,0.194095958,"Lowest",524103145028,86.55397594,27.0011536,113.75,76,76,6.2,140.132582276599
"2224","M-BHE-57-010","Binauna",0.001525258,0.075165077,6.604694962,8.174603175,7.389649068,0.094622495,0.194063275,"Lowest",524411575015,81.82549121,28.04533149,157.35,1,1,5,361.109742681655
"2225","E-SAG-11-016","Kaku",0.008745984,0.038853743,1.908867654,3.058608059,2.483737856,0.094503761,0.193819759,"Lowest",524103115012,86.64455233,27.49576748,77.6,1,1,6.8,119.559790103679
"2226","E-SAG-13-012","Bijayakharka",0.007220626,0.026059687,4.999627576,3.959096459,4.479362018,0.094461186,0.193732442,"Lowest",524103125035,86.73533894,27.18135708,148.32,1,1,5.7,142.621688967228
"2227","W-DHA-45-031","Jaljala",0.003117143,0.041365396,8.303290622,4.761904762,6.532597692,0.094440858,0.193690751,"Lowest",524308433001,83.58431795,28.27934861,221.72,2,2,5.4,193.685494059704
"2228","W-LUM-47-022","Foksingkot",0.005501967,0.038269399,5.31827831,2.664835165,3.991556738,0.09437073,0.193546923,"Lowest",524309465018,83.69345629,27.879031,171.23,1,1,5.1,177.095576841494
"2229","E-KOS-10-055","Taksar",0.005018728,0.034343018,4.667106139,5.045787546,4.856446842,0.094243248,0.193285468,"Lowest",524102105026,87.06475904,27.1366875,161.68,1,1,5.6,173.522189304365
"2230","W-LUM-46-044","Hastichaur",0.002329466,0.070746617,6.738115437,3.333333333,5.035724385,0.093974061,0.192733387,"Lowest",524309515052,83.23297162,28.13168082,242.89,1,1,4.8,224.406152841973
"2231","E-SAG-11-021","Lokhim",0.009138251,0.036413851,1.908867654,3.058608059,2.483737856,0.093845147,0.192468995,"Lowest",524103115017,86.76574302,27.43507111,115.13,1,1,6.8,133.08447220636
"2232","E-MEC-04-030","Kohabara",0.004818541,0.105858509,1.614202994,1.623931624,1.619067309,0.093821436,0.192420366,"Lowest",524101045046,87.65925639,26.52596101,279.25,1,1,6.9,259.225403810905
"2233","W-GAN-39-006","Bahakot",0.009236962,0.017745601,5.197232131,4.877899878,5.037566005,0.093816713,0.192410678,"Lowest",524307415004,83.9160603,28.08626271,308.92,1,1,7.5,157.411116562278
"2234","E-MEC-04-035","Maharanijhoda",0.004646427,0.109292811,1.614202994,1.623931624,1.619067309,0.093682517,0.192135452,"Lowest",524101045045,87.68197387,26.55620522,438.44,1,1,6.9,259.193215004616
"2235","E-SAG-11-031","Sotang",0.005527183,0.05980811,1.908867654,3.058608059,2.483737856,0.093638956,0.192046112,"Lowest",524103115009,86.79256731,27.47130669,131.38,1,2,6.6,134.269596883549
"2236","E-KOS-09-004","Bana",0.003512957,0.0550821,3.211651175,5.231990232,4.221820704,0.093481939,0.191724084,"Lowest",524102095020,87.25499342,27.32743786,109.67,1,2,5.9,182.635728840876
"2237","E-SAG-12-045","Salleri",0.007903258,0.017058741,6.218955197,5.83028083,6.024618014,0.0933027,0.191356478,"Lowest",524103135005,86.49292732,27.28602665,184.96,1,1,6,116.114277413326
"2238","E-MEC-04-025","Juropani",0.004177105,0.119277915,1.614202994,1.623931624,1.619067309,0.093089375,0.190918966,"Lowest",524101045042,87.71624501,26.50448709,406.03,1,1,6.8,265.247154082091
"2239","M-RAP-56-013","Halwar",0.001415951,0.103213584,5.405470571,5.622710623,5.514090597,0.093057839,0.190854287,"Lowest",524410565038,82.35042242,28.16567382,262.36,1,1,5.3,310.772098989976
"2240","W-GAN-40-013","Ghandruk",0.00494128,0.043723275,7.442214042,0,3.721107021,0.092983975,0.190702798,"Lowest",524307395029,83.83609035,28.49319067,15.12,1,1,6.5,178.044566273409
"2241","W-LUM-47-061","Tahu",0.005534099,0.036372844,5.31827831,2.664835165,3.991556738,0.092965576,0.190665063,"Lowest",524309465037,83.72023087,27.83664062,256.27,2,7,5.1,174.444749343103
"2242","W-DHA-44-041","Pang",0.003711341,0.046809021,6.752787046,2.478632479,4.615709762,0.092903689,0.190538139,"Lowest",524308425005,83.63320498,28.26409747,526.91,1,2,4.6,188.62906153969
"2243","W-GAN-39-062","Yaladi",0.008791554,0.018094157,5.197232131,4.877899878,5.037566005,0.092884144,0.190498053,"Lowest",524307415024,83.84014575,27.98612474,169.42,1,1,7.4,163.351991188579
"2244","W-DHA-44-047","ShankarPokhari",0.004383886,0.039602113,6.752787046,2.478632479,4.615709762,0.092883527,0.190496787,"Lowest",524308425029,83.69303719,28.17996908,360.85,1,2,4.7,180.832694563309
"2245","E-SAG-11-003","Beni",0.019816821,0.016146344,1.908867654,3.058608059,2.483737856,0.092627083,0.189970841,"Lowest",524103115003,86.55892043,27.61457814,10.16,1,1,7,107.734016420349
"2246","W-LUM-46-054","Kharjyang",0.003998236,0.039304815,6.738115437,3.333333333,5.035724385,0.092496517,0.18970306,"Lowest",524309515050,83.32963292,27.96887636,249.9,2,4,5,213.201543246919
"2247","W-LUM-47-019","Devinagar",0.006439344,0.030642173,5.31827831,2.664835165,3.991556738,0.092349491,0.189401522,"Lowest",524309465017,83.71017925,27.80579502,147.65,1,1,5.1,175.498750551679
"2248","W-GAN-40-004","Bhadauretamagi",0.006275412,0.033389615,7.442214042,0,3.721107021,0.092039718,0.188766203,"Lowest",524307395039,83.8359814,28.24279951,119.6,1,1,6.6,168.807593937239
"2249","M-BHE-57-026","Laxmanpur",0.001821154,0.057501489,6.604694962,8.174603175,7.389649068,0.091808571,0.188292138,"Lowest",524411575002,81.90241118,27.90502731,205.14,2,6,5,353.135265495292
"2250","W-GAN-39-033","Malunga",0.004618537,0.03311282,5.197232131,4.877899878,5.037566005,0.091672791,0.188013664,"Lowest",524307415055,83.64331693,27.91633612,339.78,1,3,7.2,182.137920547149
"2251","E-SAG-14-018","Katunjebawala",0.003930151,0.059357037,2.563173352,4.041514042,3.302343697,0.09167155,0.188011118,"Lowest",524103145010,87.03790624,26.86029787,54.89,76,76,6.1,187.364021543323
"2252","W-DHA-44-036","MajhphantMallaj",0.001998412,0.082905071,6.752787046,2.478632479,4.615709762,0.091446743,0.187550056,"Lowest",524308425010,83.5824893,28.35213606,613.03,1,2,4.4,195.994270470138
"2253","W-DHA-44-004","Bajung",0.003798011,0.043343964,6.752787046,2.478632479,4.615709762,0.091251729,0.187150099,"Lowest",524308425012,83.71325043,28.27831396,441.59,1,2,4.6,181.44145942048
"2254","E-MEC-04-019","Gauriganj",0.004288575,0.10941583,1.614202994,1.623931624,1.619067309,0.091247161,0.18714073,"Lowest",524101045041,87.72970214,26.45282753,384.67,2,3,6.8,269.637328344665
"2255","M-BHE-57-003","Banakatti",0.001612494,0.063580716,6.604694962,8.174603175,7.389649068,0.091162413,0.186966918,"Lowest",524411575044,81.70524984,28.04180796,428.16,1,1,5,372.879244491724
"2256","W-DHA-44-023","FalebasDevisthan",0.005293013,0.030795948,6.752787046,2.478632479,4.615709762,0.09095188,0.186535131,"Lowest",524308425034,83.64532346,28.16303562,787.18,1,1,4.7,185.0549999377
"2257","W-LUM-47-030","Jalpa",0.005809777,0.032395205,5.31827831,2.664835165,3.991556738,0.090906339,0.186441731,"Lowest",524309465019,83.7531533,27.78538751,81.98,2,5,5.1,171.355245163124
"2258","W-GAN-39-026","Kaulmabarahachaur",0.008425333,0.017663588,5.197232131,4.877899878,5.037566005,0.090843862,0.186313595,"Lowest",524307415009,83.94159326,28.07656972,249.76,1,1,7.4,154.762260062107
"2259","W-DHA-45-028","Hatiya",0.001538956,0.074221926,8.303290622,4.761904762,6.532597692,0.090701556,0.186021738,"Lowest",524308435017,83.39463121,28.28295872,276.23,2,2,5.1,211.837560626443
