"","p_code","vdc","hazard","exposure","housing","poverty","vulnerability","severity","sev_norm","sev_cat","hlcit","lon","lat","pop_density","hc_cnt","hc_wt_cnt","hazard_score","dist_epicenter"
"363","C-JAN-18-027","Gauribas",0.77942559,0.064800662,4.32799056,8.623321123,6.475655842,0.688989527,1.413063175,"Medium-High",524204185002,85.90868424,27.06386559,114.37,1,1,6.2,95.492071917304
"364","C-BAG-24-064","NayagaunDeupur",1.473217748,0.045281526,6.45603317,3.308913309,4.88247324,0.688033031,1.411101476,"Medium-High",524205245061,85.56342757,27.70541262,345.54,1,1,8.9,16.4322011583856
"365","C-BAG-27-017","Dharmasthali",0.909898815,0.066943256,8.863975701,1.816239316,5.340107508,0.687727901,1.41047568,"Medium-High",524205275034,85.29826769,27.76292632,3505.55,2,6,9.9,21.1069240901061
"366","W-GAN-36-049","Pandrung",2.155305435,0.025875157,6.441465148,5.213675214,5.827570181,0.687532311,1.410074539,"Medium-High",524307365058,84.71816522,28.06136941,196.27,1,1,9.7,80.1192942442702
"367","C-BAG-27-018","Futung",1.237535811,0.049125893,8.863975701,1.816239316,5.340107508,0.68728903,1.409575589,"Medium-High",524205275031,85.31275005,27.76726732,3384.92,1,1,10,19.6092949065542
"368","C-BAG-23-074","Thokarpa",1.078118657,0.044830453,6.852053081,6.572039072,6.712046076,0.687118339,1.409225516,"Medium-High",524205235018,85.78530154,27.68085906,251.02,1,1,10,33.6516546711505
"369","C-BAG-27-041","Naglebhare",1.307264101,0.046337445,8.863975701,1.816239316,5.340107508,0.686459849,1.407875005,"Medium-High",524205275001,85.53100982,27.76618441,216.74,1,1,10,8.96091698523243
"370","C-BAG-24-017","ChyasingKharka",2.314336634,0.028591844,6.45603317,3.308913309,4.88247324,0.686177051,1.407295008,"Medium-High",524205245053,85.52255356,27.51317837,290.62,1,1,9,36.4436483847042
"371","C-BAG-30-015","Gumdi",1.088595039,0.049546211,6.817638797,5.152625153,5.985131975,0.685988512,1.40690833,"Medium-High",524205305011,84.94867669,28.04787707,187,1,1,9.3,58.3775001656875
"372","C-JAN-22-014","Dandakharka",1.134883067,0.042400813,7.531331947,5.860805861,6.696068904,0.685564631,1.406038983,"Medium-High",524204225025,86.01849676,27.51750367,212.03,1,1,9.4,62.8430497371311
"373","C-JAN-19-035","Gourishankar",0.354822705,0.144414954,4.208451337,8.351648352,6.280049845,0.685270789,1.405436337,"Medium-High",524204195004,85.70925395,26.97909129,349.89,1,1,6.3,98.0472655270904
"374","C-NAR-33-052","KalaiyaN.P.",0.120553306,0.439037042,4.928831353,7.200854701,6.064843027,0.684699407,1.404264476,"Medium-High",524206333001,85.00423679,27.02844584,2256.35,3,11,6.5,102.385034528019
"375","C-BAG-23-040","Kunchok",1.175523672,0.040668284,6.852053081,6.572039072,6.712046076,0.684616539,1.404094521,"Medium-High",524205235046,85.66105174,27.78457386,282.18,1,1,10,17.5109387112997
"376","C-JAN-19-038","Haripur",0.435054063,0.11731985,4.208451337,8.351648352,6.280049845,0.684372589,1.4035942,"Medium-High",524204195030,85.57492925,27.02544012,944.22,2,5,6.3,90.9200946738664
"377","C-NAR-31-018","Handikhola",0.393148173,0.188784083,4.990112867,3.644688645,4.317400756,0.6843023,1.403450042,"Medium-High",524206315017,84.89242048,27.42604459,173.28,1,1,7.8,75.0665043687971
"378","C-BAG-25-033","Nallu",3.121391083,0.022256326,8.404832734,0.818070818,4.611451776,0.684247329,1.4033373,"Medium-High",524205255006,85.34299446,27.54848224,270.65,1,1,9,35.6753166211079
"379","C-JAN-21-014","Dimipokhari",1.537146428,0.031503312,7.160041941,6.059218559,6.60963025,0.684042164,1.402916524,"Medium-High",524204215033,85.89356794,27.50478772,186.41,1,1,8.5,54.1700088139209
"380","C-BAG-28-024","Gorsyang",1.54660007,0.035173401,5.913504002,5.848595849,5.881049925,0.683936456,1.402699725,"Medium-High",524205285047,85.06151344,27.90126689,167.18,1,1,8.5,43.0923099478436
"381","C-NAR-32-016","Bishrampur",0.382698919,0.122486681,4.379973535,9.136141636,6.758057585,0.681693777,1.398100167,"Medium-High",524206325090,85.39843306,27.06957184,216.42,1,1,6.4,86.186318199738
"382","C-BAG-28-009","Budhasing",1.783167761,0.030191101,5.913504002,5.848595849,5.881049925,0.681567186,1.397840539,"Medium-High",524205285044,85.03540201,27.87671778,155.6,1,1,8.6,45.3063088683194
"383","C-NAR-32-084","Rangapur",0.412005292,0.113219191,4.379973535,9.136141636,6.758057585,0.680583753,1.395823595,"Medium-High",524206325060,85.27656873,27.13814628,145.13,1,1,6.4,80.9431864509208
"384","C-JAN-19-064","MalangawaN.P.",0.194010353,0.257336848,4.208451337,8.351648352,6.280049845,0.679354814,1.393303139,"Medium-High",524204193001,85.56002731,26.85542021,2672.3,3,11,6.1,109.669100403352
"385","C-BAG-24-019","DapchaChatraibhanjha",2.254450602,0.028356056,6.45603317,3.308913309,4.88247324,0.678331743,1.391204901,"Medium-High",524205245035,85.6081323,27.53910121,324.45,2,5,9,35.2802807099048
"386","W-GAN-36-040","Makaising",2.253458196,0.02365055,6.441465148,5.213675214,5.827570181,0.67721425,1.38891301,"Medium-High",524307365014,84.653392,27.87755305,212.37,2,7,9.7,82.7814400255992
"387","W-GAN-36-054","Shreenathkot",1.640044583,0.032261934,6.441465148,5.213675214,5.827570181,0.675581663,1.385564704,"Medium-High",524307365032,84.63703679,28.08737996,160.1,1,1,9.6,88.582061137972
"388","C-BAG-27-003","Bajrayogini",1.297677922,0.044420387,8.863975701,1.816239316,5.340107508,0.675201013,1.384784021,"Medium-High",524205275003,85.46173194,27.74360028,827.11,2,6,10,11.1872154944285
"389","C-JAN-21-032","Majuwa",1.980589159,0.023507027,7.160041941,6.059218559,6.60963025,0.675133653,1.384645869,"Medium-High",524204215040,85.91162296,27.44780435,133.57,1,1,8.5,59.9222626764394
"390","C-BAG-23-055","Pipaldanda",1.32492291,0.034558303,6.852053081,6.572039072,6.712046076,0.674837665,1.384038823,"Medium-High",524205235036,85.69540218,27.78614511,251.47,1,1,10,20.6560461774994
"391","C-BAG-23-006","Bahrabise",0.624917291,0.072960973,6.852053081,6.572039072,6.712046076,0.673890544,1.382096352,"Medium-High",524205235002,85.91544116,27.80003412,678.71,2,7,9.9,41.6452908050361
"392","C-BAG-25-031","Malta",3.521850488,0.018842528,8.404832734,0.818070818,4.611451776,0.673880022,1.382074772,"Medium-High",524205255005,85.25998315,27.50692096,93.2,1,1,9.1,43.6383842530146
"393","C-NAR-32-090","Santpur(Matiaun)",0.293462589,0.154266787,4.379973535,9.136141636,6.758057585,0.673827951,1.381967979,"Medium-High",524206325093,85.33241029,27.07949874,821.64,2,3,6.3,86.0578386640564
"394","C-BAG-25-005","Bisankhunarayan",1.441139016,0.045968386,8.404832734,0.818070818,4.611451776,0.673494832,1.381284777,"Medium-High",524205255027,85.38691314,27.60908212,644.89,1,1,8.9,27.7678211323456
"395","C-NAR-32-024","Dumariya(Matiauna)",0.284227195,0.158367446,4.379973535,9.136141636,6.758057585,0.672539521,1.379325509,"Medium-High",524206325092,85.35264305,27.05202715,632.83,1,2,6.3,88.7250036919306
"396","C-BAG-25-018","Godamchaur",1.309141518,0.050376594,8.404832734,0.818070818,4.611451776,0.672487718,1.379219266,"Medium-High",524205255026,85.36390305,27.62074462,1572.07,1,1,8.8,27.5531147425823
"397","C-JAN-19-077","Pattharkot",0.634988151,0.07617999,4.208451337,8.351648352,6.280049845,0.672238232,1.37870759,"Medium-High",524204195016,85.66289722,27.09936032,204.07,1,1,6.4,84.013723550506
"398","C-BAG-24-086","SipaliChilaune",2.098587124,0.029504241,6.45603317,3.308913309,4.88247324,0.671146153,1.376467823,"Medium-High",524205245024,85.66741987,27.47383548,118.95,1,1,9,44.1356607020208
"399","C-BAG-28-020","Ganeshthan",1.344034258,0.038218141,5.913504002,5.848595849,5.881049925,0.670983107,1.376133428,"Medium-High",524205285037,85.24888433,27.91827563,408.63,1,1,8.5,25.652848960007
"400","C-BAG-24-035","JaisithokMandan",2.02421493,0.030396134,6.45603317,3.308913309,4.88247324,0.669738011,1.373579834,"Medium-High",524205245070,85.64034773,27.68129357,359.48,1,1,9,22.7507627931377
"401","C-BAG-23-044","Mahankal",0.900610844,0.049648727,6.852053081,6.572039072,6.712046076,0.669524911,1.373142783,"Medium-High",524205235059,85.50649637,27.88388097,170.94,1,1,10,5.02538850128176
"402","W-GAN-36-024","Gakhu",1.678687347,0.030611418,6.441465148,5.213675214,5.827570181,0.669032057,1.372131979,"Medium-High",524307365028,84.62151802,28.06037012,197.43,1,1,9.6,89.1705626505245
"403","W-GAN-36-042","Manbu",0.82721745,0.061673909,6.441465148,5.213675214,5.827570181,0.667425649,1.368837363,"Medium-High",524307365049,84.91439739,28.14779037,87.97,2,6,9.5,66.4406720135507
"404","C-BAG-27-002","Baad Bhanjyang",1.435285015,0.038740975,8.863975701,1.816239316,5.340107508,0.66714397,1.36825966,"Medium-High",524205275042,85.20744438,27.70716574,786.81,1,1,10,31.8597842580185
"405","C-NAR-31-042","Sukaura",1.902795191,0.036137056,4.990112867,3.644688645,4.317400756,0.667097112,1.368163558,"Medium-High",524206315003,85.16292762,27.4570578,140.3,1,1,8.2,53.6542457197454
"406","C-BAG-30-038","ReeGaun",0.882736004,0.055707451,6.817638797,5.152625153,5.985131975,0.665180157,1.364232036,"Medium-High",524205305018,84.97282708,28.11245375,108.23,1,1,9.2,59.5081005658163
"407","C-JAN-18-028","Gaushala",0.258099708,0.175159644,4.32799056,8.623321123,6.475655842,0.664000555,1.361812763,"Medium-High",524204185068,85.8057408,26.91585377,1275.45,2,7,5.9,107.257632172477
"408","C-JAN-21-024","Hiledevi",1.422114028,0.031072743,7.160041941,6.059218559,6.60963025,0.663483904,1.360753153,"Medium-High",524204215035,85.86633966,27.4957714,207,1,1,8.4,52.9775695596138
"409","C-BAG-24-082","SathigharBhagawati",2.194022107,0.027238627,6.45603317,3.308913309,4.88247324,0.663267461,1.360309247,"Medium-High",524205245085,85.68022502,27.62766113,221.41,1,1,9,29.8643809949396
"410","C-BAG-30-031","Mulpani",1.49594235,0.03254898,6.817638797,5.152625153,5.985131975,0.662992562,1.359745451,"Medium-High",524205305012,84.86237142,28.05222646,164.69,1,1,9.3,66.416454914561
"411","C-JAN-21-019","Goswara",1.183924097,0.037233983,7.160041941,6.059218559,6.60963025,0.66294908,1.359656272,"Medium-High",524204215053,85.91548576,27.58412095,98.91,1,1,8.4,50.2766785540124
"412","W-GAN-40-022","Lekhnath N. P.",0.129840382,0.602960881,7.442214042,0,3.721107021,0.662913751,1.359583815,"Medium-High",524307393002,84.08250023,28.16480931,759.41,3,9,7.5,143.24248460173
"413","C-BAG-27-043","NaikapPuranoBhanjya",1.169873455,0.046603988,8.863975701,1.816239316,5.340107508,0.662781926,1.359313452,"Medium-High",524205275043,85.26161665,27.69995053,2612.72,1,1,10,27.6930230493695
"414","C-BAG-30-030","Marpak",1.297140854,0.037500525,6.817638797,5.152625153,5.985131975,0.662774932,1.359299108,"Medium-High",524205305003,84.96227418,28.01386258,206.68,1,1,9.3,55.7387735211694
"415","C-BAG-25-022","Ikudol",3.27471188,0.019252593,8.404832734,0.818070818,4.611451776,0.66247069,1.358675133,"Medium-High",524205255011,85.31585329,27.48262416,151.1,1,1,9,43.4518045854967
"416","C-NAR-32-069","Paurai",0.43594694,0.098549084,4.379973535,9.136141636,6.758057585,0.662169803,1.358058037,"Medium-High",524206325096,85.44927845,27.14339647,213.98,1,1,6.4,77.5834849375527
"417","W-GAN-38-035","Purkot",0.742994192,0.07368884,6.434894278,4.044566545,5.239730411,0.659526161,1.352636135,"Medium-High",524307405009,84.45155904,28.06448305,377.64,1,1,7.1,105.427160003836
"418","C-JAN-19-036","Hajariya",0.271460792,0.167470908,4.208451337,8.351648352,6.280049845,0.658470808,1.35047169,"Medium-High",524204195091,85.41829256,27.00090588,583.33,1,1,6.2,93.6018297438556
"419","C-BAG-29-001","Bhorle",0.748117406,0.057101675,5.456937224,7.857142857,6.657040041,0.657607248,1.348700597,"Medium-High",524205295005,85.24426209,27.99791615,265.05,2,4,9.4,30.2057279824978
"420","C-JAN-21-055","Tokarpur",1.192156758,0.036055043,7.160041941,6.059218559,6.60963025,0.657393668,1.34826256,"Medium-High",524204215055,85.91577609,27.54920708,164.65,1,1,8.4,52.5987774358785
"421","C-BAG-24-042","KhaharePangu",2.357599722,0.024542443,6.45603317,3.308913309,4.88247324,0.656159237,1.345730839,"Medium-High",524205245030,85.57392362,27.49982665,156.19,1,1,9,38.625125851653
"422","C-BAG-27-029","Kabhresthali",1.076531155,0.048941364,8.863975701,1.816239316,5.340107508,0.655265883,1.34389864,"Medium-High",524205275029,85.30155198,27.78996882,559,1,1,9.9,19.7629205197765
"423","C-BAG-28-044","Ralukadevi",1.020690544,0.046778266,5.913504002,5.848595849,5.881049925,0.654833706,1.343012281,"Medium-High",524205285031,85.33729464,27.94616614,249.32,2,5,8.5,19.4363684459835
"424","C-BAG-23-030","Ichok",0.756616726,0.055225623,6.852053081,6.572039072,6.712046076,0.654571609,1.34247474,"Medium-High",524205235058,85.51349788,27.93164225,144.82,1,1,10,10.3647710253128
"425","W-GAN-36-030","Harmhi",1.343034056,0.035368183,6.441465148,5.213675214,5.827570181,0.65172207,1.336630559,"Medium-High",524307365020,84.54589226,28.0853891,285.69,1,1,9.6,97.069031896056
"426","C-BAG-24-020","DaraunePokhari",2.05954088,0.027515421,6.45603317,3.308913309,4.88247324,0.651621618,1.33642454,"Medium-High",524205245037,85.6229399,27.53500116,310.56,1,1,9,36.1966844746583
"427","C-BAG-30-050","Tripureswor",1.32868159,0.034783839,6.817638797,5.152625153,5.985131975,0.651564459,1.336307312,"Medium-High",524205305015,84.89459791,28.00189033,261.38,1,1,9.3,61.6187488733891
"428","C-BAG-25-006","Bukhel",3.431868769,0.017397045,8.404832734,0.818070818,4.611451776,0.650550896,1.334228574,"Medium-High",524205255009,85.36098126,27.49616735,134.84,1,1,9.1,40.4238606358013
"429","C-JAN-22-036","MagaPauwa",1.35634661,0.030242359,7.531331947,5.860805861,6.696068904,0.650033026,1.333166465,"Medium-High",524204225046,85.99083048,27.65361839,188.2,1,1,9.5,53.0675578711509
"430","C-BAG-28-026","Kabilas",1.119378372,0.041652443,5.913504002,5.848595849,5.881049925,0.649666915,1.332415599,"Medium-High",524205285029,85.28906369,27.89826584,454.14,1,1,8.5,21.1980391774283
"431","W-GAN-36-044","Muchhok",1.214067038,0.038740975,6.441465148,5.213675214,5.827570181,0.649581391,1.332240195,"Medium-High",524307365036,84.66192638,28.13947252,212.38,1,1,9.5,88.2616686144819
"432","C-BAG-23-031","Irkhu",1.155993362,0.035296421,6.852053081,6.572039072,6.712046076,0.649402039,1.331872359,"Medium-High",524205235038,85.74320399,27.74679618,276.77,1,1,10,26.5781623797983
"433","C-JAN-21-040","Phulasi",0.7017526,0.058772693,7.160041941,6.059218559,6.60963025,0.648403867,1.329825187,"Medium-High",524204215054,86.06182008,27.48686535,246.62,1,1,8.3,68.2977295994552
"434","C-BAG-30-009","Darkha",0.843128976,0.054015929,6.817638797,5.152625153,5.985131975,0.648380381,1.329777019,"Medium-High",524205305001,85.00099987,28.06035607,266.2,2,6,9.2,54.3059036929627
"435","C-JAN-19-003","Atrouli",0.650492023,0.066338409,4.208451337,8.351648352,6.280049845,0.647127773,1.327208019,"Medium-High",524204195033,85.60266557,27.12207061,192.91,1,1,6.4,80.5386025011691
"436","C-BAG-29-009","Dhaibung",0.805251159,0.050520117,5.456937224,7.857142857,6.657040041,0.646982141,1.326909339,"Medium-High",524205295006,85.21379575,27.9952559,465.31,3,9,9.4,32.5298392420863
"437","C-JAN-22-016","Fasku",0.906972139,0.044471645,7.531331947,5.860805861,6.696068904,0.646396535,1.325708308,"Medium-High",524204225048,86.01885864,27.61008058,178.6,1,2,9.4,57.6056544885077
"438","C-BAG-25-011","Choughare",3.030712935,0.019314103,8.404832734,0.818070818,4.611451776,0.646277458,1.325464089,"Medium-High",524205255010,85.37178244,27.53253231,243.56,2,6,9,36.2547120714803
"439","C-BAG-23-059","Sanusiruwari",1.194983658,0.033563893,6.852053081,6.572039072,6.712046076,0.645698445,1.32427658,"Medium-High",524205235039,85.70361488,27.75536573,296.28,1,1,10,22.6288552528009
"440","C-JAN-22-046","Sailungeswor",0.945653171,0.042349555,7.531331947,5.860805861,6.696068904,0.644862141,1.322561388,"Medium-High",524204225050,86.01193706,27.58262868,194.34,1,1,9.4,58.4343021990371
"441","C-BAG-25-032","Manikhel",2.907028831,0.019959957,8.404832734,0.818070818,4.611451776,0.644390117,1.321593303,"Medium-High",524205255012,85.39630451,27.51851609,120.76,1,1,9,37.0261919664053
"442","C-BAG-24-003","Balting",2.06383517,0.026551766,6.45603317,3.308913309,4.88247324,0.644371166,1.321554436,"Medium-High",524205245021,85.7181755,27.44713587,196.32,1,1,9,48.9285504616225
"443","C-BAG-23-018","Fulpingdandagau",0.806698145,0.04922841,6.852053081,6.572039072,6.712046076,0.643567244,1.319905655,"Medium-High",524205235030,85.79229766,27.75979842,255.99,1,1,10,30.6291108915117
"444","C-JAN-21-015","Doramba",1.196258408,0.033553641,7.160041941,6.059218559,6.60963025,0.642560377,1.317840651,"Medium-High",524204215051,85.93841546,27.51941345,160.48,2,6,8.4,56.4116316495665
"445","C-BAG-24-040","KatunjeBesi",2.20882226,0.024593702,6.45603317,3.308913309,4.88247324,0.642502537,1.317722026,"Medium-High",524205245014,85.67710896,27.51909046,282.68,1,1,9,39.9604724428055
"446","W-GAN-36-057","Swara",1.191913306,0.038064366,6.441465148,5.213675214,5.827570181,0.64182544,1.316333352,"Medium-High",524307365062,84.75242737,28.11886606,140.99,1,1,9.5,79.1838234387131
"447","C-JAN-19-090","Sasapur",0.630991473,0.065579787,4.208451337,8.351648352,6.280049845,0.638144251,1.308783524,"Medium-High",524204195032,85.59840692,27.08949964,523.92,2,6,6.4,84.0775843704169
"448","C-BAG-23-061","Sikharpur",1.462617036,0.026285223,6.852053081,6.572039072,6.712046076,0.636647556,1.305713921,"Medium-High",524205235074,85.58918323,27.81158193,286.9,1,1,10,9.84227369813207
"449","C-BAG-29-010","Laharepouwa",0.833363222,0.046357949,5.456937224,7.857142857,6.657040041,0.635935744,1.304254051,"Medium-High",524205295007,85.19689591,28.00570925,361.42,2,5,9.4,34.5530286678215
"450","C-JAN-22-019","GhangSukathokar",0.882665248,0.043364468,7.531331947,5.860805861,6.696068904,0.635209016,1.302763588,"Medium-High",524204225026,86.03213433,27.55876339,206.53,1,1,9.4,61.4869230498466
"451","C-BAG-23-008","Batase",0.761847248,0.050048542,6.852053081,6.572039072,6.712046076,0.634899161,1.302128099,"Medium-High",524205235033,85.7430785,27.81106572,220.46,1,1,10,24.6663026266631
"452","C-BAG-25-016","Dukuchhap",2.018905485,0.027361646,8.404832734,0.818070818,4.611451776,0.633916362,1.300112457,"Medium-High",524205255020,85.29447337,27.5904666,543.51,1,1,8.9,34.0143656220875
"453","C-NAR-31-009","Budhichaur",2.757743609,0.021374684,4.990112867,3.644688645,4.317400756,0.633712082,1.299693494,"Medium-High",524206315015,85.14603052,27.49223774,76.44,2,5,8.2,51.6916570233945
"454","C-BAG-27-047","Sangla",1.270751741,0.037131466,8.863975701,1.816239316,5.340107508,0.631612821,1.295388076,"Medium-High",524205275030,85.31715505,27.7967643,605.35,2,7,10,18.0796479977939
"455","C-JAN-19-039","Haripurwa",0.247455399,0.161955522,4.208451337,8.351648352,6.280049845,0.631371919,1.294894004,"Medium-High",524204195005,85.68570357,26.89467707,1539.23,1,1,6.2,106.796441279107
"456","C-JAN-22-028","Katakuti",0.980579961,0.038320657,7.531331947,5.860805861,6.696068904,0.631313813,1.294774836,"Medium-High",524204225045,85.98665445,27.62630775,171.55,1,1,9.4,53.9615154010041
"457","W-LUM-48-053","Rajahar",0.482180362,0.113988065,5.60905413,3.507326007,4.558190069,0.630406153,1.292913296,"Medium-High",524309475016,84.23473274,27.72366416,283.6,1,1,7.8,124.593742905456
"458","C-NAR-32-047","Kakanpur",0.359618029,0.10275226,4.379973535,9.136141636,6.758057585,0.629725928,1.291518208,"Medium-High",524206325059,85.24044998,27.10178382,244.81,1,1,6.4,85.8208517687054
"459","C-BAG-28-028","Kalikahalde",1.144820629,0.03696744,5.913504002,5.848595849,5.881049925,0.629028847,1.290088549,"Medium-High",524205285039,85.23988182,27.93244363,381.02,1,1,8.5,27.044188957687
"460","C-BAG-28-005","Betini",0.941596685,0.044820201,5.913504002,5.848595849,5.881049925,0.628441028,1.28888298,"Medium-High",524205285022,85.44516254,27.90253482,128.49,1,1,8.4,8.47368272840843
"461","C-BAG-28-036","Lachyang",0.916847051,0.045927379,5.913504002,5.848595849,5.881049925,0.627973246,1.287923594,"Medium-High",524205285042,85.28340063,27.9635993,286.51,1,1,8.4,24.8763281819489
"462","W-GAN-36-067","Warpak",0.829522364,0.051104461,6.441465148,5.213675214,5.827570181,0.627467845,1.286887058,"Medium-High",524307365065,84.75185037,28.23048415,55.54,1,1,9.5,84.8330357149105
"463","C-JAN-22-042","Namdu",0.722718798,0.050704647,7.531331947,5.860805861,6.696068904,0.62605479,1.283988993,"Medium-High",524204225005,86.10323496,27.64362025,236.02,2,6,9.3,63.772897914734
"464","C-BAG-27-035","Machhegaun",1.158924106,0.03945859,8.863975701,1.816239316,5.340107508,0.625051094,1.281930492,"Medium-High",524205275049,85.24461009,27.65980895,825.46,1,1,10,31.7093318952579
"465","C-BAG-27-025","Indrayani",1.32249854,0.034455786,8.863975701,1.816239316,5.340107508,0.624313111,1.280416946,"Medium-High",524205275006,85.44122015,27.734016,1215.09,2,6,10,12.8905388588115
"466","C-JAN-19-044","Jabdi",0.430570217,0.089917197,4.208451337,8.351648352,6.280049845,0.624141815,1.280065632,"Medium-High",524204195015,85.61356897,27.03022088,543.54,1,1,6.3,90.8053427168821
"467","C-BAG-25-001","Asrang",3.593307251,0.014465074,8.404832734,0.818070818,4.611451776,0.621180142,1.273991474,"Medium-High",524205255014,85.32277162,27.45675647,106.47,2,6,9.1,45.8420140408105
"468","C-JAN-22-032","LakuriDada",0.938351663,0.038064366,7.531331947,5.860805861,6.696068904,0.620728064,1.273064298,"Medium-High",524204225030,85.95847265,27.69652874,134.01,1,1,9.4,48.3670587822647
"469","C-NAR-33-075","Piparabirta",0.160573599,0.244348011,4.928831353,7.200854701,6.064843027,0.619680036,1.270914875,"Medium-High",524206335098,85.00360984,27.19157978,5241.87,2,7,6.5,86.8361819073499
"470","C-BAG-24-016","Chyamrangbesi",2.897169921,0.016699933,6.45603317,3.308913309,4.88247324,0.618172278,1.267822582,"Medium-High",524205245052,85.45012146,27.47729689,63.42,1,1,9.1,40.5627165873902
"471","C-JAN-21-005","Bhatauli",0.881658813,0.040350483,7.160041941,6.059218559,6.60963025,0.617223074,1.26587584,"Medium-High",524204215045,86.01888769,27.41153864,154.46,1,1,8.3,70.2824534597095
"472","C-BAG-24-078","Saping",1.445167072,0.033276847,6.45603317,3.308913309,4.88247324,0.616926414,1.265267415,"Medium-High",524205245084,85.74335201,27.6555488,165.38,1,1,8.9,31.9500747739302
"473","C-BAG-24-069","PokhariNarayansthan",1.592682641,0.030191101,6.45603317,3.308913309,4.88247324,0.616901779,1.26521689,"Medium-High",524205245017,85.73454086,27.51434844,177,2,6,8.9,43.2465022427387
"474","C-JAN-18-076","Sundarpur",0.248878691,0.145347854,4.32799056,8.623321123,6.475655842,0.616443625,1.264277251,"Medium-High",524204185075,85.73027179,26.88991702,665.91,1,1,5.9,108.179075477418
"475","C-NAR-35-036","Sibanagar",0.750216768,0.07867114,5.37928052,2.533577534,3.956429027,0.615793637,1.262944179,"Medium-High",524206355019,84.35447011,27.61784164,606.25,2,7,7.8,114.88248621048
"476","W-GAN-36-031","Jaubari",1.305324877,0.03062167,6.441465148,5.213675214,5.827570181,0.615287842,1.261906833,"Medium-High",524307365021,84.62389974,28.11816254,146.22,2,7,9.6,90.9047668556805
"477","C-BAG-23-035","Kadambas",1.002868788,0.034568554,6.852053081,6.572039072,6.712046076,0.615073128,1.261466472,"Medium-High",524205235040,85.76207425,27.72868888,243.24,1,1,10,29.0963688007598
"478","C-BAG-23-066","SyauleBazar",0.931551374,0.037213479,6.852053081,6.572039072,6.712046076,0.615064515,1.261448806,"Medium-High",524205235034,85.69528521,27.82464332,158.44,1,1,10,19.8282534199502
"479","C-JAN-19-081","Rajghat",0.354568348,0.104423278,4.208451337,8.351648352,6.280049845,0.614922134,1.261156794,"Medium-High",524204195080,85.44010858,27.04696256,434.24,1,1,6.3,88.3412804069581
"480","C-BAG-25-020","Gotikhel",2.650019057,0.019016806,8.404832734,0.818070818,4.611451776,0.614810691,1.260928234,"Medium-High",524205255017,85.39614073,27.49845993,186.49,2,6,9,39.1876463225795
"481","C-BAG-27-001","Aalapot",1.339502435,0.032384953,8.863975701,1.816239316,5.340107508,0.614156324,1.259586178,"Medium-High",524205275011,85.42871365,27.74755672,2148.39,2,6,10,12.1380062509207
"482","C-BAG-25-041","Thuladurlung",3.30217435,0.015162186,8.404832734,0.818070818,4.611451776,0.613479185,1.25819742,"Medium-High",524205255019,85.39659219,27.4427159,80.62,1,1,9,45.2111514055005
"483","W-GAN-36-065","Thumi",0.859918549,0.045937631,6.441465148,5.213675214,5.827570181,0.612873921,1.25695607,"Medium-High",524307365050,84.81951881,28.13216171,106.85,1,1,9.5,73.8024786299187
"484","C-JAN-19-011","Basantapur",0.289105021,0.126484823,4.208451337,8.351648352,6.280049845,0.612377249,1.255937435,"Medium-High",524204195001,85.70243823,26.93242835,1066.23,1,1,6.2,102.983781473332
"485","C-BAG-27-027","Jitpurphedi",0.814777868,0.052642208,8.863975701,1.816239316,5.340107508,0.611844567,1.254844946,"Medium-High",524205275032,85.27873593,27.77943288,573.87,1,1,9.9,22.2522283364104
"486","C-JAN-19-058","LaxmipurKodraha",0.366089149,0.099410223,4.208451337,8.351648352,6.280049845,0.611402201,1.253937689,"Medium-High",524204195058,85.57932072,26.99642964,958.95,1,1,6.3,94.1716675249854
"487","C-JAN-21-004","Bhadaure",1.362091025,0.025372827,7.160041941,6.059218559,6.60963025,0.611294822,1.253717463,"Medium-High",524204215044,85.97752455,27.46893584,158.33,1,1,8.4,62.9805198793471
"488","W-GAN-36-064","Thalajung",1.402797895,0.027935739,6.441465148,5.213675214,5.827570181,0.611243507,1.253612219,"Medium-High",524307365024,84.57405222,28.10443391,157.17,1,1,9.6,95.0441924758647
"489","W-GAN-38-023","Ghasikuwa",0.542604687,0.080311404,6.434894278,4.044566545,5.239730411,0.611209225,1.253541911,"Medium-High",524307405001,84.34993331,27.97883475,220.6,1,1,7,113.510419524931
"490","C-JAN-22-044","Pawati",0.72620232,0.046880783,7.531331947,5.860805861,6.696068904,0.610882194,1.252871195,"Medium-High",524204225020,86.06391495,27.58552584,269.69,1,1,9.3,62.7989676186907
"491","C-BAG-28-060","Thaprek",0.958771729,0.040411993,5.913504002,5.848595849,5.881049925,0.610792158,1.252686539,"Medium-High",524205285026,85.34767874,27.90582201,254.09,1,1,8.4,16.1728893615026
"492","W-GAN-36-055","Simjung",1.022463998,0.038084869,6.441465148,5.213675214,5.827570181,0.609952481,1.250964428,"Medium-High",524307365035,84.6847113,28.1634511,276.47,1,1,9.5,87.2507227167647
"493","C-BAG-28-012","Chaturale",1.155824555,0.033194834,5.913504002,5.848595849,5.881049925,0.608796891,1.248594404,"Medium-High",524205285010,85.22400639,27.8603193,285.74,1,2,8.5,26.6785021049919
"494","C-BAG-28-006","Bhadratar",1.155475598,0.033194834,5.913504002,5.848595849,5.881049925,0.608735618,1.248468737,"Medium-High",524205285027,85.31215349,27.8749669,224.17,1,3,8.5,18.33267429155
