lon,lat,name
83.66891739,28.18968073,Mudikuwa
83.78748871,28.25099496,Chitre
83.65923808,28.1317768,Kurgha
83.70663903,28.23600109,Chuwa
83.74881247,28.19543323,KhaulaLakuri
83.64753569,28.1629449,FalebasDevisthan
83.66714538,28.17222857,FulebasKhanigaun
83.64737877,28.06989398,Hosrangdi
83.75306317,28.16608295,Karkineta
83.6888702,28.20783875,Katuwachaupari
83.69479717,28.25408367,Durlung
85.39828069,27.64901464,Dadhikot
85.47482091,27.66748009,Tathali
85.41852469,27.64042886,Gundu
85.41165856,27.66355271,Kautunje
85.43198575,27.67472622,BhaktapurN.P.
85.45972117,27.64237449,Nankhel
85.37656695,27.66549244,Balkot
85.48261188,27.68276427,Sudal
85.50306249,27.71369407,Nagarkot
85.38379454,27.68228245,MadhyapurThimiN.P.
85.43026127,27.69214127,Jhaukhel
85.41199381,27.69445396,Duwakot
85.45710432,27.70394529,Chhaling
85.43448674,27.71607599,Changunarayan
85.48801467,27.69529128,Bageswari
85.43792597,27.645564,Sipadol
85.38305904,27.65168849,Sirutar
85.47391159,27.65320148,Chitapol
84.87359897,27.97596958,Jyamrung
84.83340873,27.71173251,Mahadevsthan
84.78197259,27.89452431,Maidi
84.88559828,27.82852751,Kumpur
84.94784031,27.72683863,Kiranchok
84.7783332,27.93589445,Khari
84.84400816,28.02305957,Aginchok
84.86888318,28.10082787,Baseri
84.85843566,28.07689786,Budhathum
85.00338946,28.05996398,Darkha
84.95100171,28.04747337,Gumdi
85.06255735,28.09890716,Jharlang
84.96471311,28.01350509,Marpak
84.86471035,28.051817,Mulpani
84.91871972,28.07511122,Phulkhark
84.97286637,27.87537109,Khalte
85.10829149,27.75648493,Kewalpur
84.97522133,28.11204331,ReeGaun
84.98109743,27.93441218,Kalleri
84.96189959,27.96948246,Katunje
85.03700122,28.23003393,Lapa
84.6801656,27.78463144,Jogimara
85.10322414,28.21322881,Sertung
85.17377453,27.7514076,Jeewanpur
85.15620498,28.20260183,Tipling
85.05119699,27.78343326,Goganpani
84.86014434,27.76812844,Gajuri
84.89190084,28.01908834,Salyankot
84.98070714,27.76817375,Baireni
84.83820067,27.87009182,Nalang
84.80088465,27.78627551,Benighat
85.03051796,27.73546738,Bhumesthan
84.86740441,27.92278175,Muralibhanjyang
84.80590786,27.95999928,Chainpur
85.22705783,27.74854768,ChhatreDyaurali
84.83153755,27.9167202,Dhola
84.9689935,27.8282769,Kalleri
85.10320469,27.72942973,Thakre
85.07165869,27.71672729,Tasarpu
84.9112076,27.87008371,Sunaulabazar
84.99412523,27.98661147,Semjong
84.91184033,27.93963438,Sangkosh
84.80628692,27.83807919,Salang
84.90690392,27.75376917,Pida
84.7451262,27.76128838,Dhussa
84.93350897,27.90711612,Nilkantha
85.15704203,27.70326225,Naubise
84.81237779,28.00427653,Salyantar
85.02219439,28.0422657,Satyadevi
84.89731031,28.00144116,Tripureswor
85.3986278,27.71094287,Mulpani
85.22203619,27.68047118,Mahadevathan
85.31115196,27.74982966,Manmaiju
85.32949609,27.70875387,KathmanduN.P.
85.42466417,27.73799089,Bhadrabas
85.39174023,27.76493535,Baluwa
85.43101694,27.74720707,Aalapot
85.26553482,27.69066591,NaikapNayaBhanjyang
85.23755532,27.73323977,Bhimdhunga
85.36130603,27.79055336,Budanilkantha
85.26426176,27.69934072,NaikapPuranoBhanjya
85.27437696,27.60371589,Daxinkali
85.35575163,27.7493498,Mahankal
85.36638501,27.74026203,Kapan
85.30391339,27.78958126,Kabhresthali
85.28118034,27.77900586,Jitpurphedi
85.2620903,27.58801307,Chhaimale
85.44337927,27.73304692,Indrayani
85.27410499,27.64231724,Chalnakhel
85.27783698,27.73668338,IchangNarayan
85.41052212,27.75563317,Nayapati
85.37905927,27.70381436,Gothatar
85.39607227,27.73666752,Gokarneswor
85.44929268,27.75782443,Gagalphedi
85.31523185,27.76675435,Futung
85.30062961,27.76229293,Dharmasthali
85.33112315,27.74697032,Dhapasi
85.41462584,27.72782116,Daanchhi
85.37451942,27.75847972,Chunikhel
85.37758332,27.7825539,ChapaliBhadrakali
85.25090449,27.69458339,Balambu
85.34433282,27.75684315,KhadkaBhadrakali
85.46425137,27.74343408,Bajrayogini
85.23202305,27.70897,ChouketarDahachok
85.28765235,27.75751395,Goldhunga
85.32057228,27.74578962,Gonggabu
85.2857512,27.61864766,Satikhel
85.20966158,27.70684757,Baad Bhanjyang
85.27744102,27.66650439,KirtipurN.P.
85.38058773,27.72540119,Jorpati
85.49397273,27.76222009,Lapsephedi
85.53333402,27.76540149,Naglebhare
85.45771863,27.72893474,Pukhulachhi
85.26733804,27.70438146,Seuchatar
85.27524666,27.71495392,Sitapaila
85.42984925,27.79037141,Sundarijal
85.33360044,27.7755477,TokhaChandeswori
85.33010234,27.76167877,TokhaSarswoti
85.26975012,27.68482263,Tinthana
85.25314804,27.71915467,Ramkot
85.21032341,27.69001274,Thankot
85.31954044,27.79648904,Sangla
85.49055763,27.73021443,Suntol
85.24704509,27.65943452,Machhegaun
85.24398038,27.62505777,Talkududechour
85.26394764,27.62758135,Sheshnarayan
85.23144836,27.66720016,Matatirtha
85.25200908,27.68195348,Satungal
85.33726246,27.80026554,Jhormahankal
85.67619981,27.41677891,Budhakhani
85.66749703,27.36331625,BanakhuChor
85.60057002,27.36807488,Ghartichhap
85.50101776,27.39221501,Salmechakala(Taldhu
85.50682964,27.54520809,ChalalGaneshsthan
85.73429534,27.63694967,Bhumlutar
85.75462449,27.4294644,Bhimkhori
85.77954474,27.62885969,Choubas
85.45577849,27.476308,Chyamrangbesi
85.61068746,27.53882772,DapchaChatraibhanjh
85.62538507,27.53446511,DaraunePokhari
85.64552799,27.60895075,DeuvumiBaluwa
85.55742975,27.62166251,DhulikhelN.P
85.48326923,27.51400359,Dhunkharka
85.70560879,27.62894325,Dolalghat
85.73624229,27.61634039,Falatebhumlu
85.51542999,27.45116108,Falemetar
85.62439072,27.41467676,Foksingtar
85.56285811,27.39072221,Gokule
85.77814107,27.5851086,Gothpani
85.65225957,27.64713079,HokseBazar
85.45879075,27.55329983,KalatiBhumidanda
85.69637098,27.54277445,KanpurKalapani
85.80205886,27.54731255,KartikeDeurali
85.67957335,27.51869981,KatunjeBesi
85.51229621,27.62831876,UgrataraJanagal
85.78190804,27.51615276,ThuloParsel
85.8102122,27.65555776,BekhsimleDhartigaun
85.64532817,27.48204467,Sisakhani
85.66977504,27.47333828,SipaliChilaune
85.80438489,27.59321618,DhuseniSiwalaya
85.5139365,27.67240488,TukuchaNala
85.7938438,27.64941582,Simthali
85.56577522,27.70495977,NayagaunDeupur
85.68620035,27.62504674,SathigharBhagawati
85.61480277,27.71552353,MahadevsthanMandan
85.67862143,27.66886422,JyamdiMandan
85.53016987,27.6330684,BanepaN.P.
85.57897871,27.73411841,GairiBisounaDeupur
85.72066249,27.44671122,Balting
85.58316891,27.61007788,KavreNityaChandeswor
85.54509723,27.54657319,Baldthali
85.5764538,27.49963721,KhaharePangu
85.64785588,27.53064652,Khanalthok
85.68065022,27.60660769,Kharelthok
85.69931828,27.49139635,Kharpachok
85.74126101,27.59247191,KolatiBhumlu
85.71039346,27.59296862,Koshidekha
85.76284587,27.49347592,KuruwasChapakhori
85.45545045,27.57834534,Kushadevi
85.78802751,27.46875027,Machchhegaun
85.80783673,27.52384218,MadanKundari
85.62206969,27.4715902,Mahadevtar
85.55031005,27.50845511,MahankalChaur
85.59431411,27.6765713,Anaikot
85.52464562,27.51564603,ChyasingKharka
85.49499097,27.61580091,MahendraJyoti
85.54332665,27.7248544,BaluwapatiDeupur
85.83310427,27.59177453,MajhiFeda
85.71887032,27.47250528,Mangaltar
85.62350322,27.57692479,MathurapatiFulbari
85.66768578,27.57006181,Methinkot
85.44211659,27.42396248,Milche
85.85759968,27.61225858,NagreGagarche
85.53082646,27.65915743,Nala(Ugrachandi)
85.65909189,27.70280993,ChandeniMandan
85.48388395,27.63074884,NasikasthanSanga
85.64287934,27.68083487,JaisithokMandan
85.55902564,27.67014862,Devitar
85.52424113,27.58530991,PanautiN.P.
85.61591035,27.6422232,Panchkhal
85.60177548,27.59923093,Patalekhet
85.81115164,27.56999038,PokhariChauri
85.73700226,27.51394392,PokhariNarayansthan
85.59659988,27.54520704,PuranogaunDapcha
85.58296854,27.55873481,SimalchourSyampati
85.56832579,27.64318524,RaviOpi
85.43634628,27.60017196,RyaleBhir
85.47673666,27.42088019,Saldhara
85.76397756,27.60793756,SalleBhumlu
85.600233,27.48477791,SikharAmbote
85.54011547,27.41292481,Salmechakala(Taldhu
85.56933259,27.57534598,SankhupatiChour
85.8182883,27.62390484,Sanowangthali
85.74576043,27.6550897,Saping
85.5545213,27.59080899,SaradaBatase
85.74594328,27.54228417,Saramthali
85.76099453,27.53406334,Dolalghat
85.72138131,27.5619687,Sarasyunkhark
85.76058965,27.56218204,Birtadeurali
85.26019599,27.54493845,Dhusel
85.33331579,27.633829,Dhapakhel
85.28296684,27.56325952,Devichour
85.33076825,27.53058779,Dalchoki
85.3744273,27.53210824,Choughare
85.31009187,27.59581555,Chhampi
85.3295456,27.59352339,Chapagaun
85.41905252,27.47120064,Chandanpur
85.30308236,27.62103881,Bungamati
85.36329315,27.49566799,Bukhel
85.38814208,27.60868362,Bisankhunarayan
85.29691904,27.59000891,Dukuchhap
85.3844652,27.54926768,Bhardev
85.3673369,27.44326561,Gimdi
85.32512927,27.45630893,Asrang
85.36631536,27.62040339,Godamchaur
85.39854524,27.49802901,Gotikhel
85.34552202,27.63877633,Harisiddhi
85.31828869,27.48216373,Ikudol
85.34628613,27.65876503,Imadol
85.34202443,27.61216027,Jharuwarasi
85.42920774,27.50428004,Kaleswor
85.29631146,27.64147026,Khokana
85.39955231,27.62513211,Lamatar
85.33027513,27.56151407,Lele
85.37539811,27.63591093,Lubhu
85.26231364,27.50650903,Malta
85.39823995,27.5176077,Manikhel
85.34529451,27.54797022,Nallu
85.28010007,27.46647754,Pyutar
85.30628275,27.65053918,Sainbu
85.33661739,27.50849753,Sankhu
85.35928575,27.64264697,Sidhdipur
85.31986364,27.63433058,Sunakothi
85.3629325,27.65716396,Tikathali
85.3219578,27.61701933,Thecho
85.35243398,27.6217666,Thaiba
85.31982154,27.66896917,LalitpurN.P.
85.38362891,27.58619457,Godawari
85.39895963,27.44233,Thuladurlung
85.2960221,27.51083917,Bhattedanda
85.35301072,27.58859428,Badikhel
85.28774556,27.93429679,Narjamandap
85.24786585,27.79359668,Okharpauwa
85.05359527,27.84563865,Ratmate
85.18894329,27.85543035,Madanpur
85.13564153,27.78687536,Kumari
85.31348466,27.93023808,Kharanitar
85.25251638,27.82288437,Kakani
85.11371396,27.83887677,Jiling
85.06395034,27.90098749,Gorsyang
85.19360743,27.95323694,Gerkhu
85.20043964,27.78942508,Chauthe
85.03776138,27.87649794,Budhasing
85.38973796,27.90493378,Balkumari
85.23248697,27.95103415,BagesworiChokade
85.37697602,27.83494717,Sikre
85.36218104,27.93282073,Sundaradevi
85.38936234,27.98797052,Shikharbesi
85.44817225,28.01252428,Ghyangphedi
85.1298146,28.04567239,Bhalche
85.01447282,28.01065373,Barsunchet
85.20645602,27.88897913,Suryamati
85.44373911,27.85369434,Talakhu
85.00956932,27.86984354,Taruka
85.29647564,27.84138929,Thanapati
85.25655185,27.86648258,Thansing
85.03100012,27.91171016,Dangsing
85.40735086,27.86425085,Likhu
85.29149867,27.89795133,Kabilas
85.10036291,27.94248868,Kalyanpur
85.08555729,27.97497017,Deurali
85.32160282,27.84035616,Sunkhani
85.35005387,27.90550403,Thaprek
85.31981296,27.90049783,Panchkanya
85.34538414,27.98336346,Urleni
85.09593511,28.04766943,Salme
85.05327967,28.02496542,Kintang
85.15521541,28.00622979,Fikuri
85.15987976,27.83148019,Belkot
85.31459462,27.87460696,Bhadratar
85.14934179,27.9065224,BidurN.P.
85.11847195,27.90059423,Charghare
85.22637114,27.85998028,Chaturale
85.26091317,27.89713752,Chaughada
85.41455881,27.82934969,Chhap
85.07050463,27.81731766,Duipipal
85.25139825,27.91798947,Ganeshthan
85.24225027,27.93201763,Kalikahalde
85.09107685,27.88289259,KhadagBhanjyang
85.19996853,27.91324373,KholegaunKhanigau
85.28555511,27.96312112,Lachyang
85.33956415,27.94572222,Ralukadevi
85.4524725,27.94080539,Gaunkharka
85.41112358,27.9359633,Rautbesi
85.04226476,27.95246042,Samari
85.34623828,27.83362979,Samundradevi
85.38419683,27.93336419,Samundratar
85.09585406,27.99767458,Bungtang
85.17274877,28.00052042,Manakamana
85.15033074,27.96597029,Tupche
85.44767837,27.90222358,Betini
85.36777534,27.87484018,Mahakali
85.13337458,27.99878844,Kaule
85.32190648,28.08040215,Dhunche
85.33333653,28.25570648,Thuman
85.21800574,28.23746408,Gatlang
85.2715165,28.23334209,Chilime
85.61714278,28.2285001,Langtang
85.45848744,28.28097804,Timure
85.22561452,28.05005507,Ramche
85.32255047,28.03881481,Yarsa
85.23525703,28.11814617,Haku
85.29348596,27.996581,Saramthali
85.24665923,27.99756835,Bhorle
85.19934466,28.00531069,Laharepouwa
85.16220869,28.03616983,Thulogoun
85.21608694,27.9947676,Jibjibe(Nilkantha)
85.39796558,28.12288357,Syafru
85.31178819,28.16657961,Goljung
85.1769567,28.09856117,Dandagoun
85.38623423,28.1935745,Bridhim
85.79873801,27.79414648,Fulpingkot
85.88033391,27.91925245,Listikot
85.89989606,27.64378684,ThuloDhading
85.59720645,28.05100384,Baruwa
85.84884954,27.6557301,Lisankhu
85.74434662,28.01818927,Gloche
85.82552956,28.05785593,Gumba
85.61018894,27.84446793,Jyamire
85.77123526,27.69811127,Kalika
85.69784832,27.7858192,Pipaldada
85.60497319,27.9020249,Banskharka
85.5089804,27.88365181,Mahankal
85.835018,27.72707967,ThumPakhar
85.78776179,27.68043711,Thokarpa
85.64639292,27.91072346,ThampalChhap
85.48357359,27.84753476,Thakani
85.69777246,27.82425354,SyauleBazar
85.6648178,27.8340203,SipalKavre
85.52801455,28.04744157,Helumbu
85.52610473,27.82394771,Sindhukot
85.59166446,27.81128558,Sikharpur
85.71866207,27.69015821,Sangachok
85.88217644,27.72328549,Petaku
85.79064397,27.89413438,Pangtang
85.56134431,27.88895933,Palchok
85.83898763,27.77023637,Mankha
85.64016559,27.86588302,Lagarche
85.58079807,27.93004863,Kiwool
85.76451532,27.72816481,Kadambas
85.9176268,27.69711357,Jethal
85.81869689,27.84554895,Hagam
85.91660818,27.76368151,Ghuskun
86.00330718,27.78479969,Ghorthali
85.98606875,27.88842136,Fulpingkatti
85.72298553,27.77400146,Choutara
85.6684866,27.88421606,BhoteNamlang
85.50501605,27.7968175,Bhotechaur
85.6327871,27.73845515,Bhimtar
85.78158201,27.86154051,Baramchi
85.55710885,27.80002886,Bansbari
85.6080552,27.78232253,Badegau
85.89659184,27.67286126,Atarpur
85.87497627,27.77990447,Ramche
85.74563401,27.81067715,Batase
85.91774583,27.7995,Bahrabise
85.66351585,27.73804069,Bhotasipa
85.97591179,27.75829227,Choukati
85.85338734,27.8637722,Dhuyang
85.57521458,27.865799,Dubachour
85.5776277,27.7610053,Fatakshila
85.79464866,27.75946029,Fulpingdandagau
85.82256968,27.70478559,Sunkhani
85.92438312,27.98056215,Tatopani
85.67139818,28.04905902,Motang
85.7968023,27.72323494,Yamunadanda
85.70064522,27.72560399,ThuloSirubari
85.86824058,27.70355203,ThuloPakhar
85.68686869,27.94935577,Thanpalkot
85.88479419,27.75223953,Tekanpur
85.9098497,27.72518903,Tauthali
85.52659172,27.85210216,Talramarang
85.63057191,27.76262801,SipaPokhare
85.73437471,27.84904337,Selang
85.7060602,27.75507483,Sanusiruwari
85.9345382,27.73848163,Piskar
85.84733866,27.74446928,Pagretar
85.62972278,27.81228728,Nawalpur
85.56241571,27.83014558,Melamchi
85.94283752,27.84774645,Marming
85.86341045,27.80490602,Maneswor
85.66351584,27.78401139,Kunchok
85.75235123,27.77543953,Kubhinde
85.96204905,27.80397139,Karthali
85.78374794,27.82385909,Jalbire
85.74567712,27.74637268,Irkhu
85.51599109,27.93136468,Ichok
85.47075747,27.81672229,Haibung
85.69510807,27.92289413,Gunsakot
85.89637271,27.83134531,Gati
85.95026024,26.77204717,Gopalpur
86.12595659,26.79541823,Paterwa
85.93530655,26.81286474,Sapahi
86.06638078,26.72660632,Pachaharwa
85.93184502,26.85735945,Shantipur
86.07871548,26.73965847,Nanupatti
85.93576889,26.62532722,Nagaraeen
86.12695508,26.67519101,Marchaijhitakaiya
85.96840101,26.71213873,Mahuwa(Pra.Ko)
86.03382014,26.80375016,KajaraRamaul
86.05049596,26.78740756,Jhatiyahi
86.05851963,26.80185995,KajaraRamaul
85.98615664,26.90659217,Hariharpur
85.97864749,26.81009229,Gopalpur
86.13406003,26.95648209,Godar
85.99761163,26.86643305,Digambarpur
86.07449909,26.8424422,Dhanusadham
85.95896984,26.93954371,Dhalkebar
86.04810603,26.82710818,D.Govindapur
86.01451413,26.82523118,Bhutahipaterwa
85.91203045,26.88658298,Bhuchakrapur
86.08306757,26.90042024,Bharatpur
85.93562654,26.97092382,Begadawar
85.93371735,26.89121069,Bateswor
86.12386138,26.84649084,Baramajhiya
85.961678,26.80191963,Baniniya
86.10748672,26.6416928,Mahuwa(Pra.Khe)
86.12396776,26.82280576,Raghunathpur
85.94536301,26.64057543,Lagmagadhaguthi
86.1167395,26.65540772,KhajuriChanha
86.09602019,26.77717072,Satosar
86.09869272,26.72975902,Yadukush
85.94441426,27.05635374,TulsiChauda
85.91952525,26.91385435,Laxminiwas
86.0744356,26.79612015,Makhanaha
86.01612504,26.79555721,Mithileswormauwahi
85.97800567,26.96412081,Nakatajhijh
86.01340387,26.9675362,Puspalpur
85.95964347,26.82154787,RamaidaiyaBhawadi
85.96211917,26.846852,SakhuwaMahendranaga
85.92218509,26.78638171,Sinurjoda
85.9928507,26.80070439,TarapattiSirsiya
86.04767433,26.90043288,Yagyabhumi
85.86463858,26.60816514,TulsiyaniJabdi
86.04879282,26.73350949,Sonigama
86.00335004,26.72268632,Paudeswor
86.0587548,26.76278188,NauwakhorPrashahi
85.86954588,26.58498271,Mukhiyapattimusharg
86.02100262,26.7832186,Mithileswornikas
86.13295597,26.86719901,Labatoli
85.94549815,26.78535511,Laxmipurbagewa
86.00947937,26.80393722,Mithileswornikas
86.08983994,26.80493438,Sabela
86.02153588,26.88689129,Umaprempur
86.08704763,26.75767294,Khariyani
85.97920235,26.75986654,Andupatti
86.06002137,26.70775617,Bafai
85.99694916,26.76950821,Bagchaura
85.89980275,26.60795951,BahedaBala
85.95725422,26.67631659,Bahuarba
86.13011331,26.7647711,Balabakhar
86.1537685,26.64664592,BalahaKathal
86.162943,26.66666893,BalahaSadhara
86.13396136,26.63452259,Ballagoth
85.91178236,26.69608841,Basahiya
85.89913784,26.73215219,Basbitti
85.95148546,26.75215732,BegaShivapur
85.90080238,26.70954184,Bindhi
86.13272861,26.7168959,Bisarbhora
86.0392716,26.70778369,Chakkar
86.11302481,26.7481619,ChoraKoilpur
85.95173107,26.65785368,Debadiha
85.9978596,26.70141521,DeuriParbaha
85.9336321,26.6850816,DevpuraRupetha
86.11003364,26.70373846,Dhabouli
85.9858169,26.67083651,Dhanauji
86.14501454,26.69501776,DubarikotHathalekha
86.05212155,26.67515243,Duhabi
86.09006809,26.6892578,Ekarahi
85.90822037,26.63451121,Fulgama
85.92248353,26.66308044,Ghodghans
86.11919892,26.73440841,GothKohelpur
86.01136215,26.75815403,HansapurKathpula
86.14916769,26.73465511,Harine
86.08769898,26.71527016,Hathipurharbara
86.14811267,26.6197271,Inarwa
86.01509254,26.66743012,Itaharwa
85.92889317,26.73018198,JanakpurN.P.
85.98241349,26.68327392,JhojhiKataiya
86.10317947,26.7880702,ThillaYaduwa
85.97325724,26.77732777,Kachurithera
85.97822323,26.7203167,Kanakpatti
85.9804414,26.74110728,Manshingpatti
86.02147274,26.70917582,Aurahi
85.96115735,26.6956948,Lohana
86.18356345,26.68026747,Lakkad
86.08586265,26.66419224,ThadiJhijha
86.06439105,26.69726499,Siddha
86.01201105,26.68227331,Lakhouri
86.02992448,26.76217728,Bagchaura
86.04127026,26.76337535,Suganikash
85.89983653,26.75950661,Kurtha
86.01479663,26.7394243,SugaMadhukarahi
86.17387188,26.71994612,SingyahiMaidan
86.14190259,26.65575383,Patanuka
85.8797413,26.61603899,TulsiyahiNikas
86.10762374,27.52037822,Malu
86.07353926,27.51146838,Melung
86.1859373,27.5930543,Thulopatal
85.98920022,27.62588916,Katakuti
86.02133664,27.60964854,Fasku
86.14118296,27.52969712,Chyama
86.12308963,27.50020681,Sahare
86.02119941,27.51709668,Dandakharka
86.09784278,27.5866265,Bhirkot
86.1508638,27.6442089,Kabhre
86.04888348,27.53820488,Bhedapu
86.11384369,27.7010447,Sunkhani
86.14316411,27.73245049,Lamidada
86.10313303,27.88399157,Alampu
85.96094204,27.6960606,LakuriDada
86.27372949,27.74344388,Chankhu
86.13419107,27.829683,Chilankha
86.20252939,27.70857807,Jhyaku
86.26664461,27.62557818,Mali
85.9355757,27.64072494,Bhusaphedi
86.12272994,27.60235296,Gairimudi
86.03491067,27.55833732,GhangSukathokar
86.15592923,27.56316564,Hawa
86.10091592,27.54685373,Japhe
86.12237487,27.56261904,Jhule
86.22033289,27.63140605,Jiri
86.177046,27.68258293,Jugu
85.99330821,27.65329005,Magapauwa
86.1559159,27.62202974,Mirge
86.1056438,27.64323517,Namdu
86.06630658,27.58528019,Pawati
86.05800944,27.78602927,Kalingchok
86.18247113,27.98561522,Lamabagar
86.09613378,27.80612158,Khopachagu
86.01443241,27.58211786,Sailungeswor
85.94120082,27.60245649,Dudhpokhari
86.04712129,27.67049391,BhimesworN.P.
86.08800744,27.74202927,Lapilang
86.05210835,27.83610933,Bigu
86.35001474,27.78687673,Marbu
86.20140648,27.80574999,Orang
85.98994701,27.70773868,Bocha
