vdc,hazard,exposure,housing,poverty,vulnerability,severity,sev_norm,sev_cat
Pidikhola,0.00475272,0.050807163,5.197232131,4.877899878,5.037566005,0.10674871,0.218933185,Lowest
Rampur,0.001682744,0.129457801,5.405470571,5.622710623,5.514090597,0.106301667,0.218016334,Lowest
Pipaldada,0.005727089,0.052119374,5.31827831,2.664835165,3.991556738,0.106012843,0.217423979,Lowest
BenethokDeurali,0.006466782,0.036352341,5.197232131,4.877899878,5.037566005,0.105798727,0.216984845,Lowest
Lwangghale,0.007367911,0.043169686,7.442214042,0,3.721107021,0.105778758,0.21694389,Lowest
Gothadi,0.006342769,0.046727008,5.31827831,2.664835165,3.991556738,0.105762017,0.216909554,Lowest
Sahalkot,0.014424004,0.020380275,5.31827831,2.664835165,3.991556738,0.105474156,0.216319174,Lowest
Kalikakot,0.005341902,0.043395223,5.197232131,4.877899878,5.037566005,0.10530594,0.215974178,Lowest
Bahunidanda,0.008918135,0.029094175,4.999627576,3.959096459,4.479362018,0.105139379,0.215632574,Lowest
Andheri (Narayansthan),0.007810295,0.024501437,6.218955197,5.83028083,6.024618014,0.104856697,0.215052814,Lowest
Basa,0.013833586,0.033379363,1.908867654,3.058608059,2.483737856,0.104674169,0.214678464,Lowest
Dikuwa,0.010130998,0.02527031,4.999627576,3.959096459,4.479362018,0.104670986,0.214671937,Lowest
Nibuwakharka,0.005728739,0.039725133,5.197232131,4.877899878,5.037566005,0.104660236,0.21464989,Lowest
Prapcha,0.015130961,0.012568519,6.218955197,5.83028083,6.024618014,0.104638952,0.214606236,Lowest
Yangshila,0.002460714,0.066348661,5.098350931,8.766788767,6.932569849,0.104214755,0.213736243,Lowest
KewareBhanjyang,0.007542213,0.02975028,5.197232131,4.877899878,5.037566005,0.104168608,0.213641599,Lowest
Namche,0.02855706,0.015787537,1.908867654,3.058608059,2.483737856,0.103843155,0.212974121,Lowest
Betini,0.008530081,0.021589969,6.218955197,5.83028083,6.024618014,0.103524919,0.212321444,Lowest
Jhadewa,0.005945804,0.046501472,5.31827831,2.664835165,3.991556738,0.103341126,0.211944499,Lowest
Setidobhan,0.006878668,0.031759603,5.197232131,4.877899878,5.037566005,0.103244452,0.211746227,Lowest
Dhamia,0.002146387,0.078435353,8.303290622,4.761904762,6.532597692,0.103221127,0.211698389,Lowest
Khumjung,0.022547899,0.019601149,1.908867654,3.058608059,2.483737856,0.103156784,0.211566428,Lowest
Tulsibhanjyang,0.004780576,0.045507062,5.197232131,4.877899878,5.037566005,0.1031003,0.211450582,Lowest
Durchhim,0.006624152,0.036875175,4.999627576,3.959096459,4.479362018,0.103044979,0.211337125,Lowest
Thulachhap,0.005748112,0.031472557,6.218955197,5.83028083,6.024618014,0.102911106,0.211062562,Lowest
Chyasmitar,0.008472342,0.028561089,4.999627576,3.959096459,4.479362018,0.102722318,0.210675371,Lowest
Chidipani,0.006311224,0.04275962,5.31827831,2.664835165,3.991556738,0.102509293,0.210238475,Lowest
Namarjung,0.025522989,0.011317818,7.442214042,0,3.721107021,0.102436675,0.21008954,Lowest
Jubu,0.011129996,0.038863994,1.908867654,3.058608059,2.483737856,0.102419518,0.210054353,Lowest
Bhadaure,0.005787805,0.03074469,6.218955197,5.83028083,6.024618014,0.102346068,0.209903713,Lowest
Parche,0.011520289,0.024788483,7.442214042,0,3.721107021,0.102045805,0.209287897,Lowest
Hardeni,0.00906901,0.035439944,2.563173352,4.041514042,3.302343697,0.102005846,0.209205944,Lowest
Dobhane,0.004351932,0.05003829,4.667106139,5.045787546,4.856446842,0.101882844,0.208953677,Lowest
Ratmata,0.007792752,0.022522869,6.218955197,5.83028083,6.024618014,0.101878222,0.208944198,Lowest
Bakachol,0.007888724,0.029822042,4.999627576,3.959096459,4.479362018,0.101762265,0.20870638,Lowest
BirghaArchale,0.003958152,0.052457679,5.197232131,4.877899878,5.037566005,0.101509672,0.208188331,Lowest
Betahani,0.00169082,0.08345866,6.604694962,8.174603175,7.389649068,0.101406131,0.207975975,Lowest
Mahadevpuri,0.001487335,0.09478673,6.604694962,8.174603175,7.389649068,0.101374026,0.207910131,Lowest
Birkot,0.006986115,0.037315996,5.31827831,2.664835165,3.991556738,0.101334585,0.20782924,Lowest
Dagatundada,0.002828161,0.056035504,8.303290622,4.761904762,6.532597692,0.101162086,0.207475459,Lowest
DhapukSimalBhanjyan,0.005457836,0.037582539,5.197232131,4.877899878,5.037566005,0.101097972,0.207343967,Lowest
Lumle,0.00628275,0.043651514,7.442214042,0,3.721107021,0.100679352,0.206485409,Lowest
Baku,0.008255152,0.049658979,1.908867654,3.058608059,2.483737856,0.100602679,0.206328159,Lowest
Madanpokhara,0.003952503,0.064390596,5.31827831,2.664835165,3.991556738,0.100526139,0.206171181,Lowest
Gauradaha,0.004141521,0.151427081,1.614202994,1.623931624,1.619067309,0.100510042,0.206138168,Lowest
Gangapur,0.002122308,0.063252663,6.604694962,8.174603175,7.389649068,0.09973257,0.204543635,Lowest
Duhilamati,0.003524086,0.04300566,8.303290622,4.761904762,6.532597692,0.099667299,0.204409769,Lowest
Lekhani,0.008954815,0.033410118,2.563173352,4.041514042,3.302343697,0.099598388,0.204268437,Lowest
Tilahar,0.004455782,0.0473011,6.752787046,2.478632479,4.615709762,0.099085756,0.203217069,Lowest
Kaseni,0.004152271,0.058403634,5.31827831,2.664835165,3.991556738,0.098921183,0.202879544,Lowest
Amalachaur,0.003121005,0.047024306,8.303290622,4.761904762,6.532597692,0.098605453,0.202232007,Lowest
Sirsekot,0.005166317,0.036711149,5.197232131,4.877899878,5.037566005,0.098491765,0.20199884,Lowest
Kamdi,0.001276322,0.10100948,6.604694962,8.174603175,7.389649068,0.098397059,0.201804608,Lowest
Hungi,0.00507681,0.046942292,5.31827831,2.664835165,3.991556738,0.098348069,0.201704131,Lowest
DhankutaN.P.,0.000937956,0.271053552,4.069743114,3.379120879,3.724431996,0.098197207,0.201394725,Lowest
Rauta,0.003665237,0.078220068,2.563173352,4.041514042,3.302343697,0.098193073,0.201386247,Lowest
Dobhan,0.003339278,0.070449319,5.31827831,2.664835165,3.991556738,0.09792432,0.200835057,Lowest
DumreDharapani,0.00766169,0.027289885,4.999627576,3.959096459,4.479362018,0.097839483,0.200661062,Lowest
Sitalpati,0.00441274,0.049987032,3.211651175,5.231990232,4.221820704,0.097653651,0.200279936,Lowest
Takasindu,0.016718847,0.022317836,1.908867654,3.058608059,2.483737856,0.097496282,0.199957184,Lowest
Chheskam,0.009595377,0.038617955,1.908867654,3.058608059,2.483737856,0.097271517,0.199496208,Lowest
Deurali,0.003459738,0.054405492,4.667106139,5.045787546,4.856446842,0.09705134,0.199044643,Lowest
Yayankhu,0.01041691,0.02651076,2.563173352,4.041514042,3.302343697,0.096975296,0.198888683,Lowest
Baletaksar,0.004189481,0.043159435,6.738115437,3.333333333,5.035724385,0.096924291,0.198784076,Lowest
Khunga,0.003694673,0.0376543,8.303290622,4.761904762,6.532597692,0.096863204,0.198658791,Lowest
Holiya,0.001900563,0.064482861,6.604694962,8.174603175,7.389649068,0.096749814,0.198426238,Lowest
Thulolumpek,0.00286192,0.062565803,6.738115437,3.333333333,5.035724385,0.09660928,0.198138012,Lowest
Diyale,0.006524995,0.022922683,6.218955197,5.83028083,6.024618014,0.096588418,0.198095226,Lowest
Baksa,0.006690194,0.022317836,6.218955197,5.83028083,6.024618014,0.096532472,0.197980485,Lowest
Rapakot,0.004513291,0.039233054,5.197232131,4.877899878,5.037566005,0.096262115,0.197426006,Lowest
Huwas,0.003852948,0.049823005,6.752787046,2.478632479,4.615709762,0.096047752,0.196986363,Lowest
Kathkuiya,0.002071921,0.05769627,6.604694962,8.174603175,7.389649068,0.095950721,0.19678736,Lowest
Tingla,0.008839826,0.040227464,1.908867654,3.058608059,2.483737856,0.095945372,0.196776391,Lowest
Bhakanje,0.026799051,0.013265631,1.908867654,3.058608059,2.483737856,0.09593661,0.19675842,Lowest
Paiyunnyap,0.002583037,0.051678553,8.303290622,4.761904762,6.532597692,0.095537885,0.195940666,Lowest
Jubing,0.010135234,0.034363521,1.908867654,3.058608059,2.483737856,0.095282335,0.195416554,Lowest
Dhullubaskot,0.003149565,0.041806217,8.303290622,4.761904762,6.532597692,0.095102616,0.195047965,Lowest
Bhinggithe,0.002212259,0.059367289,8.303290622,4.761904762,6.532597692,0.095021746,0.194882106,Lowest
Ringneraha,0.00836246,0.025608615,5.31827831,2.664835165,3.991556738,0.094904649,0.194641949,Lowest
Barai,0.005586179,0.045947883,2.563173352,4.041514042,3.302343697,0.094638432,0.194095958,Lowest
Binauna,0.001525258,0.075165077,6.604694962,8.174603175,7.389649068,0.094622495,0.194063275,Lowest
Kaku,0.008745984,0.038853743,1.908867654,3.058608059,2.483737856,0.094503761,0.193819759,Lowest
Bijayakharka,0.007220626,0.026059687,4.999627576,3.959096459,4.479362018,0.094461186,0.193732442,Lowest
Jaljala,0.003117143,0.041365396,8.303290622,4.761904762,6.532597692,0.094440858,0.193690751,Lowest
Foksingkot,0.005501967,0.038269399,5.31827831,2.664835165,3.991556738,0.09437073,0.193546923,Lowest
Taksar,0.005018728,0.034343018,4.667106139,5.045787546,4.856446842,0.094243248,0.193285468,Lowest
Hastichaur,0.002329466,0.070746617,6.738115437,3.333333333,5.035724385,0.093974061,0.192733387,Lowest
Lokhim,0.009138251,0.036413851,1.908867654,3.058608059,2.483737856,0.093845147,0.192468995,Lowest
Kohabara,0.004818541,0.105858509,1.614202994,1.623931624,1.619067309,0.093821436,0.192420366,Lowest
Bahakot,0.009236962,0.017745601,5.197232131,4.877899878,5.037566005,0.093816713,0.192410678,Lowest
Maharanijhoda,0.004646427,0.109292811,1.614202994,1.623931624,1.619067309,0.093682517,0.192135452,Lowest
Sotang,0.005527183,0.05980811,1.908867654,3.058608059,2.483737856,0.093638956,0.192046112,Lowest
Bana,0.003512957,0.0550821,3.211651175,5.231990232,4.221820704,0.093481939,0.191724084,Lowest
Salleri,0.007903258,0.017058741,6.218955197,5.83028083,6.024618014,0.0933027,0.191356478,Lowest
Juropani,0.004177105,0.119277915,1.614202994,1.623931624,1.619067309,0.093089375,0.190918966,Lowest
Halwar,0.001415951,0.103213584,5.405470571,5.622710623,5.514090597,0.093057839,0.190854287,Lowest
Ghandruk,0.00494128,0.043723275,7.442214042,0,3.721107021,0.092983975,0.190702798,Lowest
Tahu,0.005534099,0.036372844,5.31827831,2.664835165,3.991556738,0.092965576,0.190665063,Lowest
Pang,0.003711341,0.046809021,6.752787046,2.478632479,4.615709762,0.092903689,0.190538139,Lowest
Yaladi,0.008791554,0.018094157,5.197232131,4.877899878,5.037566005,0.092884144,0.190498053,Lowest
ShankarPokhari,0.004383886,0.039602113,6.752787046,2.478632479,4.615709762,0.092883527,0.190496787,Lowest
Beni,0.019816821,0.016146344,1.908867654,3.058608059,2.483737856,0.092627083,0.189970841,Lowest
Kharjyang,0.003998236,0.039304815,6.738115437,3.333333333,5.035724385,0.092496517,0.18970306,Lowest
Devinagar,0.006439344,0.030642173,5.31827831,2.664835165,3.991556738,0.092349491,0.189401522,Lowest
Bhadauretamagi,0.006275412,0.033389615,7.442214042,0,3.721107021,0.092039718,0.188766203,Lowest
Laxmanpur,0.001821154,0.057501489,6.604694962,8.174603175,7.389649068,0.091808571,0.188292138,Lowest
Malunga,0.004618537,0.03311282,5.197232131,4.877899878,5.037566005,0.091672791,0.188013664,Lowest
Katunjebawala,0.003930151,0.059357037,2.563173352,4.041514042,3.302343697,0.09167155,0.188011118,Lowest
MajhphantMallaj,0.001998412,0.082905071,6.752787046,2.478632479,4.615709762,0.091446743,0.187550056,Lowest
Bajung,0.003798011,0.043343964,6.752787046,2.478632479,4.615709762,0.091251729,0.187150099,Lowest
Gauriganj,0.004288575,0.10941583,1.614202994,1.623931624,1.619067309,0.091247161,0.18714073,Lowest
Banakatti,0.001612494,0.063580716,6.604694962,8.174603175,7.389649068,0.091162413,0.186966918,Lowest
FalebasDevisthan,0.005293013,0.030795948,6.752787046,2.478632479,4.615709762,0.09095188,0.186535131,Lowest
Jalpa,0.005809777,0.032395205,5.31827831,2.664835165,3.991556738,0.090906339,0.186441731,Lowest
Kaulmabarahachaur,0.008425333,0.017663588,5.197232131,4.877899878,5.037566005,0.090843862,0.186313595,Lowest
Hatiya,0.001538956,0.074221926,8.303290622,4.761904762,6.532597692,0.090701556,0.186021738,Lowest
Bishnupaduka,0.002835919,0.047393365,5.040702255,6.062271062,5.551486659,0.090699917,0.186018376,Lowest
Naubasta,0.000500852,0.200952788,6.604694962,8.174603175,7.389649068,0.090602948,0.185819499,Lowest
Badagaun,0.001780858,0.082546263,6.738115437,3.333333333,5.035724385,0.090461309,0.185529009,Lowest
Rajapani,0.004277426,0.038412922,4.999627576,3.959096459,4.479362018,0.090287023,0.185171562,Lowest
Hekuli,0.001409721,0.094376664,5.405470571,5.622710623,5.514090597,0.090189755,0.184972073,Lowest
Haklang,0.005714144,0.032026146,5.31827831,2.664835165,3.991556738,0.090060159,0.184706283,Lowest
Machapuchre,0.011045636,0.017725098,7.442214042,0,3.721107021,0.089980938,0.184543806,Lowest
Limpatar,0.007904712,0.027658944,2.563173352,4.041514042,3.302343697,0.089711469,0.183991146,Lowest
Harichaur,0.002040936,0.053985174,8.303290622,4.761904762,6.532597692,0.089618276,0.183800015,Lowest
Khajurgachhi,0.004527206,0.097072847,1.614202994,1.623931624,1.619067309,0.089275231,0.183096457,Lowest
Faparthum,0.005706796,0.024726973,5.197232131,4.877899878,5.037566005,0.089247218,0.183039005,Lowest
Chame,0.017023954,0.01157411,4.443272456,2.753357753,3.598315105,0.089169379,0.182879362,Lowest
Bangesal,0.001787913,0.067732633,6.379874042,5.320512821,5.850193431,0.089146614,0.182832674,Lowest
Hardineta,0.003258705,0.04275962,6.738115437,3.333333333,5.035724385,0.088861493,0.182247914,Lowest
Gwalichaur,0.00238644,0.044850956,8.303290622,4.761904762,6.532597692,0.088757015,0.182033636,Lowest
Gwadi,0.005196815,0.02651076,6.738115437,3.333333333,5.035724385,0.088526602,0.181561078,Lowest
Pokharathok,0.00766045,0.022635637,5.31827831,2.664835165,3.991556738,0.088456505,0.181417314,Lowest
Arkhaule,0.004437638,0.034281508,4.999627576,3.959096459,4.479362018,0.087998646,0.180478282,Lowest
Serna,0.007629189,0.014803379,6.218955197,5.83028083,6.024618014,0.087954131,0.180386986,Lowest
Moli,0.005774833,0.019488381,6.218955197,5.83028083,6.024618014,0.087851307,0.180176101,Lowest
Rupatar,0.005365355,0.037572287,2.563173352,4.041514042,3.302343697,0.087316461,0.179079174,Lowest
Dhupu,0.003653115,0.043077421,3.211651175,5.231990232,4.221820704,0.087257804,0.178958872,Lowest
Dhitung,0.00528716,0.02794599,4.999627576,3.959096459,4.479362018,0.087147051,0.178731728,Lowest
Pelkachaur,0.006865407,0.019027057,5.197232131,4.877899878,5.037566005,0.08698003,0.178389181,Lowest
Dorpachiuridada,0.002582512,0.056876139,4.999627576,3.959096459,4.479362018,0.086975353,0.178379589,Lowest
Mainamaini,0.003723531,0.052929254,2.563173352,4.041514042,3.302343697,0.086661132,0.177735147,Lowest
Syabun,0.002397261,0.064216318,3.211651175,5.231990232,4.221820704,0.086620393,0.177651594,Lowest
PawanNagar,0.001322575,0.088912536,5.405470571,5.622710623,5.514090597,0.086553722,0.177514857,Lowest
SatauDarau,0.005484231,0.023435265,5.197232131,4.877899878,5.037566005,0.086510494,0.177426199,Lowest
Lamidada,0.005189027,0.027853725,4.999627576,3.959096459,4.479362018,0.086509097,0.177423335,Lowest
Purandhara,0.000590266,0.198881955,5.405470571,5.622710623,5.514090597,0.086504565,0.177414039,Lowest
Kulunga,0.003236819,0.04113986,4.667106139,5.045787546,4.856446842,0.086476871,0.177357241,Lowest
Koldada,0.004084568,0.039622616,5.31827831,2.664835165,3.991556738,0.086445791,0.177293498,Lowest
Chilaunebas,0.004592256,0.027904984,5.197232131,4.877899878,5.037566005,0.086425694,0.177252282,Lowest
Kuibhir,0.006040249,0.01767384,6.218955197,5.83028083,6.024618014,0.086318739,0.177032925,Lowest
BitalawaPipaltari,0.005627189,0.024675715,6.752787046,2.478632479,4.615709762,0.086218391,0.17682712,Lowest
Dharna,0.001652121,0.070234035,5.405470571,5.622710623,5.514090597,0.086169671,0.176727199,Lowest
Heel,0.00333975,0.029258201,8.303290622,4.761904762,6.532597692,0.086102516,0.176589468,Lowest
Birbas,0.00267683,0.046921789,6.738115437,3.333333333,5.035724385,0.085839219,0.176049467,Lowest
Patheka,0.003556238,0.039694378,4.999627576,3.959096459,4.479362018,0.08583123,0.176033084,Lowest
Johang,0.002820398,0.044512652,6.738115437,3.333333333,5.035724385,0.085825951,0.176022256,Lowest
WangsingDeurali,0.005147699,0.02433741,5.197232131,4.877899878,5.037566005,0.085776717,0.175921281,Lowest
Batakachaur,0.002441982,0.039561106,8.303290622,4.761904762,6.532597692,0.085775958,0.175919723,Lowest
Bahadurpur,0.009092801,0.017325284,5.31827831,2.664835165,3.991556738,0.085672238,0.175707002,Lowest
Tara,0.002142909,0.04456391,8.303290622,4.761904762,6.532597692,0.085445856,0.175242712,Lowest
Darbardevisthan,0.00232513,0.053113784,6.738115437,3.333333333,5.035724385,0.085356935,0.175060342,Lowest
Bhogateni,0.001625452,0.054897571,5.098350931,8.766788767,6.932569849,0.085206726,0.174752275,Lowest
Khadgakot,0.0031094,0.039304815,6.738115437,3.333333333,5.035724385,0.085060533,0.174452443,Lowest
Palakot,0.002556184,0.036700897,8.303290622,4.761904762,6.532597692,0.084941165,0.174207631,Lowest
Dhampus,0.006319206,0.026008429,7.442214042,0,3.721107021,0.084882129,0.174086551,Lowest
Thoche,0.043290002,0.003916129,4.443272456,2.753357753,3.598315105,0.084810171,0.173938971,Lowest
MajhakotSivalaya,0.007466295,0.015941311,5.197232131,4.877899878,5.037566005,0.084323762,0.172941385,Lowest
Chhintang,0.001672833,0.096150199,4.069743114,3.379120879,3.724431996,0.084298713,0.172890011,Lowest
Kharang,0.002426731,0.058403634,3.211651175,5.231990232,4.221820704,0.084266269,0.172823471,Lowest
Taluwa,0.004799976,0.020462288,6.218955197,5.83028083,6.024618014,0.083953911,0.17218285,Lowest
Thapathana,0.004203014,0.03043714,6.752787046,2.478632479,4.615709762,0.083894677,0.172061365,Lowest
Yamgha,0.004022736,0.036629135,5.31827831,2.664835165,3.991556738,0.083784463,0.171835324,Lowest
Alamadevi,0.002917586,0.039407332,5.197232131,4.877899878,5.037566005,0.083356698,0.170958013,Lowest
Bhuwanpokhari,0.002604522,0.055440908,5.31827831,2.664835165,3.991556738,0.083221121,0.170679955,Lowest
Thanagaun,0.006827851,0.025526601,2.563173352,4.041514042,3.302343697,0.083182717,0.170601192,Lowest
Salyan,0.004252068,0.036301083,7.442214042,0,3.721107021,0.083124804,0.170482416,Lowest
Sungdel,0.005046719,0.025055026,4.999627576,3.959096459,4.479362018,0.082738326,0.16968978,Lowest
Gudel,0.00524118,0.043507991,1.908867654,3.058608059,2.483737856,0.082737287,0.16968765,Lowest
Behulibans,0.004313829,0.028263791,6.752787046,2.478632479,4.615709762,0.082561446,0.169327014,Lowest
Okhale,0.00609145,0.027904984,2.563173352,4.041514042,3.302343697,0.082491317,0.169183184,Lowest
Mahadevsthan,0.004411715,0.028366308,4.999627576,3.959096459,4.479362018,0.082453448,0.169105519,Lowest
Kalaphanta,0.001577551,0.048069974,6.604694962,8.174603175,7.389649068,0.082444251,0.169086656,Lowest
Phungling,0.001019887,0.153508165,4.123917932,3.028083028,3.57600048,0.082418935,0.169034734,Lowest
Gorakhani,0.016254881,0.013808969,1.908867654,3.058608059,2.483737856,0.08230324,0.168797454,Lowest
FulebasKhanigaun,0.006109908,0.019734421,6.752787046,2.478632479,4.615709762,0.082255673,0.168699897,Lowest
Ainselukharka,0.004027312,0.030703683,4.999627576,3.959096459,4.479362018,0.082124733,0.168431349,Lowest
Deusa,0.005266758,0.042339303,1.908867654,3.058608059,2.483737856,0.082122899,0.168427588,Lowest
Deupurkot,0.004164263,0.028663606,6.752787046,2.478632479,4.615709762,0.081978975,0.168132411,Lowest
ChandiBhanjyang,0.002701964,0.040411993,5.197232131,4.877899878,5.037566005,0.081935137,0.168042503,Lowest
Wamitaksar,0.001669919,0.065190224,6.738115437,3.333333333,5.035724385,0.081842706,0.167852935,Lowest
